Batch,ProductId
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_006_0066,329
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_001_0021,164
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_010_0030,1409
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_016_0076,1349
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_006_0186,1229
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_020_0160,224
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_005_0065,449
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_005_0045,1289
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_009_0169,2609
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_001_0165,569
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_005_0185,1349
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_015_0035,1049
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_010_0090,1589
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_007_0007,689
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_008_0048,1649
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_020_0120,1169
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_017_0077,2309
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_012_0132,1949
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_009_0129,2129
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_011_0191,1709
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_010_0150,284
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_010_0102,404
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_007_0039,2489
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_003_0095,2189
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_004_0108,2369
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_015_0095,1469
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_003_0131,629
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_014_0114,2429
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_008_0168,569
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_011_0131,2249
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_012_0032,104
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_006_0166,1289
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_010_0126,1229
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_010_0150,329
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_001_0177,1529
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_009_0189,1529
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_010_0070,44
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_010_0010,2489
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_020_0060,224
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_009_0069,629
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_015_0155,1109
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_004_0144,1349
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_012_0112,1829
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_020_0200,2249
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_007_0007,569
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_005_0145,1289
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_006_0006,149
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_020_0100,2069
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_004_0048,2309
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_009_0029,2609
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_017_0057,404
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_018_0198,1409
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_009_0009,329
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_017_0017,209
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_016_0174,1589
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_019_0199,2129
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_007_0099,2609
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_012_0044,1769
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_016_0016,2189
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_011_0031,2429
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_011_0071,1589
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_004_0084,569
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_002_0154,2609
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_018_0178,89
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_001_0001,524
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_003_0143,329
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_008_0108,209
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_013_0053,269
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_013_0153,1709
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_002_0082,269
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_007_0127,809
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_015_0115,2489
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_001_0033,1169
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_007_0027,1169
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_008_0128,2369
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_001_0105,2489
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_019_0079,509
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_014_0074,344
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_013_0173,509
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_013_0033,629
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_013_0039,329
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_018_0122,989
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_014_0070,284
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_005_0073,89
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_006_0062,1289
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_016_0036,569
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_004_0072,464
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_019_0179,149
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_012_0072,1169
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_013_0093,1109
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_014_0194,749
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_017_0197,149
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_014_0112,1649
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_003_0107,404
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_010_0138,1589
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_002_0070,104
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_013_0133,1949
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_012_0152,809
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_007_0195,989
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_001_0045,344
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_002_0022,149
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_007_0159,2429
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_013_0193,44
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_003_0167,929
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_007_0123,1289
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_007_0087,89
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_009_0109,1349
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_007_0051,1709
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_008_0076,164
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_016_0056,1769
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_003_0155,1289
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_001_0013,104
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_011_0103,209
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_017_0137,389
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_017_0025,869
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_008_0112,104
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_018_0012,509
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_016_0016,2309
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_017_0037,989
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_014_0184,2009
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_017_0097,44
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_018_0018,1349
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_013_0123,1529
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_005_0109,2369
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_002_0166,1949
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_005_0005,29
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_016_0136,2069
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_014_0054,269
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_014_0014,2189
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_003_0023,284
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_011_0111,104
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_016_0096,2249
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_002_0142,629
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_008_0008,269
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_018_0058,164
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_001_0153,509
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_003_0191,689
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_006_0122,509
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_009_0101,1109
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_013_0113,329
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_016_0096,389
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_018_0200,809
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_015_0101,2129
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_008_0160,2009
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_011_0079,2309
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_019_0139,329
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_006_0158,2429
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_001_0057,1409
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_012_0092,1469
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_016_0116,989
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_020_0180,1409
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_001_0189,2189
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_015_0029,2309
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_004_0192,1529
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_010_0174,2489
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_005_0061,89
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_016_0196,224
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_018_0158,2309
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_009_0125,1529
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_002_0118,449
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_002_0190,389
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_010_0186,1289
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_001_0093,2009
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_004_0060,2369
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_007_0147,1229
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_013_0081,1709
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_017_0117,1229
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_008_0052,2549
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_010_0010,29
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_007_0063,2129
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_008_0172,1229
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_001_0069,1049
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_014_0034,524
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_017_0157,224
00001_0104_MIA_GRND_FLOOR_AREA_01_ST_20_019_0028,509
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_010_0030,929
00002_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_009_0049,2249
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_017_0037,2069
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_019_0059,29
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_016_0030,569
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_018_0098,89
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_012_0092,2609
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_018_0188,1289
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_006_0110,464
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_008_0064,524
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_007_0183,29
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_002_0046,2549
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_002_0058,1709
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_016_0176,329
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_013_0111,2189
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_014_0174,224
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_004_0132,869
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_003_0119,1469
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_008_0148,164
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_006_0018,2549
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_002_0094,1589
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_005_0097,1289
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_009_0053,2489
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_012_0068,224
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_006_0098,2369
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_018_0152,1529
00001_0104_MIA_GRND_FLOOR_AREA_01_ST_20_019_0077,2489
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_016_0004,569
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_014_0148,989
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_012_0012,2309
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_003_0003,1409
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_006_0170,869
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_006_0050,1529
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_014_0134,89
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_020_0080,389
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_001_0129,269
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_003_0071,209
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_015_0173,1469
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_010_0042,89
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_011_0163,2369
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_006_0026,2609
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_018_0078,1049
00001_0101_MIA_GRND_FLOOR_AREA_01_GM_2_5_AX_019_0159,929
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_012_0056,1889
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_009_0197,389
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_009_0149,1709
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_014_0172,2189
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_006_0086,989
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_004_0096,524
00001_0102_MIA_GRND_FLOOR_AREA_01_ST_20_008_0008,2189
00001_0103_MIA_GRND_FLOOR_AREA_01_ST_20_015_0137,1649
