Id,Date,Amount,ExpectedDeliveryDate,DeliveryLocation,CustomerId,Status,StatusDate,Quantity,QuantityProuced,ExpectedCompletionDate,ProductId
91,17-02-2019,43524,31-03-2019,,4,0,,1612,0,,50
92,10-04-2019,173400,02-05-2019,,4,0,,7225,0,,40
93,18-02-2019,68661,08-03-2019,,4,0,,2543,0,,45
94,20-05-2019,5748,23-06-2019,,4,0,,3832,0,,4
95,11-04-2019,220915,24-04-2019,,4,0,,9605,0,,33
96,24-11-2019,92783,05-12-2019,,4,0,,2993,0,,42
97,01-02-2019,39060,21-02-2019,,4,0,,1395,0,,9
98,09-11-2019,123519,05-12-2019,,5,0,,3743,0,,53
99,02-08-2019,10485,31-08-2019,,5,0,,9117,0,,10
100,29-09-2019,22168,05-11-2019,,5,0,,8867,0,,14
101,24-04-2019,181940,25-05-2019,,5,0,,8270,0,,24
102,02-11-2019,48216,24-11-2019,,5,0,,1722,0,,37
103,29-03-2019,112114,07-05-2019,,5,0,,3866,0,,13
104,03-07-2019,216860,31-07-2019,,5,0,,7745,0,,37
105,11-08-2019,9746,31-08-2019,,5,0,,443,0,,24
106,23-12-2019,7942,05-02-2020,,5,0,,6906,0,,10
107,14-07-2019,24720,11-08-2019,,5,0,,824,0,,48
108,20-04-2019,568,23-05-2019,,5,0,,494,0,,10
109,20-01-2019,5238,12-02-2019,,5,0,,4190,0,,2
110,11-08-2019,5742,28-08-2019,,5,0,,198,0,,1
111,10-02-2019,218395,26-02-2019,,5,0,,7045,0,,42
112,18-03-2019,78156,26-04-2019,,5,0,,3006,0,,21
113,02-06-2019,110469,15-06-2019,,6,0,,4803,0,,20
114,23-07-2019,248025,04-09-2019,,6,0,,9921,0,,25
115,22-07-2019,1216,17-08-2019,,6,0,,811,0,,4
116,08-07-2019,264141,13-08-2019,,6,0,,9783,0,,45
117,05-08-2019,9684,19-08-2019,,6,0,,8421,0,,12
118,03-10-2019,13230,16-11-2019,,6,0,,490,0,,28
119,18-12-2019,181995,20-01-2020,,6,0,,5515,0,,41
120,20-07-2019,174096,21-08-2019,,6,0,,6448,0,,34
121,07-03-2019,144992,28-03-2019,,6,0,,4531,0,,43
122,01-11-2019,5360,12-12-2019,,6,0,,4288,0,,2
123,16-11-2019,10500,04-12-2019,,6,0,,350,0,,48
124,04-10-2019,64825,18-10-2019,,6,0,,2593,0,,25
125,26-11-2019,247536,21-12-2019,,6,0,,9168,0,,22
126,23-03-2019,192168,25-04-2019,,6,0,,8007,0,,51
127,17-06-2019,69288,04-07-2019,,6,0,,2887,0,,36
128,14-04-2019,10180,17-05-2019,,6,0,,509,0,,29
129,07-08-2019,131904,17-09-2019,,6,0,,5496,0,,51
130,07-03-2019,14749,05-04-2019,,6,0,,6555,0,,8
131,21-11-2019,137696,08-12-2019,,6,0,,5296,0,,21
132,01-05-2019,87408,31-05-2019,,6,0,,3642,0,,51
133,21-04-2019,20466,04-06-2019,,6,0,,758,0,,50
134,30-03-2019,52110,20-04-2019,,6,0,,1737,0,,32
135,27-05-2019,145078,27-06-2019,,6,0,,4267,0,,49
136,30-04-2019,185976,24-05-2019,,6,0,,7749,0,,40
137,15-07-2019,43540,19-08-2019,,6,0,,2177,0,,17
138,28-03-2019,84898,22-04-2019,,7,0,,2497,0,,49
139,09-02-2019,128557,15-03-2019,,7,0,,4147,0,,46
140,18-09-2019,2681,17-10-2019,,7,0,,1289,0,,6
141,27-11-2019,12510,02-01-2020,,7,0,,417,0,,48
142,13-07-2019,130440,30-07-2019,,7,0,,5435,0,,11
143,10-01-2019,61111,23-01-2019,,7,0,,2657,0,,15
144,17-10-2019,137760,14-11-2019,,7,0,,5740,0,,52
145,30-07-2019,216512,01-09-2019,,7,0,,6766,0,,43
146,12-06-2019,103552,20-07-2019,,7,0,,3236,0,,38
147,08-08-2019,116564,12-09-2019,,7,0,,4163,0,,9
148,17-11-2019,107525,10-12-2019,,7,0,,4675,0,,20
149,03-06-2019,25011,24-06-2019,,7,0,,1191,0,,31
150,12-04-2019,116587,08-05-2019,,7,0,,5069,0,,7
151,28-02-2019,69446,13-03-2019,,7,0,,2671,0,,21
152,06-07-2019,158940,08-08-2019,,7,0,,5298,0,,32
153,24-10-2019,76020,27-11-2019,,7,0,,2534,0,,48
154,01-02-2019,111768,20-02-2019,,7,0,,4657,0,,52
155,20-03-2019,186586,31-03-2019,,7,0,,6434,0,,13
156,24-03-2019,196625,12-04-2019,,7,0,,7865,0,,26
157,09-08-2019,316800,12-09-2019,,8,0,,9600,0,,53
158,22-11-2019,7820,04-01-2020,,8,0,,3128,0,,14
159,11-01-2019,93874,02-02-2019,,8,0,,4267,0,,24
160,11-09-2019,13962,18-10-2019,,8,0,,537,0,,21
161,14-11-2019,61300,13-12-2019,,8,0,,3065,0,,17
162,10-01-2019,3026,23-01-2019,,8,0,,2631,0,,10
163,17-12-2019,54972,09-01-2020,,8,0,,2036,0,,28
164,13-08-2019,45870,24-08-2019,,8,0,,2085,0,,24
165,06-04-2019,124899,05-05-2019,,8,0,,4029,0,,46
166,08-11-2019,14431,21-11-2019,,8,0,,8017,0,,16
167,09-06-2019,113562,29-06-2019,,8,0,,4206,0,,3
168,16-08-2019,140399,11-09-2019,,8,0,,4529,0,,46
169,30-01-2019,7943,24-02-2019,,8,0,,6907,0,,12
170,05-01-2019,300421,16-01-2019,,8,0,,9691,0,,42
171,26-10-2019,158760,19-11-2019,,8,0,,5292,0,,48
172,04-11-2019,52720,10-12-2019,,8,0,,2636,0,,29
173,29-03-2019,140089,28-04-2019,,8,0,,4519,0,,42
174,01-05-2019,36616,22-05-2019,,8,0,,1592,0,,15
175,27-01-2019,231348,05-03-2019,,8,0,,8898,0,,5
176,05-06-2019,69036,06-07-2019,,8,0,,3138,0,,24
177,28-04-2019,235920,29-05-2019,,8,0,,9830,0,,36
178,28-02-2019,84660,25-03-2019,,8,0,,4233,0,,17
179,24-01-2019,99644,25-02-2019,,8,0,,3436,0,,13
180,14-09-2019,133168,10-10-2019,,8,0,,4592,0,,13
181,09-06-2019,15302,18-07-2019,,8,0,,6121,0,,14
182,07-04-2019,7540,21-04-2019,,8,0,,377,0,,17
183,07-12-2019,295482,17-12-2019,,8,0,,8954,0,,27
184,27-08-2019,189842,14-09-2019,,9,0,,8254,0,,20
185,31-01-2019,141243,15-03-2019,,9,0,,6141,0,,20
186,10-11-2019,142532,12-12-2019,,9,0,,5482,0,,21
187,20-07-2019,44334,17-08-2019,,9,0,,1642,0,,50
188,11-01-2019,102800,31-01-2019,,9,0,,4112,0,,35
189,23-10-2019,25704,30-11-2019,,9,0,,952,0,,3
190,27-07-2019,66360,01-09-2019,,9,0,,2370,0,,30
191,20-12-2019,163225,08-01-2020,,9,0,,6529,0,,26
192,08-11-2019,257094,04-12-2019,,9,0,,9522,0,,47
193,13-12-2019,41480,19-01-2020,,9,0,,2074,0,,29
194,25-10-2019,52080,02-12-2019,,9,0,,2480,0,,44
195,11-08-2019,106340,24-09-2019,,9,0,,5317,0,,17
196,27-10-2019,187460,12-11-2019,,9,0,,9373,0,,29
197,13-01-2019,201608,11-02-2019,,9,0,,6952,0,,13
198,05-07-2019,80190,20-07-2019,,9,0,,2430,0,,27
199,22-05-2019,5262,15-06-2019,,9,0,,3007,0,,18
200,21-09-2019,11520,18-10-2019,,10,0,,480,0,,51
201,26-04-2019,35343,11-05-2019,,10,0,,1309,0,,3
202,07-01-2019,34880,31-01-2019,,10,0,,1744,0,,17
203,12-02-2019,178440,27-03-2019,,10,0,,7435,0,,36
204,14-08-2019,142715,30-08-2019,,11,0,,6205,0,,20
205,20-11-2019,129195,25-12-2019,,11,0,,4785,0,,28
206,01-05-2019,79776,03-06-2019,,11,0,,2493,0,,38
207,23-09-2019,44748,04-10-2019,,11,0,,1356,0,,27
208,11-03-2019,68376,24-04-2019,,11,0,,3108,0,,24
209,17-07-2019,214416,15-08-2019,,12,0,,8934,0,,52
210,15-03-2019,76860,31-03-2019,,12,0,,2745,0,,9
211,24-10-2019,1240,04-11-2019,,12,0,,992,0,,2
212,10-11-2019,59225,23-11-2019,,12,0,,2369,0,,25
213,27-06-2019,95656,17-07-2019,,12,0,,4348,0,,24
214,27-07-2019,150930,12-08-2019,,12,0,,5031,0,,48
215,23-08-2019,21762,19-09-2019,,12,0,,806,0,,28
216,12-02-2019,31472,02-03-2019,,12,0,,1124,0,,37
217,25-09-2019,244731,09-10-2019,,12,0,,8439,0,,13
218,22-09-2019,51891,16-10-2019,,12,0,,2471,0,,31
219,21-06-2019,185952,25-07-2019,,12,0,,7152,0,,5
220,15-12-2019,253017,10-01-2020,,12,0,,9371,0,,3
221,16-05-2019,10233,30-05-2019,,12,0,,5685,0,,16
222,16-09-2019,8278,20-10-2019,,12,0,,4730,0,,18
223,23-04-2019,123950,30-05-2019,,12,0,,4958,0,,26
224,02-06-2019,3267,03-07-2019,,12,0,,121,0,,47
225,02-03-2019,199085,17-03-2019,,12,0,,6865,0,,39
226,18-03-2019,98124,13-04-2019,,12,0,,2886,0,,49
227,18-09-2019,239909,16-10-2019,,12,0,,7739,0,,19
228,10-11-2019,6912,04-12-2019,,12,0,,256,0,,3
229,11-01-2019,32880,08-02-2019,,12,0,,1370,0,,52
230,20-12-2019,2014,13-01-2020,,12,0,,1343,0,,4
231,12-04-2019,89204,01-05-2019,,12,0,,3076,0,,39
232,22-02-2019,227086,31-03-2019,,12,0,,6679,0,,49
233,19-09-2019,66171,04-10-2019,,12,0,,2877,0,,33
234,05-09-2019,16721,08-10-2019,,12,0,,727,0,,33
235,25-05-2019,89408,15-06-2019,,12,0,,2794,0,,38
236,13-03-2019,102626,09-04-2019,,12,0,,4462,0,,7
237,21-07-2019,237789,13-08-2019,,13,0,,8807,0,,45
238,14-05-2019,123801,23-06-2019,,13,0,,4269,0,,39
239,07-09-2019,5313,26-09-2019,,13,0,,4620,0,,12
240,18-03-2019,218736,03-04-2019,,13,0,,9114,0,,40
241,13-11-2019,119325,30-11-2019,,13,0,,4773,0,,35
242,08-04-2019,141639,09-05-2019,,13,0,,4569,0,,46
243,16-07-2019,102030,05-08-2019,,13,0,,3401,0,,48
244,29-06-2019,824,31-07-2019,,13,0,,659,0,,2
245,28-08-2019,239700,17-09-2019,,13,0,,7050,0,,49
246,28-04-2019,136668,08-05-2019,,13,0,,4881,0,,9
247,12-08-2019,10948,27-08-2019,,13,0,,391,0,,37
248,19-11-2019,186238,31-12-2019,,13,0,,6422,0,,39
249,21-02-2019,142303,17-03-2019,,13,0,,4907,0,,1
250,06-04-2019,56560,14-05-2019,,13,0,,2020,0,,30
251,20-05-2019,45266,03-06-2019,,13,0,,1741,0,,5
252,15-05-2019,219864,19-06-2019,,13,0,,9161,0,,52
253,22-07-2019,223890,07-08-2019,,13,0,,6585,0,,23
254,05-01-2019,9924,29-01-2019,,14,0,,5671,0,,18
255,31-10-2019,4794,17-11-2019,,14,0,,2305,0,,6
256,29-05-2019,179037,29-06-2019,,14,0,,6631,0,,34
257,16-09-2019,74142,26-10-2019,,14,0,,2746,0,,47
258,23-03-2019,309672,05-05-2019,,14,0,,9384,0,,41
259,09-08-2019,226824,16-09-2019,,14,0,,8724,0,,5
260,23-11-2019,21900,13-12-2019,,14,0,,730,0,,48
261,24-05-2019,68616,14-06-2019,,14,0,,2859,0,,40
262,07-03-2019,180067,02-04-2019,,14,0,,7829,0,,20
263,16-09-2019,12758,08-10-2019,,14,0,,7290,0,,18
264,20-06-2019,16168,22-07-2019,,14,0,,8982,0,,16
265,30-12-2019,144630,05-02-2020,,14,0,,4821,0,,32
266,13-06-2019,200859,23-07-2019,,14,0,,8733,0,,33
267,27-09-2019,4080,02-11-2019,,14,0,,2720,0,,4
268,25-10-2019,40368,06-11-2019,,15,0,,1682,0,,11
269,28-02-2019,182700,24-03-2019,,15,0,,6090,0,,32
270,01-07-2019,96756,07-08-2019,,15,0,,2932,0,,27
271,09-09-2019,77993,18-10-2019,,15,0,,3391,0,,7
272,01-11-2019,279440,25-11-2019,,15,0,,9980,0,,30
273,12-03-2019,174450,19-04-2019,,15,0,,6978,0,,26
274,10-09-2019,223775,11-10-2019,,15,0,,8951,0,,25
275,10-01-2019,77040,19-02-2019,,16,0,,3852,0,,17
276,23-08-2019,15660,07-09-2019,,16,0,,783,0,,17
277,26-06-2019,91098,13-07-2019,,16,0,,3374,0,,50
278,01-03-2019,7299,21-03-2019,,16,0,,4171,0,,18
279,21-10-2019,132440,15-11-2019,,16,0,,6020,0,,24
280,18-10-2019,8424,25-11-2019,,16,0,,351,0,,52
281,20-06-2019,7975,26-07-2019,,16,0,,6935,0,,12
282,19-01-2019,190000,09-02-2019,,16,0,,7600,0,,26
283,17-12-2019,6435,11-01-2020,,16,0,,5596,0,,10
284,26-08-2019,267235,25-09-2019,,16,0,,9215,0,,39
285,08-05-2019,60522,27-05-2019,,16,0,,1834,0,,27
286,24-08-2019,159898,03-10-2019,,16,0,,5158,0,,42
287,17-12-2019,58443,09-01-2020,,16,0,,1771,0,,41
288,22-07-2019,19468,23-08-2019,,16,0,,7787,0,,14
289,13-01-2019,153333,05-02-2019,,16,0,,5679,0,,22
290,08-03-2019,10050,30-03-2019,,16,0,,8739,0,,12
291,25-11-2019,33785,09-12-2019,,16,0,,1165,0,,39
292,18-09-2019,53880,19-10-2019,,16,0,,1796,0,,48
293,06-04-2019,257862,28-04-2019,,16,0,,7814,0,,53
294,22-06-2019,50008,07-07-2019,,16,0,,1786,0,,30
295,01-11-2019,67311,22-11-2019,,16,0,,2493,0,,3
296,15-11-2019,13036,04-12-2019,,16,0,,7449,0,,18
297,05-07-2019,37125,17-07-2019,,16,0,,1375,0,,28
298,03-04-2019,228384,23-04-2019,,16,0,,9516,0,,11
299,25-12-2019,113016,18-01-2020,,16,0,,3324,0,,49
300,04-05-2019,219511,23-05-2019,,16,0,,7081,0,,42
301,02-11-2019,222561,22-11-2019,,16,0,,8243,0,,3
302,15-11-2019,195183,04-12-2019,,16,0,,7229,0,,28
303,20-08-2019,50598,01-10-2019,,16,0,,1874,0,,50
304,04-06-2019,29620,23-06-2019,,16,0,,1481,0,,17
305,18-07-2019,115752,16-08-2019,,17,0,,4134,0,,9
306,19-10-2019,95936,18-11-2019,,17,0,,2998,0,,43
307,04-06-2019,1716,11-07-2019,,17,0,,825,0,,6
308,05-04-2019,203435,17-04-2019,,17,0,,7015,0,,39
309,23-02-2019,66907,18-03-2019,,17,0,,2909,0,,15
310,09-09-2019,153939,15-10-2019,,17,0,,6693,0,,15
311,14-07-2019,247833,09-08-2019,,17,0,,9179,0,,45
312,06-10-2019,25389,02-11-2019,,17,0,,819,0,,42
313,24-04-2019,141867,04-05-2019,,17,0,,4299,0,,41
314,01-12-2019,12873,20-12-2019,,17,0,,613,0,,44
315,30-05-2019,183303,30-06-2019,,17,0,,5913,0,,42
316,14-12-2019,75357,12-01-2020,,17,0,,2791,0,,22
317,04-02-2019,131320,19-03-2019,,17,0,,4690,0,,37
318,16-05-2019,172341,29-06-2019,,17,0,,6383,0,,3
319,26-04-2019,100380,01-06-2019,,17,0,,3346,0,,32
320,27-03-2019,228528,23-04-2019,,17,0,,8464,0,,50
321,08-01-2019,121248,22-01-2019,,17,0,,5052,0,,52
322,26-12-2019,64680,16-01-2020,,17,0,,2695,0,,40
323,13-03-2019,136776,16-04-2019,,17,0,,5699,0,,36
324,04-07-2019,37824,23-07-2019,,17,0,,1576,0,,11
325,22-03-2019,264616,02-04-2019,,17,0,,8536,0,,19
326,15-11-2019,169624,10-12-2019,,17,0,,6524,0,,5
327,17-08-2019,163091,18-09-2019,,17,0,,5261,0,,42
328,10-05-2019,124872,25-05-2019,,17,0,,5203,0,,52
329,13-01-2019,124720,04-02-2019,,17,0,,6236,0,,17
330,23-06-2019,17256,13-07-2019,,17,0,,719,0,,40
331,06-10-2019,44685,30-10-2019,,17,0,,1655,0,,28
332,07-11-2019,30706,20-12-2019,,17,0,,1181,0,,5
333,14-04-2019,114849,22-05-2019,,17,0,,5469,0,,44
334,12-09-2019,280330,05-10-2019,,18,0,,8245,0,,23
335,31-03-2019,37160,30-04-2019,,18,0,,1858,0,,17
336,19-07-2019,230730,16-08-2019,,18,0,,7691,0,,48
337,11-03-2019,223905,11-04-2019,,18,0,,6785,0,,53
338,02-12-2019,6010,24-12-2019,,18,0,,3434,0,,18
339,03-12-2019,173610,03-01-2020,,18,0,,6430,0,,34
340,30-01-2019,232929,14-02-2019,,18,0,,8627,0,,3
341,07-10-2019,55368,31-10-2019,,18,0,,2307,0,,11
342,19-03-2019,168021,18-04-2019,,19,0,,6223,0,,47
343,06-01-2019,274020,09-02-2019,,19,0,,9134,0,,32
344,26-11-2019,82491,24-12-2019,,19,0,,2661,0,,19
345,27-11-2019,200419,14-12-2019,,19,0,,6911,0,,13
346,30-04-2019,311304,18-05-2019,,19,0,,9156,0,,23
347,08-09-2019,158372,23-09-2019,,19,0,,4658,0,,49
348,15-05-2019,11718,14-06-2019,,19,0,,434,0,,3
349,24-09-2019,124272,13-10-2019,,19,0,,5178,0,,11
350,30-04-2019,936,27-05-2019,,19,0,,39,0,,36
351,07-07-2019,60040,20-07-2019,,20,0,,3002,0,,29
352,06-02-2019,55944,01-03-2019,,20,0,,2331,0,,52
353,09-06-2019,242244,22-06-2019,,20,0,,8972,0,,34
354,10-11-2019,270732,18-12-2019,,20,0,,9669,0,,9
355,23-10-2019,118980,07-11-2019,,20,0,,5949,0,,29
356,05-09-2019,252531,07-10-2019,,20,0,,9353,0,,3
357,30-03-2019,22596,26-04-2019,,20,0,,807,0,,37
358,18-04-2019,185094,26-05-2019,,20,0,,8814,0,,31
359,07-12-2019,15314,08-01-2020,,20,0,,8508,0,,16
360,18-05-2019,181320,14-06-2019,,20,0,,6044,0,,48
361,04-07-2019,183678,04-08-2019,,21,0,,5566,0,,53
362,04-07-2019,158712,16-08-2019,,21,0,,6613,0,,11
363,13-10-2019,7764,15-11-2019,,21,0,,6751,0,,10
364,05-12-2019,8336,18-01-2020,,21,0,,6669,0,,2
365,30-10-2019,10103,12-11-2019,,21,0,,5613,0,,16
366,19-08-2019,2074,02-10-2019,,21,0,,922,0,,8
367,01-12-2019,155066,22-12-2019,,21,0,,6742,0,,7
368,22-03-2019,140385,01-05-2019,,21,0,,6685,0,,31
369,20-10-2019,166083,19-11-2019,,21,0,,5727,0,,1
370,26-04-2019,23700,31-05-2019,,21,0,,948,0,,26
371,07-09-2019,143575,18-09-2019,,21,0,,5743,0,,25
372,05-02-2019,7975,13-03-2019,,21,0,,4557,0,,18
373,20-02-2019,1431,17-03-2019,,21,0,,954,0,,4
374,28-06-2019,113058,03-08-2019,,21,0,,5139,0,,24
375,06-04-2019,177132,13-05-2019,,21,0,,6108,0,,13
376,27-08-2019,119728,10-10-2019,,21,0,,4276,0,,9
377,21-12-2019,120328,20-01-2020,,21,0,,4628,0,,21
378,14-02-2019,9330,11-03-2019,,21,0,,8113,0,,10
379,31-05-2019,606,01-07-2019,,21,0,,346,0,,18
380,13-03-2019,80745,02-04-2019,,21,0,,3845,0,,31
381,11-04-2019,176784,19-05-2019,,21,0,,7366,0,,52
382,13-03-2019,163560,27-03-2019,,21,0,,6815,0,,51
383,12-12-2019,26112,04-01-2020,,21,0,,816,0,,43
384,15-02-2019,251124,04-03-2019,,21,0,,7386,0,,23
385,11-10-2019,83328,29-10-2019,,21,0,,2976,0,,30
386,23-03-2019,142506,08-04-2019,,21,0,,5278,0,,45
387,14-04-2019,3399,15-05-2019,,21,0,,1634,0,,6
388,24-09-2019,1342,24-10-2019,,22,0,,895,0,,4
389,14-02-2019,87351,26-03-2019,,22,0,,2647,0,,53
390,15-07-2019,298747,31-07-2019,,22,0,,9637,0,,19
391,24-11-2019,133835,23-12-2019,,22,0,,4615,0,,39
392,04-06-2019,200000,14-06-2019,,22,0,,8000,0,,26
393,19-12-2019,200160,14-01-2020,,22,0,,6672,0,,48
394,16-03-2019,75700,30-03-2019,,22,0,,3028,0,,26
395,26-06-2019,2730,29-07-2019,,22,0,,1820,0,,4
396,11-12-2019,89859,15-01-2020,,22,0,,4279,0,,44
397,27-08-2019,27347,29-09-2019,,22,0,,943,0,,13
398,09-07-2019,201120,29-07-2019,,22,0,,8380,0,,40
399,13-06-2019,10805,19-07-2019,,22,0,,8644,0,,2
400,09-02-2019,87120,25-03-2019,,22,0,,3630,0,,36
401,05-01-2019,7608,14-02-2019,,22,0,,6616,0,,12
402,28-07-2019,198900,07-08-2019,,22,0,,6630,0,,32
403,08-12-2019,211512,14-01-2020,,22,0,,8813,0,,11
404,18-04-2019,140448,23-05-2019,,22,0,,4389,0,,43
405,06-01-2019,209312,27-01-2019,,22,0,,6541,0,,43
406,17-11-2019,73623,29-11-2019,,22,0,,3201,0,,7
407,31-07-2019,39116,19-08-2019,,22,0,,1778,0,,24
408,04-12-2019,185845,15-01-2020,,22,0,,5995,0,,42
409,31-10-2019,136056,12-11-2019,,22,0,,5669,0,,36
410,30-07-2019,7451,05-09-2019,,23,0,,6479,0,,12
411,03-12-2019,213003,07-01-2020,,23,0,,7889,0,,50
412,12-08-2019,104754,23-09-2019,,23,0,,3081,0,,49
413,13-02-2019,160828,28-03-2019,,23,0,,5188,0,,19
414,03-06-2019,198720,16-06-2019,,23,0,,8280,0,,51
415,25-04-2019,1853,22-05-2019,,23,0,,1059,0,,18
416,13-03-2019,66636,04-04-2019,,23,0,,2468,0,,50
417,11-12-2019,142569,01-01-2020,,23,0,,6789,0,,31
418,03-06-2019,60561,16-07-2019,,23,0,,2243,0,,34
419,26-12-2019,104232,13-01-2020,,23,0,,4343,0,,52
420,08-12-2019,175608,03-01-2020,,23,0,,6504,0,,34
421,05-07-2019,27720,09-08-2019,,24,0,,1155,0,,52
