Id,Date,CustomerId,OrderId,DeliveryDate,ProductId,Quantity,UnitPrice,TaxAmount,TotalExcludingTax,TotalIncludingTax
119,17-09-2019,518,8424,16-12-2019,1,6821,29,23737,197809,221546
120,06-06-2019,522,8483,04-09-2019,1,4729,29,16457,137141,153598
121,13-09-2019,523,8500,12-12-2019,1,1079,29,3755,31291,35046
122,25-03-2019,523,8514,23-06-2019,1,5502,29,19147,159558,178705
123,19-09-2019,531,8652,18-12-2019,1,3430,29,11936,99470,111406
124,17-10-2019,532,8708,15-01-2020,1,2617,29,9107,75893,85000
125,05-04-2019,534,8724,04-07-2019,1,4084,29,14212,118436,132648
126,02-07-2019,538,8786,30-09-2019,1,87,29,303,2523,2826
127,29-12-2019,544,8912,28-03-2020,1,4944,29,17205,143376,160581
128,13-02-2019,544,8934,14-05-2019,1,9149,29,31839,265321,297160
129,29-09-2019,548,8996,28-12-2019,1,7721,29,26869,223909,250778
130,07-12-2019,549,9022,06-03-2020,1,903,29,3142,26187,29329
131,05-07-2019,561,9206,03-10-2019,1,3522,29,12257,102138,114395
132,11-09-2019,579,9524,10-12-2019,1,7820,29,27214,226780,253994
133,03-01-2020,582,9568,02-04-2020,1,4293,29,14940,124497,139437
134,18-11-2019,591,9690,16-02-2020,1,5561,29,19352,161269,180621
135,25-12-2019,593,9724,24-03-2020,1,5370,29,18688,155730,174418
136,30-10-2019,594,9741,28-01-2020,1,1829,29,6365,53041,59406
137,23-06-2019,597,9826,21-09-2019,1,3164,29,11011,91756,102767
138,13-09-2019,608,9962,12-12-2019,1,7112,29,24750,206248,230998
139,06-08-2019,614,10062,04-11-2019,1,5539,29,19276,160631,179907
140,08-09-2019,621,10181,07-12-2019,1,2834,29,9862,82186,92048
141,30-05-2019,629,10281,28-08-2019,1,2642,29,9194,76618,85812
142,23-04-2019,630,10290,22-07-2019,1,146,29,508,4234,4742
143,14-12-2019,631,10312,13-03-2020,1,3214,29,11185,93206,104391
144,07-10-2019,632,10329,05-01-2020,1,3382,29,11769,98078,109847
145,05-06-2019,642,10484,03-09-2019,1,8370,29,29128,242730,271858
146,16-07-2019,642,10500,14-10-2019,1,3442,29,11978,99818,111796
147,20-04-2019,642,10501,19-07-2019,1,6127,29,21322,177683,199005
148,12-09-2019,644,10529,11-12-2019,1,4901,29,17055,142129,159184
149,01-09-2019,645,10559,30-11-2019,1,1111,29,3866,32219,36085
150,07-01-2020,646,10579,06-04-2020,1,1222,29,4253,35438,39691
151,01-12-2019,647,10587,29-02-2020,1,3260,29,11345,94540,105885
152,08-11-2019,651,10658,06-02-2020,1,7966,29,27722,231014,258736
153,04-08-2019,652,10680,02-11-2019,1,7001,29,24363,203029,227392
154,01-06-2019,655,10716,30-08-2019,1,2870,29,9988,83230,93218
155,04-01-2020,655,10721,03-04-2020,1,6472,29,22523,187688,210211
156,10-06-2019,658,10790,08-09-2019,1,3453,29,12016,100137,112153
157,31-07-2019,659,10818,29-10-2019,1,2958,29,10294,85782,96076
158,31-05-2019,661,10852,29-08-2019,1,6905,29,24029,200245,224274
159,10-08-2019,663,10880,08-11-2019,1,9470,29,32956,274630,307586
160,20-05-2019,663,10894,18-08-2019,1,2090,29,7273,60610,67883
161,02-11-2019,672,11000,31-01-2020,1,7624,29,26532,221096,247628
162,15-05-2019,673,11033,13-08-2019,1,3982,29,13857,115478,129335
163,19-03-2019,683,11145,17-06-2019,1,9602,29,33415,278458,311873
164,03-09-2019,690,11267,02-12-2019,1,2795,29,9727,81055,90782
165,24-02-2019,696,11356,25-05-2019,1,7227,29,25150,209583,234733
166,05-01-2020,712,11540,04-04-2020,1,6095,29,21211,176755,197966
167,21-05-2019,716,11604,19-08-2019,1,5768,29,20073,167272,187345
168,16-08-2019,717,11619,14-11-2019,1,1666,29,5798,48314,54112
169,01-07-2019,721,11654,29-09-2019,1,2694,29,9375,78126,87501
170,26-10-2019,721,11651,24-01-2020,1,7847,29,27308,227563,254871
171,06-06-2019,726,11729,04-09-2019,1,1049,29,3651,30421,34072
172,30-12-2019,726,11735,29-03-2020,1,4141,29,14411,120089,134500
173,06-06-2019,728,11743,04-09-2019,1,2162,29,7524,62698,70222
174,28-11-2019,730,11770,26-02-2020,1,4391,29,15281,127339,142620
175,06-01-2020,736,11858,05-04-2020,1,2126,29,7398,61654,69052
176,26-01-2019,739,11879,26-04-2019,1,4568,29,15897,132472,148369
177,15-06-2019,745,11972,13-09-2019,1,7529,29,26201,218341,244542
178,10-04-2019,747,11996,09-07-2019,1,1901,29,6615,55129,61744
179,26-11-2019,755,12137,24-02-2020,1,2717,29,9455,78793,88248
180,29-11-2019,755,12145,27-02-2020,1,6381,29,22206,185049,207255
181,31-07-2019,755,12149,29-10-2019,1,6282,29,21861,182178,204039
182,17-07-2019,757,12170,15-10-2019,1,7585,29,26396,219965,246361
183,25-12-2019,772,12428,24-03-2020,1,1190,29,4141,34510,38651
184,26-09-2019,773,12430,25-12-2019,1,7450,29,25926,216050,241976
185,20-07-2019,776,12467,18-10-2019,1,8041,29,27983,233189,261172
186,28-10-2019,779,12507,26-01-2020,1,31,29,108,899,1007
187,23-03-2019,779,12520,21-06-2019,1,8078,29,28111,234262,262373
188,23-11-2019,782,12549,21-02-2020,1,6458,29,22474,187282,209756
189,27-03-2019,789,12655,25-06-2019,1,2866,29,9974,83114,93088
190,27-02-2019,790,12665,28-05-2019,1,7978,29,27763,231362,259125
191,02-01-2020,791,12673,01-04-2020,1,4933,29,17167,143057,160224
192,21-01-2019,793,12732,21-04-2019,1,3471,29,12079,100659,112738
193,14-06-2019,800,12819,12-09-2019,1,5608,29,19516,162632,182148
194,17-02-2019,812,12982,18-05-2019,1,5716,29,19892,165764,185656
195,02-02-2019,818,13093,03-05-2019,1,9054,29,31508,262566,294074
196,31-03-2019,818,13094,29-06-2019,2,3344,1.25,502,4180,4682
197,26-06-2019,815,13038,24-09-2019,2,2999,1.25,450,3749,4199
198,23-05-2019,816,13063,21-08-2019,2,1165,1.25,175,1456,1631
199,25-05-2019,817,13071,23-08-2019,2,4293,1.25,644,5366,6010
200,05-05-2019,812,12981,03-08-2019,2,328,1.25,49,410,459
201,30-05-2019,812,12995,28-08-2019,2,9369,1.25,1405,11711,13116
202,04-02-2019,809,12946,05-05-2019,2,5915,1.25,887,7394,8281
203,08-07-2019,807,12890,06-10-2019,2,1914,1.25,287,2392,2679
204,20-11-2019,808,12899,18-02-2020,2,564,1.25,85,705,790
205,21-11-2019,798,12795,19-02-2020,2,4574,1.25,686,5718,6404
206,29-06-2019,796,12770,27-09-2019,2,8039,1.25,1206,10049,11255
207,04-08-2019,798,12791,02-11-2019,2,9147,1.25,1372,11434,12806
208,19-12-2019,792,12700,18-03-2020,2,7615,1.25,1142,9519,10661
209,19-09-2019,783,12575,18-12-2019,2,7138,1.25,1071,8922,9993
210,26-06-2019,780,12534,24-09-2019,2,5802,1.25,870,7252,8122
211,22-09-2019,777,12478,21-12-2019,2,1147,1.25,172,1434,1606
212,15-11-2019,777,12479,13-02-2020,2,6607,1.25,991,8259,9250
213,26-11-2019,772,12421,24-02-2020,2,7161,1.25,1074,8951,10025
214,06-02-2019,771,12380,07-05-2019,2,7068,1.25,1060,8835,9895
215,06-03-2019,768,12345,04-06-2019,2,8895,1.25,1334,11119,12453
216,28-03-2019,757,12175,26-06-2019,2,1817,1.25,273,2271,2544
217,04-10-2019,756,12159,02-01-2020,2,293,1.25,44,366,410
218,22-02-2019,756,12161,23-05-2019,2,2388,1.25,358,2985,3343
219,20-07-2019,757,12183,18-10-2019,2,5594,1.25,839,6992,7831
220,27-04-2019,763,12262,26-07-2019,2,1850,1.25,277,2312,2589
221,11-03-2019,766,12295,09-06-2019,2,4747,1.25,712,5934,6646
222,29-01-2019,744,11966,29-04-2019,2,7891,1.25,1184,9864,11048
223,04-02-2019,743,11950,05-05-2019,2,7930,1.25,1189,9912,11101
224,11-07-2019,736,11863,09-10-2019,2,1333,1.25,200,1666,1866
225,29-10-2019,735,11836,27-01-2020,2,960,1.25,144,1200,1344
226,11-10-2019,731,11792,09-01-2020,2,5789,1.25,868,7236,8104
227,04-11-2019,727,11739,02-02-2020,2,9567,1.25,1435,11959,13394
228,05-07-2019,726,11722,03-10-2019,2,1364,1.25,205,1705,1910
229,01-06-2019,723,11684,30-08-2019,2,5342,1.25,801,6678,7479
230,15-09-2019,724,11695,14-12-2019,2,5528,1.25,829,6910,7739
231,02-06-2019,717,11626,31-08-2019,2,8952,1.25,1343,11190,12533
232,29-06-2019,717,11608,27-09-2019,2,7746,1.25,1162,9682,10844
233,15-03-2019,708,11494,13-06-2019,2,4066,1.25,610,5082,5692
234,23-01-2019,696,11367,23-04-2019,2,2239,1.25,336,2799,3135
235,22-12-2019,697,11371,21-03-2020,2,238,1.25,36,298,334
236,19-09-2019,694,11316,18-12-2019,2,1853,1.25,278,2316,2594
237,24-11-2019,702,11438,22-02-2020,2,4536,1.25,680,5670,6350
238,05-03-2019,686,11183,03-06-2019,2,4964,1.25,745,6205,6950
239,08-11-2019,681,11129,06-02-2020,2,6626,1.25,994,8282,9276
240,25-09-2019,674,11047,24-12-2019,2,80,1.25,12,100,112
241,29-08-2019,677,11086,27-11-2019,2,5649,1.25,847,7061,7908
242,17-09-2019,672,10993,16-12-2019,2,18,1.25,3,22,25
243,06-06-2019,668,10940,04-09-2019,2,7088,1.25,1063,8860,9923
244,13-08-2019,660,10841,11-11-2019,2,1848,1.25,277,2310,2587
245,14-03-2019,659,10803,12-06-2019,2,2610,1.25,391,3262,3653
246,21-06-2019,658,10791,19-09-2019,2,9009,1.25,1351,11261,12612
247,29-09-2019,658,10787,28-12-2019,2,7312,1.25,1097,9140,10237
248,19-09-2019,658,10770,18-12-2019,2,121,1.25,18,151,169
249,08-11-2019,655,10722,06-02-2020,2,3873,1.25,581,4841,5422
250,01-07-2019,647,10603,29-09-2019,2,2455,1.25,368,3069,3437
251,26-01-2019,650,10627,26-04-2019,2,1005,1.25,151,1256,1407
252,29-10-2019,645,10552,27-01-2020,2,4612,1.25,692,5765,6457
253,14-10-2019,646,10568,12-01-2020,2,2344,1.25,352,2930,3282
254,03-01-2020,625,10230,02-04-2020,2,365,1.25,55,456,511
255,26-08-2019,625,10237,24-11-2019,2,4422,1.25,663,5528,6191
256,18-03-2019,618,10150,16-06-2019,2,3976,1.25,596,4970,5566
257,29-07-2019,608,9961,27-10-2019,2,7012,1.25,1052,8765,9817
258,16-09-2019,605,9899,15-12-2019,2,398,1.25,60,498,558
259,18-04-2019,605,9896,17-07-2019,2,3403,1.25,510,4254,4764
260,11-09-2019,607,9936,10-12-2019,2,2278,1.25,342,2848,3190
261,18-01-2019,593,9740,18-04-2019,2,7917,1.25,1188,9896,11084
262,11-08-2019,591,9705,09-11-2019,2,9467,1.25,1420,11834,13254
263,13-03-2019,584,9580,11-06-2019,2,4347,1.25,652,5434,6086
264,06-11-2019,565,9270,04-02-2020,2,5659,1.25,849,7074,7923
265,12-03-2019,565,9271,10-06-2019,2,1171,1.25,176,1464,1640
266,25-06-2019,567,9309,23-09-2019,2,4312,1.25,647,5390,6037
267,02-12-2019,568,9336,01-03-2020,2,1419,1.25,213,1774,1987
268,13-03-2019,568,9337,11-06-2019,2,2871,1.25,431,3589,4020
269,19-04-2019,572,9382,18-07-2019,2,7453,1.25,1118,9316,10434
270,15-09-2019,572,9403,14-12-2019,2,1290,1.25,193,1612,1805
271,09-11-2019,573,9412,07-02-2020,2,1567,1.25,235,1959,2194
272,04-10-2019,549,9016,02-01-2020,2,3025,1.25,454,3781,4235
273,02-10-2019,546,8959,31-12-2019,2,9265,1.25,1390,11581,12971
274,05-11-2019,547,8984,03-02-2020,2,1696,1.25,254,2120,2374
275,08-05-2019,546,8947,06-08-2019,2,2265,1.25,340,2831,3171
276,02-06-2019,556,9101,31-08-2019,2,3784,1.25,568,4730,5298
277,23-04-2019,557,9131,22-07-2019,2,3752,1.25,563,4690,5253
278,25-12-2019,536,8744,24-03-2020,2,3373,1.25,506,4216,4722
279,24-10-2019,536,8745,22-01-2020,2,5502,1.25,825,6878,7703
280,07-09-2019,538,8777,06-12-2019,2,5957,1.25,894,7446,8340
281,16-11-2019,540,8834,14-02-2020,2,8116,1.25,1217,10145,11362
282,16-12-2019,541,8846,15-03-2020,2,9250,1.25,1387,11562,12949
283,20-08-2019,529,8647,18-11-2019,2,9266,1.25,1390,11582,12972
284,15-12-2019,530,8650,14-03-2020,2,4168,1.25,625,5210,5835
285,29-12-2019,528,8606,28-03-2020,2,3460,1.25,519,4325,4844
286,03-02-2019,528,8613,04-05-2019,2,4964,1.25,745,6205,6950
287,10-07-2019,523,8519,08-10-2019,2,9021,1.25,1353,11276,12629
288,15-06-2019,521,8464,13-09-2019,2,2918,1.25,438,3648,4086
289,02-12-2019,524,8533,01-03-2020,2,4270,1.25,641,5338,5979
290,16-02-2019,518,8426,17-05-2019,2,9643,1.25,1446,12054,13500
291,10-03-2019,517,8400,08-06-2019,2,1427,1.25,214,1784,1998
292,24-03-2019,514,8377,22-06-2019,2,3289,1.25,493,4111,4604
293,19-02-2019,510,8332,20-05-2019,2,9950,1.25,1493,12438,13931
294,16-10-2019,510,8333,14-01-2020,2,4885,1.25,733,6106,6839
295,05-10-2019,498,8114,03-01-2020,2,7439,1.25,1116,9299,10415
296,17-04-2019,493,8032,16-07-2019,2,1304,1.25,196,1630,1826
297,16-07-2019,494,8065,14-10-2019,2,820,1.25,123,1025,1148
298,07-10-2019,495,8073,05-01-2020,2,2508,1.25,376,3135,3511
299,18-05-2019,506,8258,16-08-2019,2,404,1.25,61,505,566
300,16-05-2019,507,8270,14-08-2019,2,706,1.25,106,882,988
301,17-04-2019,489,7951,16-07-2019,2,8543,1.25,1281,10679,11960
302,16-09-2019,482,7845,15-12-2019,2,7329,1.25,1099,9161,10260
303,12-01-2020,477,7723,11-04-2020,2,3868,1.25,580,4835,5415
304,16-05-2019,474,7673,14-08-2019,2,2803,1.25,420,3504,3924
305,20-02-2019,475,7693,21-05-2019,2,5565,1.25,835,6956,7791
306,01-04-2019,473,7663,30-06-2019,2,2861,1.25,429,3576,4005
307,29-11-2019,472,7626,27-02-2020,2,4562,1.25,684,5702,6386
308,08-02-2019,465,7497,09-05-2019,2,1486,1.25,223,1858,2081
309,07-11-2019,459,7399,05-02-2020,2,354,1.25,53,442,495
310,24-08-2019,452,7247,22-11-2019,2,3973,1.25,596,4966,5562
311,03-10-2019,453,7273,01-01-2020,2,5213,1.25,782,6516,7298
312,27-01-2019,438,7030,27-04-2019,2,9962,1.25,1494,12452,13946
313,18-06-2019,433,6956,16-09-2019,2,9122,1.25,1368,11402,12770
314,12-07-2019,433,6965,10-10-2019,2,4154,1.25,623,5192,5815
315,17-07-2019,435,6977,15-10-2019,2,2615,1.25,392,3269,3661
316,01-08-2019,425,6835,30-10-2019,2,1769,1.25,265,2211,2476
317,28-01-2019,427,6852,28-04-2019,2,4551,1.25,683,5689,6372
318,15-03-2019,427,6857,13-06-2019,2,4220,1.25,633,5275,5908
319,20-06-2019,428,6867,18-09-2019,2,917,1.25,138,1146,1284
320,08-01-2020,410,6607,07-04-2020,2,3068,1.25,460,3835,4295
321,29-07-2019,392,6390,27-10-2019,2,5331,1.25,800,6664,7464
322,21-12-2019,391,6368,20-03-2020,2,7225,1.25,1084,9031,10115
323,17-12-2019,394,6426,16-03-2020,2,726,1.25,109,908,1017
324,24-10-2019,399,6468,22-01-2020,2,5392,1.25,809,6740,7549
325,10-05-2019,403,6516,08-08-2019,2,6273,1.25,941,7841,8782
326,01-06-2019,403,6517,30-08-2019,2,8188,1.25,1228,10235,11463
327,21-02-2019,405,6545,22-05-2019,2,2142,1.25,321,2678,2999
328,15-09-2019,387,6280,14-12-2019,2,4692,1.25,704,5865,6569
329,06-03-2019,385,6251,04-06-2019,2,5111,1.25,767,6389,7156
330,12-06-2019,381,6171,10-09-2019,2,3372,1.25,506,4215,4721
331,16-10-2019,383,6199,14-01-2020,2,6877,1.25,1032,8596,9628
332,20-07-2019,375,6043,18-10-2019,2,4628,1.25,694,5785,6479
333,28-05-2019,376,6061,26-08-2019,2,4827,1.25,724,6034,6758
334,29-04-2019,378,6098,28-07-2019,2,8395,1.25,1259,10494,11753
335,29-05-2019,380,6146,27-08-2019,2,7898,1.25,1185,9872,11057
336,29-12-2019,367,5910,28-03-2020,2,3177,1.25,477,3971,4448
337,12-02-2019,363,5851,13-05-2019,2,352,1.25,53,440,493
338,25-10-2019,363,5856,23-01-2020,2,231,1.25,35,289,324
339,25-10-2019,360,5820,23-01-2020,2,8733,1.25,1310,10916,12226
340,28-12-2019,338,5469,27-03-2020,2,2055,1.25,308,2569,2877
341,15-12-2019,342,5520,14-03-2020,2,5326,1.25,799,6658,7457
342,22-08-2019,342,5522,20-11-2019,2,3931,1.25,590,4914,5504
343,30-11-2019,346,5590,28-02-2020,2,989,1.25,148,1236,1384
344,13-04-2019,346,5601,12-07-2019,2,498,1.25,75,622,697
345,14-06-2019,347,5615,12-09-2019,2,3562,1.25,534,4452,4986
346,04-08-2019,352,5683,02-11-2019,2,1350,1.25,203,1688,1891
347,10-03-2019,332,5378,08-06-2019,2,812,1.25,122,1015,1137
348,03-07-2019,332,5379,01-10-2019,2,4222,1.25,633,5278,5911
349,26-10-2019,334,5408,24-01-2020,2,4856,1.25,728,6070,6798
350,16-11-2019,321,5196,14-02-2020,2,7991,1.25,1199,9989,11188
351,17-06-2019,329,5309,15-09-2019,2,4510,1.25,677,5638,6315
352,28-06-2019,307,4928,26-09-2019,2,8177,1.25,1227,10221,11448
353,28-06-2019,307,4924,26-09-2019,2,5726,1.25,859,7158,8017
354,11-06-2019,304,4880,09-09-2019,2,5491,1.25,824,6864,7688
355,07-02-2019,306,4905,08-05-2019,2,9693,1.25,1454,12116,13570
356,15-06-2019,301,4806,13-09-2019,2,6695,1.25,1004,8369,9373
357,13-04-2019,278,4444,12-07-2019,2,6551,1.25,983,8189,9172
358,14-06-2019,285,4544,12-09-2019,2,9737,1.25,1461,12171,13632
359,19-05-2019,277,4415,17-08-2019,2,4264,1.25,640,5330,5970
360,16-12-2019,277,4427,15-03-2020,2,8759,1.25,1314,10949,12263
361,19-06-2019,274,4365,17-09-2019,2,2934,1.25,440,3668,4108
362,02-01-2020,275,4391,01-04-2020,2,7586,1.25,1138,9482,10620
363,30-04-2019,274,4352,29-07-2019,2,2135,1.25,320,2669,2989
364,18-03-2019,263,4140,16-06-2019,2,4530,1.25,679,5662,6341
365,30-10-2019,260,4087,28-01-2020,2,581,1.25,87,726,813
366,13-01-2020,263,4146,12-04-2020,2,1501,1.25,225,1876,2101
367,12-01-2020,264,4158,11-04-2020,2,2829,1.25,424,3536,3960
368,27-09-2019,266,4203,26-12-2019,2,1895,1.25,284,2369,2653
369,02-04-2019,267,4214,01-07-2019,2,8593,1.25,1289,10741,12030
370,16-04-2019,252,3974,15-07-2019,2,4876,1.25,731,6095,6826
