ID,CampaignName,CampaignTactic,CampaignStartDate,Expense,MarketingCost,Profit,LocationID,Revenue,RevenueTarget,ROI,Status,ProductID,Sentiment,Response
8210,Get Sporty,TV,10/12/2019 0:00,"$73,559.",36023,212211,11,"$2,286,160.",173026,"$3,310",Inquiries,1349,Positive,420
7730,Get Sporty,Social,5/3/2020 0:00,"$96,917.",84694,177327,9,"$2,193,952.",292876,"$6,784",Consideration,1349,Positive,944
7550,Get Sporty,Social,1/8/2020 0:00,"$212,126.",98328,-99059,12,"$904,536.",337195,"$10,606",Purchase,1349,Positive,311
6590,Get Sporty,Media Placements,10/25/2019 0:00,"$62,373.",71451,224077,11,"$2,291,600.",267801,-$936,Awareness,1349,Positive,6
7310,Get Sporty,Social,5/11/2020 0:00,"$144,432.",26656,-57681,13,"$694,008.",115583,$722,Consideration,1349,Positive,539
8150,Get Sporty,TV,7/28/2019 0:00,"$11,526.",23120,158933,48,"$1,363,672.",180931,-$461,Inquiries,1349,Positive,1083
5930,Get Sporty,Event,5/10/2020 0:00,"$257,686.",117793,-66521,47,"$1,529,320.",306697,"$5,154",Awareness,1349,Positive,693
6650,Get Sporty,Media Placements,2/12/2020 0:00,"$168,929.",24905,106590,8,"$2,204,152.",239037,"$12,670",Purchase,1349,Positive,194
7610,Get Sporty,Social,2/18/2020 0:00,"$220,575.",45934,-67235,23,"$1,226,720.",229075,"$17,646",Purchase,1349,Positive,427
7670,Get Sporty,Social,3/1/2020 0:00,"$314,347.",104822,-93789,10,"$1,764,464.",330854,"$1,572",Purchase,1349,Positive,445
7670,Get Sporty,Social,3/1/2020 0:00,"$314,347.",104822,-93789,11,"$1,764,464.",330854,"$1,572",Purchase,1349,Positive,445
7490,Get Sporty,Social,5/6/2020 0:00,"$272,085.",26418,-107729,11,"$1,314,848.",249186,"$19,046",Consideration,1349,Positive,227
6230,Get Sporty,Event,12/12/2019 0:00,"$22,763.",25075,231285,18,"$2,032,384.",103513,$455,Inquiries,1349,Positive,1046
7190,Get Sporty,Social,1/6/2020 0:00,"$31,518.",75854,80342,48,"$894,880.",93330,"$2,206",Inquiries,1349,Positive,520
6410,Get Sporty,Event,2/5/2020 0:00,"$264,044.",50286,-67575,48,"$1,571,752.",240992,"$10,562",Awareness,1349,Positive,359
6710,Get Sporty,Media Placements,12/5/2019 0:00,"$70,057.",33592,22049,48,"$736,848.",237490,"-$3,153",Purchase,1349,Positive,759
7850,Get Sporty,Social,6/3/2019 0:00,"$67,252.",73967,89998,17,"$1,258,000.",268430,"-$3,026",Consideration,1349,Positive,314
5570,Get Sporty,Email,2/2/2020 0:00,"$141,916.",76364,152031,11,"$2,351,576.",216223,"$5,677",Purchase,1349,Positive,494
6650,Get Sporty,Media Placements,2/12/2020 0:00,"$168,929.",24905,106590,8,"$2,204,152.",239037,"$12,670",Purchase,1349,Positive,194
6470,Get Sporty,Event,3/25/2020 0:00,"$79,781.",29954,143327,8,"$1,784,864.",254235,$0,Inquiries,1349,Positive,163
6830,Get Sporty,Media Placements,4/21/2020 0:00,"$235,875.",109480,-91970,47,"$1,151,240.",130118,"$8,256",Consideration,1349,Positive,1062
7250,Get Sporty,Social,12/9/2019 0:00,"$126,106.",34901,52700,16,"$1,430,448.",325057,"$10,088",Intent,1349,Positive,329
6470,Get Sporty,Event,3/25/2020 0:00,"$79,781.",29954,143327,8,"$1,784,864.",254235,$0,Inquiries,1349,Positive,163
6650,Get Sporty,Media Placements,2/12/2020 0:00,"$168,929.",24905,106590,8,"$2,204,152.",239037,"$12,670",Purchase,1349,Positive,194
2450,Hit The Track,Social,3/26/2019 0:00,"$450,000.",52836,145002,31,"$3,981,360.",237711,"$110,355",Intent,1349,Positive,411
2450,Hit The Track,Social,4/26/2019 0:00,"$616,007.",52836,110000,17,"$7,067,042.4",237711,"$229,793",Intent,1349,Positive,411
5030,Fun with Colors,Media Placements,5/9/2020 0:00,"$221,561.",42687,-1768,11,"$1,758,344.",154309,"$14,401",Consideration,1349,Positive,237
9470,Wheels Of Steel,Media Placements,7/30/2019 0:00,"$2,911,027.",63767,128911,22,"$29,919,504.",263194,"$962,765",Purchase,1349,Positive,640
2870,Hit The Track,Social,7/26/2019 0:00,"$1,704,322.",43724,100096,15,"$6,596,084.8",326655,"$155,993",Consideration,1349,Positive,163
9650,Wheels Of Steel,Media Placements,2/18/2019 0:00,"$276,182.",91018,6647,9,"$2,262,632.",116892,"$62,077",Awareness,1349,Positive,563
9890,Wheels Of Steel,Social,3/23/2019 0:00,"$940,440.",35207,-65263,11,"$8,104,456.",177667,"$223,876",Awareness,1349,Positive,107
3290,Hit The Track,TV,6/13/2019 0:00,"$1,365,268.",25551,-175542,19,"$7,220,273.6",195126,"$229,844",Awareness,1349,Positive,980
1970,Hit The Track,Media Placements,7/23/2019 0:00,"$985,370.",103105,78421,17,"$4,963,557.6",296038,"$249,318",Awareness,1349,Positive,194
9590,Wheels Of Steel,Media Placements,5/21/2019 0:00,"$1,755,854.",34051,90423,15,"$9,330,216.",333064,"$549,199",Inquiries,1349,Positive,628
8690,Wheels Of Steel,Email,6/10/2019 0:00,"$2,500,393.",117657,155448,17,"$12,886,728.",180489,"$637,073",Inquiries,1349,Positive,101
2450,Hit The Track,Social,3/26/2019 0:00,"$440,005.",52836,110000,17,"$3,381,360.",237711,"$91,917",Intent,1349,Positive,411
10250,Wheels Of Steel,TV,4/25/2019 0:00,"$225,080.",24735,-27540,16,"$5,580,320.",292910,"$292,351",Awareness,1349,Positive,1021
770,Beyond Wheels,Media Placements,10/7/2019 0:00,"$18,700.",95863,205258,10,"$3,583,328.",243593,"$2,244",Inquiries,1349,Positive,416
3530,Racer Club,Event,9/7/2019 0:00,"$49,912.",21760,139553,18,"$1,515,720.",220269,"$3,743",Inquiries,1349,Positive,382
4790,Fun with Colors,Event,4/2/2020 0:00,"$29,648.",114716,223057,20,"$2,021,640.",271320,"$1,482",Consideration,1349,Positive,985
9890,Wheels Of Steel,Social,4/23/2019 0:00,"$203,320.",35207,-65263,10,"$1,104,456.",177667,"$90,661",Awareness,1349,Positive,107
770,Beyond Wheels,Media Placements,10/7/2019 0:00,"$18,700.",95863,205258,19,"$3,583,328.",243593,"$2,244",Inquiries,1349,Positive,416
650,Beyond Wheels,Media Placements,1/10/2020 0:00,"$275,128.",103343,-134300,10,"$2,253,248.",167280,"$8,254",Purchase,1349,Positive,811
5270,Fun with Colors,TV,6/19/2019 0:00,"$70,414.",116246,40035,21,"$883,592.",104499,"$6,337",Awareness,1349,Positive,180
5390,Fun with Colors,TV,5/29/2020 0:00,"$258,264.",118915,23817,12,"$2,256,648.",179061,"$10,331",Intent,1349,Positive,50
1970,Hit The Track,Media Placements,6/30/2019 0:00,"$850,370.",103105,78421,31,"$9,363,557.6",296038,"$266,037",Awareness,1349,Positive,194
2450,Hit The Track,Social,4/26/2019 0:00,"$630,000.",52836,145002,31,"$8,321,042.4",237711,"$275,888",Intent,1349,Positive,411
4670,Fun with Colors,Event,4/18/2020 0:00,"$56,304.",43401,201110,10,"$2,059,312.",121499,$0,Awareness,1349,Positive,880
4670,Fun with Colors,Event,4/18/2020 0:00,"$56,304.",43401,201110,21,"$2,059,312.",121499,$0,Awareness,1349,Positive,880
5450,Fun with Colors,TV,3/26/2020 0:00,"$132,226.",68119,137224,9,"$2,155,600.",318767,"$11,900",Consideration,1349,Positive,385
5150,Fun with Colors,Social,5/3/2020 0:00,"$182,937.",44302,-4777,12,"$1,425,280.",125443,"$3,659",Awareness,1349,Positive,58
3110,Hit The Track,TV,7/10/2019 0:00,"$287,912.",79934,-113730,10,"$4,968,875.2",317611,"$146,280",Intent,1349,Positive,996
590,Beyond Wheels,Event,5/25/2020 0:00,"$100,997.",48586,95591,8,"$3,145,408.",328202,"$15,150",Inquiries,1349,Positive,913
2030,Hit The Track,Media Placements,1/4/2019 0:00,"$80,000.",8250,5452,31,"$728,225.6",3110,"$20,257",Inquiries,1349,Positive,68
890,Beyond Wheels,Social,7/19/2019 0:00,"$192,712.",57953,140947,10,"$5,338,544.",194174,"-$25,053",Awareness,1349,Positive,921
4850,Fun with Colors,Event,10/24/2019 0:00,"$53,278.",67320,55760,10,"$872,304.",214523,"-$1,598",Inquiries,1349,Positive,987
4730,Fun with Colors,Event,4/5/2020 0:00,"$21,947.",63750,211548,47,"$1,867,960.",283407,$0,Inquiries,1349,Positive,1069
3350,Racer Club,Email,1/6/2020 0:00,"$284,376.",98974,-71825,10,"$1,700,408.",169609,"$14,219",Awareness,1349,Positive,220
4490,Fun with Colors,Email,1/22/2020 0:00,"$152,269.",104465,16915,15,"$1,353,472.",224927,"$4,568",Awareness,1349,Positive,807
5090,Fun with Colors,Social,11/12/2019 0:00,"$277,100.",73559,-50167,17,"$1,815,464.",287912,"$2,771",Awareness,1349,Positive,1071
4550,Fun with Colors,Event,2/1/2020 0:00,"$20,315.",23766,94231,31,"$916,368.",189992,"$1,117",Inquiries,1349,Positive,298
650,Beyond Wheels,Media Placements,1/10/2020 0:00,"$275,128.",103343,-134300,19,"$2,253,248.",167280,"$8,254",Purchase,1349,Positive,811
3590,Racer Club,Event,5/31/2020 0:00,"$71,740.",88077,51748,44,"$987,904.",167756,"$1,794",Awareness,1349,Positive,1103
4970,Fun with Colors,Media Placements,2/26/2020 0:00,"$251,158.",29444,-35071,23,"$1,728,696.",152082,"$15,069",Intent,1349,Positive,972
4610,Fun with Colors,Event,3/16/2020 0:00,"$125,596.",68527,-28492,9,"$776,832.",118099,"$6,908",Awareness,1349,Positive,730
3770,Racer Club,Event,7/6/2019 0:00,"$139,196.",42058,82994,9,"$1,777,520.",278613,"-$3,480",Intent,1349,Positive,924
10550,Wheels That Matter,Event,6/3/2019 0:00,"$64,634.",35547,154360,10,"$1,751,952.",336702,"$3,878",Inquiries,1349,Positive,798
470,Beyond Wheels,Event,5/27/2020 0:00,"$156,077.",17782,47719,8,"$3,260,736.",328916,$0,Awareness,1349,Positive,534
230,Beyond Wheels,Email,12/28/2019 0:00,"$266,118.",66980,-93024,48,"$2,769,504.",231710,"$29,273",Awareness,1349,Positive,514
4850,Fun with Colors,Event,10/24/2019 0:00,"$53,278.",67320,55760,21,"$872,304.",214523,"-$1,598",Inquiries,1349,Positive,987
5330,Fun with Colors,TV,7/6/2019 0:00,"$24,310.",36363,143378,23,"$1,341,504.",98634,"$1,580",Inquiries,1349,Positive,449
4070,Racer Club,Social,4/1/2020 0:00,"$36,023.",53992,103734,20,"$1,118,056.",267410,"$2,341",Awareness,1349,Positive,503
3890,Racer Club,Media Placements,2/23/2020 0:00,"$63,801.",30464,165903,10,"$1,837,632.",320909,"$3,828",Inquiries,1349,Positive,384
410,Beyond Wheels,Event,9/21/2019 0:00,"$276,573.",23086,-129897,10,"$2,346,816.",214574,"$13,829",Consideration,1349,Positive,1066
3950,Racer Club,Media Placements,12/4/2019 0:00,"$250,563.",53924,-28152,13,"$1,779,288.",192712,"-$1,253",Consideration,1349,Positive,171
9230,Wheels Of Steel,Email,2/10/2019 0:00,"$354,875.",98957,-99960,12,"$2,039,320.",325193,"$52,639",Purchase,1349,Positive,62
4190,Racer Club,Social,5/5/2020 0:00,"$135,303.",79492,200260,14,"$2,684,504.",327114,"$6,089",Consideration,1349,Positive,817
590,Beyond Wheels,Event,5/25/2020 0:00,"$100,997.",48586,95591,8,"$3,145,408.",328202,"$15,150",Inquiries,1349,Positive,913
4550,Fun with Colors,Event,2/1/2020 0:00,"$20,315.",23766,94231,17,"$916,368.",189992,"$1,117",Inquiries,1349,Positive,298
10550,Wheels That Matter,Event,6/3/2019 0:00,"$64,634.",35547,154360,44,"$1,751,952.",336702,"$3,878",Inquiries,1349,Positive,798
770,Beyond Wheels,Media Placements,10/7/2019 0:00,"$18,700.",95863,205258,44,"$3,583,328.",243593,"$2,244",Inquiries,1349,Positive,416
3710,Racer Club,Event,3/22/2020 0:00,"$238,153.",44523,-131308,23,"$854,760.",143616,"$17,861",Awareness,1349,Positive,113
3830,Racer Club,Event,7/6/2019 0:00,"$222,989.",63189,-37570,8,"$1,483,352.",88706,"$21,184",Awareness,1349,Positive,198
470,Beyond Wheels,Event,5/27/2020 0:00,"$156,077.",17782,47719,8,"$3,260,736.",328916,$0,Awareness,1349,Positive,534
4010,Racer Club,Media Placements,7/18/2019 0:00,"$195,823.",64685,-66504,22,"$1,034,552.",269450,"$1,958",Awareness,1349,Positive,740
3830,Racer Club,Event,7/6/2019 0:00,"$222,989.",63189,-37570,8,"$1,483,352.",88706,"$21,184",Awareness,1349,Positive,198
3650,Racer Club,Event,7/30/2019 0:00,"$224,672.",100640,48382,13,"$2,184,432.",131257,"-$8,987",Consideration,1349,Positive,383
4370,Racer Club,TV,3/16/2020 0:00,"$185,283.",52377,-98294,22,"$695,912.",158185,"$8,338",Intent,1349,Positive,498
50,Beyond Wheels,Email,4/6/2020 0:00,"$117,249.",73372,68629,14,"$2,974,048.",335291,"$5,862",Inquiries,1349,Positive,107
3590,Racer Club,Event,5/31/2020 0:00,"$71,740.",88077,51748,10,"$987,904.",167756,"$1,794",Awareness,1349,Positive,1103
950,Beyond Wheels,Social,12/27/2019 0:00,"$134,368.",71910,169235,12,"$4,857,648.",300577,"-$4,031",Awareness,1349,Positive,897
650,Beyond Wheels,Media Placements,1/10/2020 0:00,"$275,128.",103343,-134300,44,"$2,253,248.",167280,"$8,254",Purchase,1349,Positive,811
4130,Racer Club,Social,12/31/2019 0:00,"$95,115.",41973,-6426,9,"$709,512.",148121,"$8,560",Awareness,1349,Positive,81
5030,Fun with Colors,Media Placements,5/9/2020 0:00,"$221,561.",42687,-1768,10,"$1,758,344.",154309,"$14,401",Consideration,1349,Positive,237
3590,Racer Club,Event,5/31/2020 0:00,"$71,740.",88077,51748,19,"$987,904.",167756,"$1,794",Awareness,1349,Positive,1103
890,Beyond Wheels,Social,7/19/2019 0:00,"$192,712.",57953,140947,21,"$5,338,544.",194174,"-$25,053",Awareness,1349,Positive,921
710,Beyond Wheels,Media Placements,7/3/2019 0:00,"$80,121.",81141,127126,31,"$3,315,952.",239802,"-$6,410",Inquiries,1349,Positive,351
10430,Wheels That Matter,Event,9/20/2019 0:00,"$144,007.",43384,5661,21,"$1,197,344.",172329,"$7,920",Awareness,1349,Positive,776
50,Beyond Wheels,Email,4/6/2020 0:00,"$117,249.",73372,68629,47,"$2,974,048.",335291,"$5,862",Inquiries,1349,Positive,107
10490,Wheels That Matter,Event,9/25/2019 0:00,"$157,675.",44880,93993,15,"$2,013,344.",293675,"-$11,826",Consideration,1349,Positive,346
1010,Beyond Wheels,TV,9/22/2019 0:00,"$78,897.",28730,95523,8,"$2,790,720.",249118,"-$3,156",Consideration,1349,Positive,516
5090,Fun with Colors,Social,11/12/2019 0:00,"$277,100.",73559,-50167,31,"$1,815,464.",287912,"$2,771",Awareness,1349,Positive,1071
110,Beyond Wheels,Email,12/24/2019 0:00,"$119,544.",97444,158355,17,"$4,446,384.",118014,"$19,127",Consideration,1349,Positive,201
10310,Wheels That Matter,Email,12/14/2019 0:00,"$177,905.",77350,-88944,18,"$711,688.",207859,"$10,674",Awareness,1349,Positive,165
3890,Racer Club,Media Placements,2/23/2020 0:00,"$63,801.",30464,165903,21,"$1,837,632.",320909,"$3,828",Inquiries,1349,Positive,384
110,Beyond Wheels,Email,12/24/2019 0:00,"$119,544.",97444,158355,31,"$4,446,384.",118014,"$19,127",Consideration,1349,Positive,201
4430,Fun with Colors,Email,4/10/2020 0:00,"$160,990.",84099,81940,14,"$1,943,440.",178279,"$9,659",Awareness,1349,Positive,779
3830,Racer Club,Event,7/6/2019 0:00,"$222,989.",63189,-37570,8,"$1,483,352.",88706,"$21,184",Awareness,1349,Positive,198
4310,Racer Club,TV,9/16/2019 0:00,"$109,701.",105604,141287,15,"$2,007,904.",99892,-$549,Inquiries,1349,Positive,1104
4430,Fun with Colors,Email,4/10/2020 0:00,"$160,990.",84099,81940,47,"$1,943,440.",178279,"$9,659",Awareness,1349,Positive,779
1670,Hit The Track,Event,2/12/2019 0:00,"$320,000.",72556,300000,48,"$3,953,751.2",224604,"$113,555",Inquiries,1349,Positive,84
3290,Hit The Track,TV,5/23/2019 0:00,"$521,699.",103105,78421,10,"$5,530,810.6",296038,"$173,880",Awareness,1349,Positive,980
2510,Hit The Track,Social,5/8/2019 0:00,"$530,839.",25551,-175542,16,"$4,386,985.4",195126,"$150,225",Inquiries,1349,Positive,201
3350,Racer Club,Email,1/6/2020 0:00,"$284,376.",98974,-71825,21,"$1,700,408.",169609,"$14,219",Awareness,1349,Positive,220
2990,Hit The Track,TV,1/4/2019 0:00,"$95,000.",15600,42007,48,"$448,266.",15400,"$11,040",Consideration,1349,Positive,483
1010,Beyond Wheels,TV,9/22/2019 0:00,"$78,897.",28730,95523,8,"$2,790,720.",249118,"-$3,156",Consideration,1349,Positive,516
410,Beyond Wheels,Event,9/21/2019 0:00,"$276,573.",23086,-129897,11,"$2,346,816.",214574,"$13,829",Consideration,1349,Positive,1066
10370,Wheels That Matter,Email,10/1/2019 0:00,"$194,208.",106539,49368,15,"$1,948,608.",264809,"-$12,624",Awareness,1349,Positive,742
1070,Beyond Wheels,TV,8/7/2019 0:00,"$238,697.",32164,47906,13,"$4,585,648.",226508,"$33,418",Awareness,1349,Positive,862
5210,Fun with Colors,Social,1/9/2020 0:00,"$68,748.",111129,238289,15,"$2,456,296.",336073,"$4,469",Awareness,1349,Positive,873
3470,Racer Club,Event,9/23/2019 0:00,"$220,354.",53924,58208,9,"$2,228,496.",169813,"$15,425",Consideration,1349,Positive,177
470,Beyond Wheels,Event,5/27/2020 0:00,"$156,077.",17782,47719,8,"$3,260,736.",328916,$0,Awareness,1349,Positive,534
10430,Wheels That Matter,Event,9/20/2019 0:00,"$144,007.",43384,5661,10,"$1,197,344.",172329,"$7,920",Awareness,1349,Positive,776
170,Beyond Wheels,Email,11/28/2019 0:00,"$210,868.",19499,156961,22,"$5,885,264.",96322,"$27,413",Awareness,1349,Positive,534
710,Beyond Wheels,Media Placements,7/3/2019 0:00,"$80,121.",81141,127126,17,"$3,315,952.",239802,"-$6,410",Inquiries,1349,Positive,351
3410,Racer Club,Event,3/18/2020 0:00,"$211,582.",101048,-116008,9,"$764,592.",209202,"$7,405",Awareness,1349,Positive,636
4190,Racer Club,Social,5/5/2020 0:00,"$135,303.",79492,200260,47,"$2,684,504.",327114,"$6,089",Consideration,1349,Positive,817
10550,Wheels That Matter,Event,6/3/2019 0:00,"$64,634.",35547,154360,19,"$1,751,952.",336702,"$3,878",Inquiries,1349,Positive,798
4730,Fun with Colors,Event,4/5/2020 0:00,"$21,947.",63750,211548,14,"$1,867,960.",283407,$0,Inquiries,1349,Positive,1069
3830,Racer Club,Event,7/6/2019 0:00,"$222,989.",63189,-37570,8,"$1,483,352.",88706,"$21,184",Awareness,1349,Positive,198
290,Beyond Wheels,Email,11/22/2019 0:00,"$134,674.",89913,141406,22,"$4,417,280.",272646,"-$20,201",Awareness,1349,Positive,125
1010,Beyond Wheels,TV,9/22/2019 0:00,"$78,897.",28730,95523,8,"$2,790,720.",249118,"-$3,156",Consideration,1349,Positive,516
1310,Hit The Track,Email,5/1/2019 0:00,"$736,196.",118099,900000,13,"$6,672,168.",324666,"$230,846",Awareness,1349,Positive,949
530,Beyond Wheels,Event,10/31/2019 0:00,"$240,244.",29172,45951,13,"$4,579,120.",210494,$0,Intent,1349,Positive,773
4250,Racer Club,Social,9/13/2019 0:00,"$88,723.",36771,12801,15,"$812,192.",181764,"$7,098",Awareness,1349,Positive,319
590,Beyond Wheels,Event,5/25/2020 0:00,"$100,997.",48586,95591,8,"$3,145,408.",328202,"$15,150",Inquiries,1349,Positive,913
1010,Beyond Wheels,TV,9/22/2019 0:00,"$78,897.",28730,95523,8,"$2,790,720.",249118,"-$3,156",Consideration,1349,Positive,516
5270,Fun with Colors,TV,6/19/2019 0:00,"$70,414.",116246,40035,10,"$883,592.",104499,"$6,337",Awareness,1349,Positive,180
8690,Wheels Of Steel,Email,1/10/2019 0:00,"$80,393.",117657,155448,31,"$1,886,728.",180489,"$56,448",Inquiries,1349,Positive,101
9830,Wheels Of Steel,Social,1/18/2019 0:00,"$74,715.",74341,170850,13,"$1,964,520.",207927,"$59,056",Awareness,1349,Positive,195
1430,Hit The Track,Event,1/12/2019 0:00,"$65,000.",23000,18444,12,"$365,000.",100000,"$9,375",Consideration,1349,Positive,479
350,Beyond Wheels,Email,4/20/2020 0:00,"$313,140.",47022,-191879,9,"$1,940,176.",125596,"$15,657",Intent,1349,Positive,806
830,Beyond Wheels,Social,9/3/2019 0:00,"$166,957.",93313,162996,13,"$5,279,248.",185538,"-$21,704",Intent,1349,Positive,573
