date,MonthName,CityName,WeekNumber,BedOccupancied
2020-04-16,Apr,Los Angeles,16,0
2019-04-19,Apr,Los Angeles,16,7010
2020-04-21,Apr,Los Angeles,17,0
2019-08-07,Aug,Los Angeles,32,5130
2019-04-22,Apr,Los Angeles,17,5120
2020-04-20,Apr,Los Angeles,17,0
2020-04-07,Apr,Los Angeles,15,0
2019-04-02,Apr,Los Angeles,14,6950
2020-04-08,Apr,Los Angeles,15,0
2020-04-15,Apr,Los Angeles,16,0
2019-04-18,Apr,Los Angeles,16,5870
2020-04-19,Apr,Los Angeles,17,0
2019-04-17,Apr,Los Angeles,16,7290
2019-04-06,Apr,Los Angeles,14,5590
2019-04-24,Apr,Los Angeles,17,4990
2020-08-22,Aug,Los Angeles,34,6980
2019-08-05,Aug,Los Angeles,32,5070
2020-02-23,Feb,Los Angeles,9,0
2019-12-08,Dec,Los Angeles,50,5490
2019-03-18,Mar,Los Angeles,12,7620
2020-08-02,Aug,Los Angeles,32,6940
2020-08-08,Aug,Los Angeles,32,5560
2019-04-09,Apr,Los Angeles,15,7460
2019-08-13,Aug,Los Angeles,33,5330
2020-02-11,Feb,Los Angeles,7,0
2019-04-16,Apr,Los Angeles,16,5470
2019-08-09,Aug,Los Angeles,32,6650
2019-02-28,Feb,Los Angeles,9,2830
2019-08-17,Aug,Los Angeles,33,5060
2019-08-06,Aug,Los Angeles,32,5910
2019-08-18,Aug,Los Angeles,34,5280
2019-02-16,Feb,Los Angeles,7,7000
2019-08-08,Aug,Los Angeles,32,5200
2019-08-28,Aug,Los Angeles,35,8050
2019-08-12,Aug,Los Angeles,33,7370
2019-08-10,Aug,Los Angeles,32,7050
2019-12-16,Dec,Los Angeles,51,5210
2020-08-07,Aug,Los Angeles,32,4870
2020-05-12,May,Los Angeles,20,0
2020-07-08,Jul,Los Angeles,28,6240
2019-08-01,Aug,Los Angeles,31,7910
2020-08-05,Aug,Los Angeles,32,5320
2020-08-26,Aug,Los Angeles,35,8430
2020-08-27,Aug,Los Angeles,35,6780
2019-04-15,Apr,Los Angeles,16,6910
2019-04-23,Apr,Los Angeles,17,6860
2019-08-03,Aug,Los Angeles,31,5430
2019-08-16,Aug,Los Angeles,33,7150
2019-07-25,Jul,Los Angeles,30,4830
2020-04-22,Apr,Los Angeles,17,0
2019-04-12,Apr,Los Angeles,15,7110
2020-07-12,Jul,Los Angeles,29,7070
2019-08-02,Aug,Los Angeles,31,7190
2019-12-05,Dec,Los Angeles,49,6650
2020-07-11,Jul,Los Angeles,28,6940
2019-02-24,Feb,Los Angeles,9,6720
2019-02-22,Feb,Los Angeles,8,6970
2020-04-23,Apr,Los Angeles,17,0
2019-02-12,Feb,Los Angeles,7,6650
2019-08-20,Aug,Los Angeles,34,4730
2020-08-16,Aug,Los Angeles,34,7110
2020-04-01,Apr,Los Angeles,14,0
2020-08-21,Aug,Los Angeles,34,5070
2020-04-13,Apr,Los Angeles,16,0
2019-08-22,Aug,Los Angeles,34,1600
2019-07-17,Jul,Los Angeles,29,244
2020-08-24,Aug,Los Angeles,35,1650
2019-12-09,Dec,Los Angeles,50,426
2019-12-01,Dec,Los Angeles,49,352
2020-06-10,Jun,Los Angeles,24,0
2020-03-07,Mar,Los Angeles,10,0
2020-08-28,Aug,Los Angeles,35,380
2019-12-13,Dec,Los Angeles,50,235
2020-04-10,Apr,Los Angeles,15,0
2019-08-14,Aug,Los Angeles,33,794
2020-08-19,Aug,Los Angeles,34,400
2020-02-24,Feb,Los Angeles,9,0
2020-02-13,Feb,Los Angeles,7,0
2020-02-22,Feb,Los Angeles,8,0
2019-08-11,Aug,Los Angeles,33,360
2019-12-11,Dec,Los Angeles,50,124
2019-08-25,Aug,Los Angeles,35,246
2019-08-15,Aug,Los Angeles,33,195
2020-06-13,Jun,Los Angeles,24,0
2019-12-26,Dec,Los Angeles,52,149
2020-08-17,Aug,Los Angeles,34,198
2019-05-18,May,Los Angeles,20,229
2020-07-14,Jul,Los Angeles,29,1890
2019-06-04,Jun,Los Angeles,23,354
2020-06-20,Jun,Los Angeles,25,0
2020-08-23,Aug,Los Angeles,35,196
2019-06-07,Jun,Los Angeles,23,373
2020-02-15,Feb,Los Angeles,7,0
2019-12-20,Dec,Los Angeles,51,191
2020-04-27,Apr,Los Angeles,18,0
2019-12-28,Dec,Los Angeles,52,135
2020-08-13,Aug,Los Angeles,33,223
2019-06-16,Jun,Los Angeles,25,351
2019-12-07,Dec,Los Angeles,49,110
2020-08-18,Aug,Los Angeles,34,184
2019-02-23,Feb,Los Angeles,8,199
2020-07-28,Jul,Los Angeles,31,113
2020-08-15,Aug,Los Angeles,33,120
2019-12-19,Dec,Los Angeles,51,204
2019-06-01,Jun,Los Angeles,22,97
2019-06-03,Jun,Los Angeles,23,210
2020-02-16,Feb,Los Angeles,8,0
2020-08-11,Aug,Los Angeles,33,357
2019-12-12,Dec,Los Angeles,50,101
2020-07-01,Jul,Los Angeles,27,2590
2020-02-26,Feb,Los Angeles,9,0
2019-04-08,Apr,Los Angeles,15,5040
2019-12-10,Dec,Los Angeles,50,50
2019-12-21,Dec,Los Angeles,51,40
2019-12-06,Dec,Los Angeles,49,100
2020-06-14,Jun,Los Angeles,25,0
2019-05-02,May,Los Angeles,18,47
2019-12-02,Dec,Los Angeles,49,44
2019-02-14,Feb,Los Angeles,7,3870
2019-12-04,Dec,Los Angeles,49,4980
2019-06-17,Jun,Los Angeles,25,5040
2020-02-21,Feb,Los Angeles,8,0
2019-12-18,Dec,Los Angeles,51,5480
2019-08-19,Aug,Los Angeles,34,1690
2020-02-27,Feb,Los Angeles,9,0
2019-02-17,Feb,Los Angeles,8,40
2019-07-13,Jul,Los Angeles,28,100
2019-02-13,Feb,Los Angeles,7,101
2019-02-20,Feb,Los Angeles,8,47
2020-07-26,Jul,Los Angeles,31,40
2019-03-22,Mar,Los Angeles,12,5750
2020-07-15,Jul,Los Angeles,29,7070
2019-06-21,Jun,Los Angeles,25,6650
2019-12-14,Dec,Los Angeles,50,6720
2019-11-04,Nov,Los Angeles,45,6970
2019-07-21,Jul,Los Angeles,30,7160
2019-06-09,Jun,Los Angeles,24,6650
2020-03-25,Mar,Los Angeles,13,0
2019-12-15,Dec,Los Angeles,51,4730
2019-03-04,Mar,Los Angeles,10,7460
2020-02-09,Feb,Los Angeles,7,0
2020-08-14,Aug,Los Angeles,33,5040
2019-02-25,Feb,Los Angeles,9,5070
2019-02-27,Feb,Los Angeles,9,5480
2019-03-15,Mar,Los Angeles,11,1600
2019-06-18,Jun,Los Angeles,25,1760
2019-12-24,Dec,Los Angeles,52,2440
2019-06-25,Jun,Los Angeles,26,426
2020-08-20,Aug,Los Angeles,34,352
2019-06-15,Jun,Los Angeles,24,385
2020-06-06,Jun,Los Angeles,23,0
2020-02-25,Feb,Los Angeles,9,0
2019-08-21,Aug,Los Angeles,34,235
2020-10-08,Oct,Los Angeles,41,1270
2019-07-24,Jul,Los Angeles,30,794
2020-04-25,Apr,Los Angeles,17,0
2020-07-17,Jul,Los Angeles,29,2670
2019-12-27,Dec,Los Angeles,52,238
2020-05-15,May,Los Angeles,20,0
2020-05-03,May,Los Angeles,19,0
2020-02-12,Feb,Los Angeles,7,0
2019-07-10,Jul,Los Angeles,28,246
2019-12-25,Dec,Los Angeles,52,195
2020-06-21,Jun,Los Angeles,26,355
2019-07-04,Jul,Los Angeles,27,149
2020-07-07,Jul,Los Angeles,28,229
2019-08-23,Aug,Los Angeles,34,354
2019-02-10,Feb,Los Angeles,7,373
2020-02-20,Feb,Los Angeles,8,0
2020-06-11,Jun,Los Angeles,24,0
2020-06-03,Jun,Los Angeles,23,0
2019-07-23,Jul,Los Angeles,30,223
2020-07-09,Jul,Los Angeles,28,351
2020-03-10,Mar,Los Angeles,11,0
2019-07-12,Jul,Los Angeles,28,184
2020-05-21,May,Los Angeles,21,0
2020-06-12,Jun,Los Angeles,24,0
2019-07-18,Jul,Los Angeles,29,120
2019-06-27,Jun,Los Angeles,26,204
2019-12-23,Dec,Los Angeles,52,210
2019-10-21,Oct,Chicago,43,95
2019-06-24,Jun,Los Angeles,26,357
2020-05-11,May,Los Angeles,20,0
2019-05-20,May,Los Angeles,21,199
2019-12-22,Dec,Los Angeles,52,101
2019-05-15,May,Los Angeles,20,3350
2019-07-02,Jul,Los Angeles,27,1720
2019-02-21,Feb,Los Angeles,8,2240
2020-02-19,Feb,Los Angeles,8,0
2020-03-22,Mar,Los Angeles,13,0
2020-06-28,Jun,Los Angeles,27,2780
2020-02-28,Feb,Los Angeles,9,0
2019-07-09,Jul,Los Angeles,28,4080
2019-03-05,Mar,Los Angeles,10,1480
2019-08-27,Aug,Los Angeles,35,3540
2020-05-10,May,Los Angeles,20,0
2019-05-01,May,Los Angeles,18,3600
2019-07-03,Jul,Los Angeles,27,2520
2019-09-04,Sep,Los Angeles,36,1700
2020-07-10,Jul,Los Angeles,28,2220
2020-07-24,Jul,Los Angeles,30,1740
2020-07-06,Jul,Los Angeles,28,3900
2020-08-03,Aug,Los Angeles,32,3630
2019-05-14,May,Los Angeles,20,3360
2019-05-12,May,Los Angeles,20,1980
2019-10-02,Oct,Los Angeles,40,2020
2019-11-15,Nov,Los Angeles,46,2250
2019-07-20,Jul,Los Angeles,29,707
2020-03-06,Mar,Los Angeles,10,0
2019-07-14,Jul,Los Angeles,29,6940
2019-06-06,Jun,Los Angeles,23,6720
2020-06-22,Jun,Los Angeles,26,6970
2019-02-18,Feb,Los Angeles,8,6650
2019-06-14,Jun,Los Angeles,24,4730
2020-02-10,Feb,Los Angeles,7,0
2019-11-11,Nov,Los Angeles,46,7400
2020-06-07,Jun,Los Angeles,24,0
2019-03-12,Mar,Los Angeles,11,5480
2019-03-28,Mar,Los Angeles,13,1600
2019-05-21,May,Los Angeles,21,1760
2020-07-19,Jul,Los Angeles,30,2440
2020-11-21,Nov,Los Angeles,47,16500
2019-06-20,Jun,Los Angeles,25,426
2019-06-08,Jun,Los Angeles,23,352
2020-05-08,May,Los Angeles,19,0
2020-05-12,May,Chicago,20,0
2020-03-03,Mar,Los Angeles,10,0
2019-05-22,May,Los Angeles,21,238
2019-02-11,Feb,Chicago,7,127
2019-02-26,Feb,Los Angeles,9,256
2019-11-12,Nov,Los Angeles,46,794
2020-03-11,Mar,Los Angeles,11,0
2019-07-06,Jul,Los Angeles,27,146
2020-07-02,Jul,Los Angeles,27,123
2020-03-28,Mar,Los Angeles,13,0
2019-05-08,May,Los Angeles,19,382
2020-07-21,Jul,Los Angeles,30,124
2020-03-08,Mar,Los Angeles,11,0
2020-02-18,Feb,Los Angeles,8,0
2019-11-08,Nov,Los Angeles,45,149
2019-05-23,May,Los Angeles,21,198
2019-07-27,Jul,Los Angeles,30,229
2019-06-12,Jun,Los Angeles,24,189
2019-07-19,Jul,Los Angeles,29,354
2019-09-20,Sep,Los Angeles,38,192
2019-06-05,Jun,Los Angeles,23,196
2019-03-01,Mar,Los Angeles,9,373
2020-07-27,Jul,Los Angeles,31,91
2020-08-12,Aug,Los Angeles,33,191
2019-05-28,May,Los Angeles,22,241
2020-05-13,May,Los Angeles,20,0
2020-02-14,Feb,Los Angeles,7,0
2020-10-25,Oct,Los Angeles,44,1100
2019-09-06,Sep,Los Angeles,36,184
2019-07-26,Jul,Los Angeles,30,199
2019-11-26,Nov,Los Angeles,48,113
2019-02-19,Feb,Los Angeles,8,120
2019-03-14,Mar,Los Angeles,11,204
2020-06-08,Jun,Los Angeles,24,0
2020-03-02,Mar,Los Angeles,10,0
2020-03-27,Mar,Los Angeles,13,0
2020-07-16,Jul,Los Angeles,29,1700
2019-06-23,Jun,Los Angeles,26,101
2019-03-09,Mar,Los Angeles,10,1560
2019-11-22,Nov,Los Angeles,47,1890
2020-07-03,Jul,Los Angeles,27,1790
2020-03-24,Mar,Los Angeles,13,0
2019-10-17,Oct,Los Angeles,42,2430
2020-10-05,Oct,Los Angeles,41,1910
2020-09-11,Sep,Los Angeles,37,2400
2019-05-25,May,Los Angeles,21,1860
2020-10-01,Oct,Los Angeles,40,2230
2019-06-26,Jun,Los Angeles,26,2290
2020-06-04,Jun,Los Angeles,23,0
2019-05-24,May,Los Angeles,21,1820
2019-06-10,Jun,Los Angeles,24,1740
2019-07-07,Jul,Los Angeles,28,1530
2019-11-04,Nov,Chicago,45,2880
2019-03-10,Mar,Los Angeles,11,2280
2020-11-01,Nov,Los Angeles,45,220
2020-10-16,Oct,Los Angeles,42,1600
2020-03-16,Mar,Los Angeles,12,0
2019-07-28,Jul,Los Angeles,31,3940
2020-07-04,Jul,Los Angeles,27,2330
2020-06-01,Jun,Los Angeles,23,0
2020-05-04,May,Los Angeles,19,0
2020-05-09,May,Los Angeles,19,0
2020-07-13,Jul,Los Angeles,29,7070
2020-03-01,Mar,Los Angeles,10,0
2019-03-25,Mar,Los Angeles,13,6650
2019-07-05,Jul,Los Angeles,27,6940
2020-11-07,Nov,Los Angeles,45,697
2019-09-10,Sep,Los Angeles,37,7160
2020-07-20,Jul,Los Angeles,30,6650
2020-06-16,Jun,Los Angeles,25,0
2020-06-18,Jun,Los Angeles,25,0
2019-08-07,Aug,Chicago,32,7460
2020-03-20,Mar,Los Angeles,12,0
2019-10-22,Oct,Los Angeles,43,7400
2019-10-11,Oct,Los Angeles,41,5040
2020-08-25,Aug,Los Angeles,35,5070
2019-11-24,Nov,Los Angeles,48,5480
2019-05-19,May,Los Angeles,21,1600
2019-06-22,Jun,Los Angeles,25,1760
2020-06-17,Jun,Los Angeles,25,0
2019-04-17,Apr,Chicago,16,1650
2019-09-28,Sep,Los Angeles,39,426
2020-06-05,Jun,Los Angeles,23,0
2020-10-12,Oct,Los Angeles,42,701
2020-07-23,Jul,Los Angeles,30,385
2020-03-09,Mar,Los Angeles,11,0
2019-06-19,Jun,Los Angeles,25,380
2019-03-18,Mar,Chicago,12,235
2019-11-09,Nov,Los Angeles,45,238
2019-07-11,Jul,Los Angeles,28,127
2020-07-22,Jul,Los Angeles,30,256
2019-03-03,Mar,Los Angeles,10,400
2019-03-07,Mar,Los Angeles,10,138
2020-03-04,Mar,Los Angeles,10,0
2020-11-23,Nov,Los Angeles,48,146
2019-07-08,Jul,Los Angeles,28,123
2019-11-25,Nov,Los Angeles,48,238
2019-09-03,Sep,Los Angeles,36,382
2019-09-01,Sep,Los Angeles,36,360
2020-09-20,Sep,Los Angeles,39,124
2020-05-19,May,Los Angeles,21,0
2019-09-08,Sep,Los Angeles,37,195
2020-03-13,Mar,Los Angeles,11,0
2019-06-28,Jun,Los Angeles,26,149
2020-10-27,Oct,Los Angeles,44,19800
2020-06-23,Jun,Los Angeles,26,229
2019-07-16,Jul,Los Angeles,29,189
2019-05-18,May,Chicago,20,354
2020-11-09,Nov,Los Angeles,46,1920
2019-11-27,Nov,Los Angeles,48,196
2020-06-20,Jun,Chicago,25,0
2020-05-02,May,Los Angeles,18,0
2019-08-26,Aug,Chicago,35,191
2019-03-27,Mar,Los Angeles,13,241
2020-06-27,Jun,Los Angeles,26,223
2019-06-02,Jun,Los Angeles,23,351
2020-06-15,Jun,Los Angeles,25,0
2019-11-16,Nov,Los Angeles,46,184
2019-10-15,Oct,Los Angeles,42,199
2019-03-24,Mar,Los Angeles,13,113
2019-05-04,May,Los Angeles,18,120
2019-05-11,May,Los Angeles,19,204
2019-03-17,Mar,Los Angeles,12,97
2020-11-16,Nov,Los Angeles,47,95
2020-09-25,Sep,Los Angeles,39,357
2019-06-11,Jun,Los Angeles,24,170
2020-03-12,Mar,Los Angeles,11,0
2020-03-21,Mar,Los Angeles,12,0
2019-03-26,Mar,Los Angeles,13,4990
2019-09-21,Sep,Los Angeles,38,5070
2019-09-26,Sep,Los Angeles,39,5470
2019-12-17,Dec,Los Angeles,51,5490
2020-11-25,Nov,Los Angeles,48,5560
2019-11-06,Nov,Los Angeles,45,5330
2020-03-26,Mar,Los Angeles,13,0
2020-10-17,Oct,Los Angeles,42,5470
2019-04-06,Apr,Chicago,14,5910
2019-03-16,Mar,Los Angeles,11,5280
2020-10-26,Oct,Los Angeles,44,5200
2020-06-19,Jun,Los Angeles,25,0
2019-11-21,Nov,Los Angeles,47,5210
2019-03-02,Mar,Los Angeles,9,4870
2020-03-02,Mar,Chicago,10,0
2020-11-15,Nov,Los Angeles,47,53200
2020-06-24,Jun,Los Angeles,26,5870
2020-05-01,May,Los Angeles,18,0
2020-06-25,Jun,Los Angeles,26,5370
2019-05-03,May,Los Angeles,18,5430
2020-11-24,Nov,Los Angeles,48,4830
2020-03-14,Mar,Los Angeles,11,0
2019-10-05,Oct,Los Angeles,40,5590
2019-07-15,Jul,Los Angeles,29,707
2020-10-04,Oct,Los Angeles,41,7190
2019-04-14,Apr,Chicago,16,6650
2019-08-04,Aug,Chicago,32,6940
2020-04-09,Apr,Chicago,15,0
2020-11-06,Nov,Los Angeles,45,6970
2019-09-23,Sep,Los Angeles,39,7160
2020-03-19,Mar,Los Angeles,12,0
2019-03-13,Mar,Los Angeles,11,5440
2019-09-25,Sep,Los Angeles,39,4730
2020-06-26,Jun,Los Angeles,26,7460
2019-06-13,Jun,Los Angeles,24,7110
2019-11-04,Nov,Honolulu,45,7400
2020-10-09,Oct,Los Angeles,41,504
2019-10-06,Oct,Los Angeles,41,5070
2020-03-25,Mar,Chicago,13,0
2020-05-06,May,Los Angeles,19,0
2020-08-26,Aug,Chicago,35,1760
2020-11-04,Nov,Los Angeles,45,244
2019-07-01,Jul,Los Angeles,27,1650
2019-03-08,Mar,Los Angeles,10,426
2019-03-19,Mar,Los Angeles,12,352
2019-03-21,Mar,Los Angeles,12,701
2020-11-20,Nov,Los Angeles,47,385
2020-10-20,Oct,Los Angeles,43,713
2019-11-01,Nov,Los Angeles,44,380
2019-11-10,Nov,Los Angeles,46,235
2019-05-16,May,Los Angeles,20,238
2020-05-25,May,Los Angeles,22,0
2020-03-23,Mar,Los Angeles,13,0
2019-10-20,Oct,Los Angeles,43,794
2020-04-16,Apr,Chicago,16,0
2020-06-09,Jun,Los Angeles,24,0
2020-09-08,Sep,Los Angeles,37,267
2019-05-17,May,Los Angeles,20,146
2019-11-28,Nov,Los Angeles,48,238
2020-04-20,Apr,Chicago,17,0
2020-04-07,Apr,Chicago,15,0
2020-09-27,Sep,Los Angeles,40,246
2020-11-18,Nov,Los Angeles,47,195
2020-05-26,May,Los Angeles,22,0
2019-10-23,Oct,Los Angeles,43,149
2020-06-14,Jun,Chicago,25,0
2019-07-17,Jul,Chicago,29,229
2020-05-05,May,Los Angeles,19,0
2020-09-12,Sep,Los Angeles,37,354
2020-03-05,Mar,Los Angeles,10,0
2020-11-19,Nov,Los Angeles,47,19600
2019-05-07,May,Los Angeles,19,373
2019-06-06,Jun,Chicago,23,91
2020-11-22,Nov,Los Angeles,48,191
2020-03-18,Mar,Los Angeles,12,0
2019-11-20,Nov,Los Angeles,47,135
2019-03-11,Mar,Los Angeles,11,223
2020-05-22,May,Los Angeles,21,0
2019-04-07,Apr,Chicago,15,110
2019-05-27,May,Los Angeles,22,184
2019-09-07,Sep,Los Angeles,36,199
2019-07-22,Jul,Los Angeles,30,113
2020-10-19,Oct,Los Angeles,43,120
2019-08-06,Aug,Chicago,32,204
2019-08-18,Aug,Chicago,34,97
2019-02-16,Feb,Chicago,7,210
2019-10-12,Oct,Los Angeles,41,95
2020-08-10,Aug,Chicago,33,357
2020-05-20,May,Los Angeles,21,0
2019-03-20,Mar,Los Angeles,12,199
2019-02-15,Feb,Chicago,7,101
2019-05-13,May,Los Angeles,20,5010
2019-05-06,May,Los Angeles,19,4820
2020-05-12,May,Honolulu,20,0
2019-09-05,Sep,Los Angeles,36,1540
2019-10-14,Oct,Los Angeles,42,2200
2019-05-20,May,Chicago,21,5310
2020-04-14,Apr,Chicago,16,0
2019-06-07,Jun,Chicago,23,1720
2020-11-26,Nov,Los Angeles,48,2090
2020-07-05,Jul,Los Angeles,28,1600
2019-05-09,May,Los Angeles,19,1780
2020-05-24,May,Los Angeles,22,0
2019-05-10,May,Los Angeles,19,2780
2019-10-18,Oct,Los Angeles,42,5110
2019-09-02,Sep,Los Angeles,36,1940
2019-10-01,Oct,Los Angeles,40,1480
2019-09-19,Sep,Los Angeles,38,5100
2020-05-23,May,Los Angeles,21,0
2020-05-28,May,Los Angeles,22,0
2019-05-05,May,Los Angeles,19,2520
2020-10-24,Oct,Los Angeles,43,1700
2019-02-24,Feb,Chicago,9,2220
2020-11-03,Nov,Los Angeles,45,1740
2020-09-24,Sep,Los Angeles,39,1600
2020-09-03,Sep,Los Angeles,36,1690
2020-10-08,Oct,Chicago,41,225
2019-10-07,Oct,Los Angeles,41,2860
2020-08-16,Aug,Chicago,34,1720
2020-04-08,Apr,Chicago,15,0
2020-04-15,Apr,Chicago,16,0
2020-10-07,Oct,Los Angeles,41,2890
2020-10-23,Oct,Los Angeles,43,2600
2020-05-15,May,Chicago,20,0
2019-05-02,May,Chicago,18,1980
2019-04-24,Apr,Chicago,17,2150
2020-04-24,Apr,Chicago,17,0
2019-03-23,Mar,Los Angeles,12,1540
2019-10-09,Oct,Los Angeles,41,2390
2020-05-16,May,Los Angeles,20,0
2019-04-03,Apr,Chicago,14,2970
2020-11-13,Nov,Los Angeles,46,3140
2019-09-13,Sep,Los Angeles,37,1490
2019-04-11,Apr,Chicago,15,2440
2020-11-08,Nov,Los Angeles,46,1670
2019-04-16,Apr,Chicago,16,2810
2019-10-24,Oct,Los Angeles,43,1760
2020-09-09,Sep,Los Angeles,37,2750
2020-03-17,Mar,Los Angeles,12,0
2020-09-13,Sep,Los Angeles,38,234
2020-02-22,Feb,Chicago,8,0
2020-09-04,Sep,Los Angeles,36,2310
2019-08-28,Aug,Chicago,35,1750
2019-11-02,Nov,Los Angeles,44,2580
2020-11-02,Nov,Los Angeles,45,1920
2020-05-27,May,Los Angeles,22,0
2020-05-17,May,Los Angeles,21,0
2019-10-21,Oct,Honolulu,43,1880
2020-10-21,Oct,Los Angeles,43,1790
2019-02-11,Feb,Honolulu,7,2430
2020-08-05,Aug,Chicago,32,2400
2019-03-04,Mar,Chicago,10,1860
2020-10-02,Oct,Los Angeles,40,2290
2019-03-06,Mar,Los Angeles,10,2600
2019-11-14,Nov,Los Angeles,46,1820
2019-10-04,Oct,Los Angeles,40,1740
2020-04-18,Apr,Chicago,16,0
2020-09-05,Sep,Los Angeles,36,2760
2020-09-14,Sep,Los Angeles,38,288
2019-09-16,Sep,Los Angeles,38,2470
2019-12-03,Dec,Chicago,49,1710
2019-11-05,Nov,Los Angeles,45,1600
2019-11-07,Nov,Los Angeles,45,1640
2020-05-18,May,Los Angeles,21,0
2020-08-01,Aug,Chicago,31,2560
2019-06-03,Jun,Chicago,23,1700
2019-10-25,Oct,Los Angeles,43,2010
2019-04-19,Apr,Chicago,16,1970
2020-09-10,Sep,Los Angeles,37,1500
2019-09-04,Sep,Chicago,36,1860
2020-10-28,Oct,Los Angeles,44,1930
2020-07-01,Jul,Chicago,27,2680
2020-02-26,Feb,Chicago,9,0
2020-07-18,Jul,Los Angeles,29,7070
2020-08-21,Aug,Chicago,34,6650
2020-10-14,Oct,Los Angeles,42,6940
2019-09-24,Sep,Los Angeles,39,6720
2019-10-02,Oct,Chicago,40,6970
2020-05-03,May,Chicago,19,0
2020-08-24,Aug,Chicago,35,6650
2020-08-22,Aug,Chicago,34,5440
2020-03-15,Mar,Los Angeles,12,0
2020-10-13,Oct,Los Angeles,42,7460
2019-11-13,Nov,Los Angeles,46,7110
2020-07-25,Jul,Chicago,30,7400
2020-08-02,Aug,Chicago,32,5040
2020-09-18,Sep,Los Angeles,38,5070
2019-04-04,Apr,Chicago,14,5480
2019-08-13,Aug,Chicago,33,1600
2020-10-03,Oct,Los Angeles,40,1760
2019-08-14,Aug,Chicago,33,2440
2020-09-21,Sep,Los Angeles,39,1650
2020-02-17,Feb,Chicago,8,0
2020-10-06,Oct,Los Angeles,41,352
2019-04-26,Apr,Chicago,17,701
2020-07-26,Jul,Chicago,31,380
2019-09-11,Sep,Los Angeles,37,235
2019-12-11,Dec,Chicago,50,238
2020-04-11,Apr,Chicago,15,0
2020-09-02,Sep,Los Angeles,36,256
2020-06-13,Jun,Chicago,24,0
2019-11-03,Nov,Los Angeles,45,400
2019-05-26,May,Los Angeles,22,138
2019-05-18,May,Honolulu,20,267
2020-07-08,Jul,Chicago,28,146
2020-09-06,Sep,Los Angeles,37,123
2020-08-23,Aug,Chicago,35,382
2019-05-15,May,Chicago,20,360
2020-10-11,Oct,Los Angeles,42,124
2020-05-07,May,Los Angeles,19,0
2019-09-09,Sep,Los Angeles,37,195
2020-10-22,Oct,Los Angeles,43,355
2019-08-16,Aug,Chicago,33,149
2019-04-20,Apr,Chicago,16,198
2020-04-17,Apr,Chicago,16,0
2019-04-01,Apr,Chicago,14,189
2020-11-14,Nov,Los Angeles,46,192
2020-11-12,Nov,Los Angeles,46,196
2019-11-18,Nov,Los Angeles,47,373
2020-07-11,Jul,Chicago,28,91
2020-06-06,Jun,Chicago,23,0
2020-04-23,Apr,Chicago,17,0
2020-09-26,Sep,Los Angeles,39,22300
2019-09-20,Sep,Chicago,38,351
2019-04-22,Apr,Chicago,17,110
2019-07-24,Jul,Chicago,30,184
2020-06-02,Jun,Los Angeles,23,0
2019-12-10,Dec,Chicago,50,204
2019-04-18,Apr,Chicago,16,97
2020-09-22,Sep,Los Angeles,39,210
2020-10-25,Oct,Chicago,44,95
2019-11-15,Nov,Chicago,46,357
2019-12-02,Dec,Chicago,49,170
2019-12-09,Dec,Chicago,50,199
2019-11-19,Nov,Los Angeles,47,101
2020-04-12,Apr,Chicago,16,0
2020-11-28,Nov,Los Angeles,48,523
2020-03-07,Mar,Chicago,10,0
2020-08-28,Aug,Chicago,35,656
