ID,ReportingPeriod,IncomeTax,IncomeTaxTarget,ValueAddedTax,ValueAddedTaxTarget,CorporationTax,CorporationTaxTarget,location,Industries
1208,10/21/2020,28205967.67,31348396.39,2934484,3123118.53,805818.48,892171.91,Location-2,Manufacturing
1114,10/15/2020,28468608.3,31902012.76,5100371.77,5595739.87,781278.13,879176.56,Location-3,Retails
926,10/2/2020,28222145.82,31357793.75,2531165,3150409.2,826985.19,903402.65,Location-5,Manufacturing
1021,10/8/2020,30822850.89,338709106.3,2772459,3357482.63,990023.22,1072768.08,Location-5,Finance
1303,10/27/2020,30806011.78,338683552.8,3183506,3356326.42,962580.04,1056716.39,Location-2,Finance
1209,10/21/2020,28212787.5,31340494.26,2804596.48,3120450.23,806695.08,895813.52,Location-3,Manufacturing
1115,10/15/2020,28476323.75,31914943.05,4997791,5596419.37,779406.5,869148.43,Location-4,Retails
927,10/2/2020,30805885.17,338687542.5,3276490,3367187.76,960236.42,1055932.57,Location-1,Finance
1022,10/9/2020,28474071.7,31904079.1,5453520,5591307.71,775267.1,877123.2,Location-1,Retails
1304,10/27/2020,30808127.44,338696772.4,3053652.09,3357255.71,961035.75,1050549.82,Location-3,Finance
1210,10/21/2020,28213899.27,31339578.38,2794755,3125372.22,797642.61,892516.21,Location-4,Manufacturing
1116,10/15/2020,28495303.07,31920117.3,4612198,5594777.79,795790.67,898613.87,Location-5,Retails
928,10/2/2020,30805213.93,338681676.3,3141428,3363793.73,960253.01,1051865.87,Location-2,Finance
1023,10/9/2020,28474666.07,31904041.89,5210148,5595023.55,778333.47,876143.08,Location-2,Retails
1305,10/27/2020,30803778.91,338693067.4,2963038,3357018.15,957953,1051915.8,Location-4,Finance
1211,10/21/2020,28226498.24,31365823.22,2514540,3116784.69,823557.58,903390.58,Location-5,Manufacturing
1117,10/15/2020,28211018.17,31336004.27,3050449,3131152.36,805361.8,885019.3,Location-1,Manufacturing
929,10/2/2020,30812513.67,338690066.6,3061991.96,3377324.32,961067.41,1057623.19,Location-3,Finance
1024,10/9/2020,28468847.16,31903782.85,5097440.93,5590295.69,778257.38,868871.96,Location-3,Retails
1306,10/27/2020,30835730.24,338701680.1,2738641,3354591.36,993433.44,1083812.44,Location-5,Finance
1212,10/21/2020,30807051.1,338683226.1,2982710,3048725.6,963927.24,1053193.75,Location-1,Finance
1118,10/15/2020,28204175.16,31338999.99,2972736,3131541.69,803795.64,891246.28,Location-2,Manufacturing
930,10/2/2020,30806991.29,338691912.6,2985969,3354102.9,961986.18,1061539,Location-4,Finance
1025,10/9/2020,28470251.82,31898406.99,4924561,5587706.84,782062.1,872576.6,Location-4,Retails
1307,10/28/2020,28470561.94,31897519.56,5441239,5608241.58,781375.09,867878.09,Location-1,Retails
1213,10/21/2020,30807825.65,338687647.3,2851314,3048665.77,962977.54,1060755.61,Location-2,Finance
1119,10/15/2020,28207746.11,31350258.54,2824123.91,3130314.19,800369.77,894656.47,Location-3,Manufacturing
931,10/2/2020,30828087.88,338698430.1,2729558,3356763.75,983151.26,1076637.73,Location-5,Finance
1026,10/9/2020,28497017.72,31925240.17,4598922,5593369.6,783163.07,891611.34,Location-5,Retails
1308,10/28/2020,28479376.52,31896758.27,5246097,5610401.21,776841.81,876607.36,Location-2,Retails
1214,10/21/2020,30811457.98,338686393.7,2791824.83,3048424,960157.05,1060650.54,Location-3,Finance
1120,10/15/2020,28203013.85,31347640.6,2785355,3149811.67,796677.65,894480.47,Location-4,Manufacturing
932,10/3/2020,28472017.13,31904999.88,5454054,5598949.1,771672.93,871663.75,Location-1,Retails
1027,10/9/2020,28205316.39,31345528.47,3042343,3126604.8,796535.42,883131.3,Location-1,Manufacturing
1309,10/28/2020,28479498.68,31903057.44,5113352.52,5610587.14,782222.3,880251.79,Location-3,Retails
1215,10/21/2020,30820484.01,338683195,2687602,3048402.91,960524.33,1057404.57,Location-4,Finance
1121,10/15/2020,28233727.23,31356792.77,2589616,3142503.92,822605.47,899574.01,Location-5,Manufacturing
933,10/3/2020,28468561.8,31904267.38,5211251,5602987.42,771328.73,870820.37,Location-2,Retails
1028,10/9/2020,28212582.27,31342142.62,2945977,3117026.78,803807.97,888080.07,Location-2,Manufacturing
1310,10/28/2020,28473652.82,31900849.84,5024134,5618083.37,774088.99,880431.12,Location-4,Retails
1216,10/21/2020,30821615.9,338705570.3,2468224,3048402.81,977226.74,1076435.34,Location-5,Finance
1122,10/15/2020,3357803.56,338686250.7,3273288,3360474.2,957283.51,1053677.96,Location-1,Finance
934,10/3/2020,28471195.61,31903421.15,5093733.94,5597570.72,782879.15,870663.39,Location-3,Retails
1029,10/9/2020,28206145.59,31339552.87,2811673.01,3116318.36,802990.41,894022.91,Location-3,Manufacturing
1311,10/28/2020,28493317.05,31932682.82,4581062,5603846.68,796744.89,882246.8,Location-5,Retails
1217,10/22/2020,28470399.16,31896608.1,5484034,5614151.44,772794.91,874795.26,Location-1,Retails
1123,10/15/2020,3356647.96,338682973.2,3139102,3352015.34,965832.98,1054359.35,Location-2,Finance
935,10/3/2020,28466716.93,31897016.92,4978556,5594635.81,778121.22,882295.09,Location-4,Retails
1030,10/9/2020,28208923.61,31340568.38,2766188,3120278.64,805096.37,896504.41,Location-4,Manufacturing
1312,10/28/2020,28210533.66,31347267.81,3025561,3116786.08,807927.64,891390.87,Location-1,Manufacturing
1218,10/22/2020,28475807.61,31896673.39,5293259,5590373.31,778274.06,875673.7,Location-2,Retails
1124,10/15/2020,3350159.34,338686599,3057852.27,3364409.65,962418.87,1051754.95,Location-3,Finance
936,10/3/2020,28500776.15,31924626.43,4572528,5586935.75,793936.05,884832.94,Location-5,Retails
1031,10/9/2020,28225476.13,31365134.41,2525891,3119448.06,821239.97,901949.45,Location-5,Manufacturing
1313,10/28/2020,28206475.32,31338881.22,2926098,3121318.73,808036.82,891533.65,Location-2,Manufacturing
1219,10/22/2020,28474996.35,31899285.61,5104929.86,5599107.92,773838.2,872683.76,Location-3,Retails
1125,10/15/2020,3353561.73,338696595.6,3004236,3360323.06,957674.55,1052346.53,Location-4,Finance
937,10/3/2020,28201443.38,31340151.46,3059783,3150047.84,795932.59,890024.37,Location-1,Manufacturing
1032,10/9/2020,30803328.72,338684308.2,3269467,3354336.63,955048.78,1059212.69,Location-1,Finance
1314,10/28/2020,28212139.34,31344279.48,2807989.54,3125173.77,805927.07,887422.57,Location-3,Manufacturing
1220,10/22/2020,28479102.63,31900670.48,5025748,5600544.91,786854.05,881262.42,Location-4,Retails
1126,10/15/2020,3358176.63,338699162.9,2687505,3359291.69,989311.12,1094613.58,Location-5,Finance
938,10/3/2020,28207612.88,31340999.45,2930795,3142388.2,804247.3,884024.8,Location-2,Manufacturing
1033,10/9/2020,30810079.33,338689714.5,3172317,3353865.56,966239.3,1053095.92,Location-2,Finance
1315,10/28/2020,28209227.7,31340907.8,2756498,3117717.98,805263.04,891061.65,Location-4,Manufacturing
1221,10/22/2020,28489710.83,31938801.41,4496528,5593197.8,802033.3,882556.56,Location-5,Retails
1127,10/16/2020,28473815.75,31903785.72,5473207,5593891.83,774890.91,871953.07,Location-1,Retails
939,10/3/2020,28210127.38,31338316.92,2831144.07,3132605.39,802730.29,896538.57,Location-3,Manufacturing
1034,10/9/2020,30807502.74,338680619.5,3046757.27,3351887.8,966523.36,1054357.44,Location-3,Finance
1316,10/28/2020,28231340.03,31370432.92,2579364,3115415.79,822593.52,921381.45,Location-5,Manufacturing
1222,10/22/2020,28204180.35,31336463.31,3032095,3121989.59,797320.48,884779.81,Location-1,Manufacturing
1128,10/16/2020,28474666.07,31903168.17,5295595,5588411.49,778212.2,871380.79,Location-2,Retails
940,10/3/2020,28216531.63,31337857.93,2785589,3138263.82,803228.46,886518.41,Location-4,Manufacturing
1035,10/9/2020,30807228.04,338684774,3018100,3356930.15,962046.88,1059702.3,Location-4,Finance
1317,10/28/2020,30809152.31,338682734.9,3260339,3358106.83,960307.26,1055097.82,Location-1,Finance
1223,10/22/2020,28207333.62,31337123.85,2921204,3133519.63,807820.89,885200.24,Location-2,Manufacturing
1129,10/16/2020,28467479.43,31900576.79,5101029.03,5588619.3,771850.08,879797.16,Location-3,Retails
941,10/3/2020,28219899.51,31366033.93,2535676,3151649.66,822052.23,911936.83,Location-5,Manufacturing
1036,10/9/2020,30828543.52,338710391.8,2703809,3358446.01,974407.58,1071675.06,Location-5,Finance
1318,10/28/2020,30808017.23,338691571,3118015,3350804.87,969027.54,1058751.64,Location-2,Finance
1224,10/22/2020,28206065.4,31347086.58,2805547.48,3123066.53,806383.32,897516.3,Location-3,Manufacturing
1130,10/16/2020,28468905.94,31907711.39,5012424,5596262.67,779884.72,880073.44,Location-4,Retails
942,10/3/2020,30801166.44,338682329.3,3275188,3350454.64,956634.45,1051363.5,Location-1,Finance
1037,10/10/2020,28468685.36,31900378.03,5472314,5594565.46,775724.94,876289.38,Location-1,Retails
1319,10/28/2020,30805895.54,338684862.4,3056010.41,3351861.88,962464.64,1063630.26,Location-3,Finance
1225,10/22/2020,28213990.95,31344969.33,2741835,3114142.04,798291.7,883415.6,Location-4,Manufacturing
1131,10/16/2020,28495411.01,31914643.26,4523606,5599889.83,799602.4,880591.56,Location-5,Retails
943,10/3/2020,30810344.27,338683547.7,3154979,3351889.49,958234.49,1056806.97,Location-2,Finance
1038,10/10/2020,28475526.86,31898648.11,5214902,5592258.47,776776.14,869048.25,Location-2,Retails
1320,10/28/2020,30814544.62,338683771.4,2978524,3361427.54,966732.27,1060972.6,Location-4,Finance
1226,10/22/2020,28236522.05,31361732.72,2565700,3123845.06,823084.03,913514,Location-5,Manufacturing
1132,10/16/2020,28210412.58,31340183.06,3057378,3131726.39,801186.85,883533.68,Location-1,Manufacturing
944,10/3/2020,30812195.7,338683267,3056033.46,3359763.6,965786.89,1051078.84,Location-3,Finance
1039,10/10/2020,28479388.78,31897545.3,5098066.49,5598176.39,775064.55,878503.09,Location-3,Retails
1321,10/28/2020,30834654.36,338713220.2,2714270,3359544.43,982806.88,1080927.78,Location-5,Finance
1227,10/22/2020,30805983.49,338690751.7,2980456,3047741.85,960391.71,1055975.29,Location-1,Finance
1133,10/16/2020,28204139.18,31344237.92,2915007,3133272,798793.85,893782.48,Location-2,Manufacturing
945,10/3/2020,30804252.92,338700603.2,2980366,3358582.46,970277.53,1061002.16,Location-4,Finance
1040,10/10/2020,28470739.81,31910507.08,4948022,5587167.95,784018.15,870476.08,Location-4,Retails
1322,10/29/2020,28470911.41,31908028.16,5494999,5614171.77,776660.96,874007.42,Location-1,Retails
1228,10/22/2020,30808273.51,338685849.8,2856835,3047655.4,954100.07,1051781.1,Location-2,Finance
1134,10/16/2020,28214906.08,31340248.5,2801121.85,3116460.94,798234.08,885577.03,Location-3,Manufacturing
946,10/3/2020,30827075.39,338705154.9,2693070,3355011.16,974829.39,1081512.53,Location-5,Finance
1041,10/10/2020,28491150.72,31928721.92,3653593,5605098.44,789985.95,890862.64,Location-5,Retails
1323,10/29/2020,28477480.83,31906296.3,5315888,5608598.56,775392.8,871520.79,Location-2,Retails
1229,10/22/2020,30811415.99,338689628.1,2755431.06,3047611.49,962783.37,1055642.71,Location-3,Finance
1135,10/16/2020,28212558.1,31340933.73,2802383,3118858.3,809565.5,887772.43,Location-4,Manufacturing
947,10/4/2020,28471303.21,31898638.32,5442453,5596755.46,772463.31,870521.83,Location-1,Retails
1042,10/10/2020,28203525.41,31339477.32,3056388,3126346.91,798716.81,892162.58,Location-1,Manufacturing
1324,10/29/2020,28482330.71,31917822.88,5115048.05,5614102.71,771836.94,871566.2,Location-3,Retails
1230,10/22/2020,30807723.28,338687448.9,2728710,3047367.44,965087.49,1054992.4,Location-4,Finance
1136,10/16/2020,28218362.18,31361961.01,2503726,3115301.77,820614.95,916379.93,Location-5,Manufacturing
948,10/4/2020,28469407.89,31900517.35,5250855,5587963.2,771196.76,876976.56,Location-2,Retails
1043,10/10/2020,28206692.21,31346248.08,2924792,3117745.33,795821,885861.6,Location-2,Manufacturing
1325,10/29/2020,28481340.99,31909060.5,5056856,5621588.88,789041.95,870816.17,Location-4,Retails
1231,10/22/2020,30829051.73,338708310.3,2459905,3047352.42,978000.06,1089712.6,Location-5,Finance
1137,10/16/2020,3352854.82,338681831.4,2992459,3055952.19,957455.74,1059769.31,Location-1,Finance
949,10/4/2020,28468820.93,31901264.69,5094222.49,5596690.17,773485.03,873107.62,Location-3,Retails
1044,10/10/2020,28202409.09,31336350.73,2812114.6,3125663.66,802973.39,889520.45,Location-3,Manufacturing
1326,10/29/2020,28488213.96,31935098.26,4608231,5600037.3,789737.53,902502.13,Location-5,Retails
1232,10/23/2020,28470985.14,31905712.37,5458073,5598541.48,772743.34,875564.05,Location-1,Retails
1138,10/16/2020,3352947.02,338689489.9,2890537,3055761.07,965148.29,1054537.27,Location-2,Finance
950,10/4/2020,28474987.73,31900983.44,4968517,5590538.42,776603.74,876856.79,Location-4,Retails
1045,10/10/2020,28213330.64,31339218.68,2786124,3123062.65,808527.54,897525.21,Location-4,Manufacturing
1327,10/29/2020,28206995.9,31343169.23,3049956,3127445.29,805728.25,890251.57,Location-1,Manufacturing
1233,10/23/2020,28477408.11,31904836.11,5294532,5597418.3,777516.79,873138.98,Location-2,Retails
1139,10/16/2020,3352979.7,338680707.7,2787611.49,3055431.06,963874.55,1057147.42,Location-3,Finance
951,10/4/2020,28500519.37,31935320.86,4558539,5591171.69,805167.6,881484.5,Location-5,Retails
1046,10/10/2020,28228897.17,31363401.59,2532962,3120892.99,821808.99,905867.08,Location-5,Manufacturing
1328,10/29/2020,28207524.77,31344776.32,2949030,3125307.79,804700.63,886987.87,Location-2,Manufacturing
1234,10/23/2020,28470673.13,31903123.4,5105588.69,5594569.26,782210.73,872816.86,Location-3,Retails
1140,10/16/2020,3353380.06,338696604.8,2730315,3055213.42,966525.47,1058082.3,Location-4,Finance
952,10/4/2020,28206361.78,31343364.83,3043412,3129379.71,794647.92,890029.29,Location-1,Manufacturing
1047,10/10/2020,30805844.3,338684594.7,3259676,3352216.05,958403.77,1052893.02,Location-1,Finance
1329,10/29/2020,28215258.47,31351533.27,2808413.31,3122624.91,800204.48,889558.83,Location-3,Manufacturing
1235,10/23/2020,28478506.62,31904175.17,4926905,5594565.99,781987.09,872906.95,Location-4,Retails
1141,10/16/2020,3351747.4,338702588.8,2478067,3055131.67,971034.74,1080831.84,Location-5,Finance
953,10/4/2020,28204875.28,31341335.45,2940821,3149648.66,794909.56,894386.07,Location-2,Manufacturing
1048,10/10/2020,30802385.74,338682823.8,3169788,3358706.72,957674.7,1057913.23,Location-2,Finance
1330,10/29/2020,28207126.55,31346439.37,2803043,3120853.94,808413.97,895357,Location-4,Manufacturing
1236,10/23/2020,28488674.68,31921556.66,4580048,5587769.64,786796.19,893572.48,Location-5,Retails
1142,10/17/2020,28467450.11,31903679.93,5433098,5587427.78,770360.95,866986.77,Location-1,Retails
954,10/4/2020,28209351.84,31346728.08,2835011.96,3147925.33,804855.3,884475.31,Location-3,Manufacturing
1049,10/10/2020,30803660.84,338685769.6,3045643.3,3357906.53,962675.23,1063730.76,Location-3,Finance
1331,10/29/2020,28227037.11,31365633.5,2589835,3123549.81,813646.46,907326.94,Location-5,Manufacturing
1237,10/23/2020,28206436.33,31337111.71,3048973,3119758.88,802024.52,890887.48,Location-1,Manufacturing
