ID,UpdateOn,IncomeTax,IncomeTaxTarget,ValueAddedTax,TargetValueAddedTax,CorporationTax,TargetCorporationTax,location,Industries
1567,7/5/2020,31975798.61,35867057.13,25768027.02,28260821.73,6391458.85,22746793.88,Location-3,Manufacturing
1568,7/5/2020,31977535.01,35872906.28,25764812.15,28251501.31,6382848.71,22764023.09,Location-4,Manufacturing
1569,7/5/2020,31993211.94,35876470.64,25772764.39,28272907.62,6415148.99,22766195.01,Location-5,Manufacturing
1570,7/5/2020,32007959.77,35823680.11,24767711.58,27284505.84,6335754.29,22735010.43,Location-1,Finance
1571,7/5/2020,32017742.75,35827378.22,24765571.96,27283175.24,6343820.34,22742984.61,Location-2,Finance
1572,7/5/2020,32010741.14,35825229.17,24763801.85,27282679.73,6341493.64,22739323.18,Location-3,Finance
1573,7/5/2020,32011809.92,35840489.57,24766205.37,27291671.53,6339016.08,22737017.4,Location-4,Finance
1574,7/5/2020,32033824.12,35850767.05,24796470.04,27296127.94,6357473.09,22757966.01,Location-5,Finance
1575,7/6/2020,32085400.78,35926146.96,21841765.22,24349755.46,6452232.81,22875051.74,Location-1,Retails
1576,7/6/2020,32080046.61,35931041.9,21847511.09,24350882.5,6455033.23,22876154.78,Location-2,Retails
1577,7/6/2020,32080799.19,35937817.19,21844598.56,24341962.98,6458597.46,22873737.16,Location-3,Retails
1578,7/6/2020,32080160.48,35932438.07,21842784.63,24351998.27,6460729.29,22874870.88,Location-4,Retails
1579,7/6/2020,32107368.49,35944432.46,21863576.36,24358860.02,6465539.14,22889510.69,Location-5,Retails
1580,7/6/2020,31973721.15,35862977.07,24762427.59,27255705.15,6385523.96,22752199.74,Location-1,Manufacturing
1581,7/6/2020,31971483.83,35871292.76,24764905.09,27254770.03,6387383.25,22753864.28,Location-2,Manufacturing
1582,7/6/2020,31981311.09,35869340.91,24762719.68,27257871.82,6391945.5,22751287.26,Location-3,Manufacturing
1583,7/6/2020,31984007.61,35873755.25,24757291.08,27260047.42,6398233.25,22747774.36,Location-4,Manufacturing
1584,7/6/2020,31984112.88,35879076.69,24781166.34,27269510.31,6409307.96,22778185.06,Location-5,Manufacturing
1585,7/6/2020,32010328.76,35827062.87,24767328.2,27284556.04,6336013.03,22741084,Location-1,Finance
1586,7/6/2020,32008402.33,35832902.92,24771191.47,27285093.93,6342694.31,22741026,Location-2,Finance
1587,7/6/2020,32007156.15,35825474.94,24764660.41,27285174.96,6345521.02,22737005.99,Location-3,Finance
1588,7/6/2020,32010692.18,35834758.18,24777219.14,27280106.9,6335827.3,22739532.22,Location-4,Finance
1589,7/6/2020,32044995.97,35842174.64,24783682.69,27306904.49,6355688.61,22752056.95,Location-5,Finance
1590,7/7/2020,32084737.79,35928643.6,19845820.95,22344736.8,6452141.81,22876514.71,Location-1,Retails
1591,7/7/2020,32075938.61,35932390.22,19843023.18,22347481.8,6459872.49,22876200.56,Location-2,Retails
1592,7/7/2020,32077356.85,35933135.49,19847792.35,22343611.7,6452596.1,22870322.53,Location-3,Retails
1593,7/7/2020,32095777.69,35927867.44,19848277.51,22357229.82,6460482.18,22875790.02,Location-4,Retails
1594,7/7/2020,32095870.03,35940990.32,19855113.65,22363490.71,6471772.09,22895712.11,Location-5,Retails
1595,7/7/2020,31972685.04,35866592.51,24763628.16,27257100.13,6390037.96,22747543.43,Location-1,Manufacturing
1596,7/7/2020,31972122.09,35861621.64,24767091.94,27256375.82,6389708.93,22750313.38,Location-2,Manufacturing
1597,7/7/2020,31976893.39,35861811.59,24765301.31,27251493.29,6394729.11,22756932,Location-3,Manufacturing
1598,7/7/2020,31981545.41,35871235.91,24759996.06,27260546.65,6385799.95,22759634.06,Location-4,Manufacturing
1599,7/7/2020,31989717.78,35896319.77,24777308.18,27266834.84,6406674.26,22759943.52,Location-5,Manufacturing
1600,7/7/2020,32015741.74,35830771.23,24764368.58,27280208.09,6336576.86,22737172.69,Location-1,Finance
1601,7/7/2020,32007025.94,35828933.73,24770190.59,27285314.25,6336794.08,22739421.85,Location-2,Finance
1602,7/7/2020,32011298.84,35827037.83,24775490.19,27284624.41,6337837.15,22732409.72,Location-3,Finance
1603,7/7/2020,32011492.16,35838922.87,24774522.46,27296300.86,6351310.24,22743378.4,Location-4,Finance
1604,7/7/2020,32035092.57,35841532.67,24776970.61,27298417.7,6352875.63,22753215.54,Location-5,Finance
1605,7/8/2020,32082848.93,35931065.55,24844126.86,27341605.38,6452945.53,22871595.15,Location-1,Retails
1606,7/8/2020,32084601.62,35928389.39,24840830.89,27347249.93,6453123.5,22878434.73,Location-2,Retails
1607,7/8/2020,32086728.5,35925296.5,24844549.18,27345976.69,6458258.3,22868040.76,Location-3,Retails
1608,7/8/2020,32077199.43,35925815.01,24842144.24,27352880.65,6463487.79,22882525.89,Location-4,Retails
1609,7/8/2020,32101687.5,35953682.25,24867811.77,27367752.94,6467786.58,22886798.77,Location-5,Retails
1610,7/8/2020,31974808.79,35865500.04,24757665.08,27254448.88,6385676.79,22746958.73,Location-1,Manufacturing
1611,7/8/2020,31974747.74,35865906.56,24760733.53,27254561.89,6386113.29,22747205.5,Location-2,Manufacturing
1612,7/8/2020,31971658.53,35867000.41,24766578.43,27254031.18,6384820.47,22761661.77,Location-3,Manufacturing
1613,7/8/2020,31980315.26,35871376.39,24765104.56,27249484.93,6402063.37,22757588.85,Location-4,Manufacturing
1614,7/8/2020,31990974.97,35887902.53,24773065.52,27279862.48,6408728.24,22765868.45,Location-5,Manufacturing
1615,7/8/2020,32014126.17,35824663.94,21770608.62,25286536.45,6336610.11,22736518.51,Location-1,Finance
1616,7/8/2020,32009308.06,35828986.38,21767547.56,25285631.32,6338053.1,22732984.36,Location-2,Finance
1617,7/8/2020,32019571.47,35832441.74,21762814.75,25281872.77,6344945.02,22736543.52,Location-3,Finance
1618,7/8/2020,32007266.41,35834153.8,21772578.16,25290048.94,6342720.09,22747156.7,Location-4,Finance
1619,7/8/2020,32032250.9,35846079.95,21784672.69,25292975.94,6355376.23,22751427.98,Location-5,Finance
1620,7/9/2020,32081825.91,35925015.74,24842426.41,27349778.88,6451966.92,22869921.06,Location-1,Retails
1621,7/9/2020,32078328.26,35931752.89,24846599.92,27348279.76,6452985.76,22877022.49,Location-2,Retails
1622,7/9/2020,32079969.94,35930767.03,24839496.71,27346956.97,6452110.76,22869356.26,Location-3,Retails
1623,7/9/2020,32091565.07,35929267.59,24845788.73,27343718.43,6464651.03,22883579.75,Location-4,Retails
1624,7/9/2020,32093101.91,35948915.91,24868128.74,27369660.44,6478886.93,22889793.34,Location-5,Retails
1625,7/9/2020,31970233.92,35862598.51,26757170.65,29259227.62,6387680.13,22749217.01,Location-1,Manufacturing
1626,7/9/2020,31970158.07,35861277.4,26766039.09,29259171.83,6394187.6,22754849.3,Location-2,Manufacturing
1627,7/9/2020,31981551.76,35868840.9,26755357.67,29258833.25,6392635.99,22756002.79,Location-3,Manufacturing
1628,7/9/2020,31970039.29,35866430.59,26755869.74,29251743.07,6394687.34,22752616,Location-4,Manufacturing
1629,7/9/2020,32003824.02,35890649.1,26791948.74,29269430.31,6400252.17,22763356.22,Location-5,Manufacturing
1630,7/9/2020,32010399.75,35831420.26,24768560.79,27282222.4,6335344.89,22742237.92,Location-1,Finance
1631,7/9/2020,32016097.95,35833307.71,24763184.47,27286658.31,6336527.34,22735420.87,Location-2,Finance
1632,7/9/2020,32013287.89,35834199.85,24763861.09,27288014.35,6339702.94,22736861.04,Location-3,Finance
1633,7/9/2020,32013051.21,35828943.12,24776881.24,27282471.01,6338074.72,22748795.49,Location-4,Finance
1634,7/9/2020,32025667.89,35840570.09,24793349.25,27303663.94,6375421.1,22749200.32,Location-5,Finance
1635,7/10/2020,32081365.61,35923664.49,24846681.6,27351395.75,6458565.6,22874636.47,Location-1,Retails
1636,7/10/2020,32081976.96,35931815.5,24839973.46,27352448.48,6458591.74,22871412.2,Location-2,Retails
1637,7/10/2020,32083160.14,35923987.97,24844456.66,27351966.1,6454605.64,22875336.36,Location-3,Retails
1638,7/10/2020,32085776.19,35928424.46,24846808.81,27345704.95,6463055.83,22877970.5,Location-4,Retails
1639,7/10/2020,32093074.17,35959235.93,24863552.72,27359688.78,6464269.46,22895922.23,Location-5,Retails
1640,7/10/2020,31977718.32,35870533.93,24765891.82,27253599.11,6392768.89,22748564.21,Location-1,Manufacturing
1641,7/10/2020,31973962.89,35863203.68,24758886.24,27251306.43,6394943.79,22750194.56,Location-2,Manufacturing
1642,7/10/2020,31969910.93,35863372.99,24764035.2,27255351.98,6394323.96,22754351.73,Location-3,Manufacturing
1643,7/10/2020,31973993.91,35869287.46,24769653.72,27253861.82,6387241.37,22746190.56,Location-4,Manufacturing
1644,7/10/2020,32003815.52,35892448.98,24772492.36,27283636.54,6404832.4,22773023.59,Location-5,Manufacturing
1645,7/10/2020,32009172.09,35824552.13,24765113.58,27286283.79,6342193.14,22735706.19,Location-1,Finance
1646,7/10/2020,32009239.54,35830333.41,24769882.93,27281549.05,6335825.33,22731908.19,Location-2,Finance
1647,7/10/2020,32015168.19,35830423.01,24763006.36,27286528.54,6340736.03,22736820.17,Location-3,Finance
1648,7/10/2020,32008284.74,35822960.97,24778784.32,27294899.61,6344594.44,22745972.42,Location-4,Finance
1649,7/10/2020,32045275.99,35851641.68,24787802.83,27296203.2,6354870.04,22755844.46,Location-5,Finance
1650,7/11/2020,32078210.58,35926287.9,24840319.07,27349510.55,6457192.03,22877342.03,Location-1,Retails
1651,7/11/2020,32087946.02,35924245.23,24847512.02,27349057.82,6451137.6,22876913.71,Location-2,Retails
1652,7/11/2020,32086825.98,35929979.76,24843271.59,27350913.68,6449565.69,22870742.48,Location-3,Retails
1653,7/11/2020,32084127.36,35923993.47,24840990.46,27346877.16,6466181.36,22871482.22,Location-4,Retails
1654,7/11/2020,32097514.09,35961364.51,24870324.28,27362226.07,6468359.23,22893655.24,Location-5,Retails
1655,7/11/2020,31972032.21,35868984.62,24760798.05,27259407.53,6393885.41,22755664.97,Location-1,Manufacturing
1656,7/11/2020,31974683.07,35871225.06,24766822.39,27252421.88,6387428.97,22747725.39,Location-2,Manufacturing
1657,7/11/2020,31973106.3,35863486.97,24765112.34,27260750.42,6394596.64,22757692.27,Location-3,Manufacturing
1658,7/11/2020,31972301.17,35875758.9,24764454.65,27258472.33,6392630.31,22759282.08,Location-4,Manufacturing
1659,7/11/2020,31996838.8,35877652.11,24776807.12,27266755.91,6404315.35,22761082.07,Location-5,Manufacturing
1660,7/11/2020,32007612.19,35833368.32,24767653.93,27286108.75,6337908.38,22731980.97,Location-1,Finance
1661,7/11/2020,32011947.31,35824806.98,24762905.55,27286912.6,6342884.37,22742538.6,Location-2,Finance
1662,7/11/2020,32010321.37,35835120.81,24762934.2,27282796.18,6343131.77,22732983.58,Location-3,Finance
1663,7/11/2020,32019884.27,35833606.61,24773651.1,27289287.91,6345265.94,22745093.47,Location-4,Finance
1664,7/11/2020,32036692.95,35841253.72,24790307.46,27293776.34,6351824.57,22754689.34,Location-5,Finance
1665,7/12/2020,32080701.72,35934247.24,24840532.33,27350789.65,6451705.96,22873594.66,Location-1,Retails
1666,7/12/2020,32081765.98,35930852.82,24845898.47,27347969.06,6450473.94,22871086.5,Location-2,Retails
1667,7/12/2020,32076690.53,35933968,24838757.39,27348497.57,6460262.62,22879069.63,Location-3,Retails
1668,7/12/2020,32078985.57,35926782.67,24853800.06,27343807.1,6455243.03,22870869.2,Location-4,Retails
1669,7/12/2020,32111180.51,35945723,24860822.83,27373527.15,6479294.3,22899921.68,Location-5,Retails
1670,7/12/2020,31970658.11,35865503.83,24754962.69,27254450.81,6386856.03,22753103.51,Location-1,Manufacturing
1671,7/12/2020,31980506.82,35869307.06,24757099.92,27252428.62,6394099.05,22749376.03,Location-2,Manufacturing
1672,7/12/2020,31972928.18,35867456.36,24766695.07,27252870.57,6388751.01,22754863.05,Location-3,Manufacturing
1673,7/12/2020,31970661.11,35869472.45,24772375.01,27266210.1,6398384.29,22761832.58,Location-4,Manufacturing
1674,7/12/2020,32006236.42,35879207.64,24772595.04,27271189.54,6405828.15,22763422.77,Location-5,Manufacturing
1675,7/12/2020,32014827.87,35830528.11,24765716.31,27279412.36,6338353.03,22739896.47,Location-1,Finance
1676,7/12/2020,32015680.59,35833300.75,24764258.95,27278554.47,6335897.93,22733071.04,Location-2,Finance
1677,7/12/2020,32009533.93,35824344.25,24769849.72,27286976.2,6340375.35,22738973.27,Location-3,Finance
1678,7/12/2020,32015406.37,35823116.93,24763459.4,27295174.75,6335970.05,22740460.14,Location-4,Finance
1679,7/12/2020,32025113.9,35852876.66,24798369.64,27302084.89,6365319.66,22761568.61,Location-5,Finance
1680,7/13/2020,32084587.11,35931880.88,24846879.01,27350776.34,6450449.33,22876574.26,Location-1,Retails
1681,7/13/2020,32080424.88,35923291.19,24847987.68,27347181.02,6459195.74,22875136.01,Location-2,Retails
1682,7/13/2020,32082469.41,35922767.89,24842540.4,27343848.63,6457499.78,22870601.77,Location-3,Retails
1683,7/13/2020,32088959.19,35930140.56,24845601.03,27349869.96,6459319.55,22881501,Location-4,Retails
1684,7/13/2020,32091272.66,35954844.6,24858399.89,27368835.71,6465661.63,22894133.64,Location-5,Retails
1685,7/13/2020,31977059.59,35869103.42,24763778.16,27250909.28,6387242.42,22755279.67,Location-1,Manufacturing
1686,7/13/2020,31971207.32,35868340.27,24762276.56,27251439.34,6390742.91,22752476.09,Location-2,Manufacturing
1687,7/13/2020,31976628.1,35869850.29,24762882.33,27255420.29,6396597.66,22752514.45,Location-3,Manufacturing
1688,7/13/2020,31975823.75,35871928.27,24761176.53,27264312.83,6394629.16,22751957.61,Location-4,Manufacturing
1689,7/13/2020,31990285.43,35872853.21,24777699.05,27275113.54,6405372.67,22770867.74,Location-5,Manufacturing
1690,7/13/2020,32016016.46,35830903.65,24770866.83,27278105,6344623.2,22736585.27,Location-1,Finance
1691,7/13/2020,32010546.55,35832097.19,24763101.5,27279809.68,6341681.75,22740853.78,Location-2,Finance
1692,7/13/2020,32017318.27,35825236.73,24776580.65,27287096.93,6335533.24,22741774.27,Location-3,Finance
1693,7/13/2020,32013444.82,35822772.18,24775321.9,27293627.8,6337543.19,22736098.32,Location-4,Finance
1694,7/13/2020,32025426.24,35850560,24779479.49,27297043.49,6367262.02,22748166.16,Location-5,Finance
1695,7/14/2020,32079224.94,35931024.28,22840621.52,25350350.44,6453951.7,22871314.17,Location-1,Retails
1696,7/14/2020,32077789.48,35926082.37,22845733.47,25350987.22,6460158.34,22868541.51,Location-2,Retails
1697,7/14/2020,32085782.91,35927034.1,22837166.79,25349050.54,6453573.84,22877344.4,Location-3,Retails
1698,7/14/2020,32089645.88,35931578.63,22853433.55,25350370.05,6453294.79,22869859.1,Location-4,Retails
1699,7/14/2020,32096608.14,35946474.22,22858249.04,25353988.6,6474274.86,22900963.46,Location-5,Retails
1700,7/14/2020,31970707.69,35862310.16,24762164.14,27251626.2,6390535.56,22747594.69,Location-1,Manufacturing
1701,7/14/2020,31972951.99,35870677.97,24763449.45,27254568.71,6389509.27,22753524.8,Location-2,Manufacturing
1702,7/14/2020,31977060.62,35870211.08,24758903.32,27249612.21,6389465.72,22747811.82,Location-3,Manufacturing
1703,7/14/2020,31985209.46,35870712.69,24768352.08,27249966.71,6391307.35,22751935.07,Location-4,Manufacturing
1704,7/14/2020,31987556.76,35884290.23,24774034.37,27285714.69,6410723.34,22782958.85,Location-5,Manufacturing
1705,7/14/2020,32012667.84,35824521.73,27769352.59,29283567.97,6342069.95,22731391,Location-1,Finance
1706,7/14/2020,32009489.84,35823353.98,27773587.86,29286533.4,6340522.91,22733890.44,Location-2,Finance
1707,7/14/2020,32017728.42,35834809.18,27773478.27,29285328.26,6334461.34,22743123.66,Location-3,Finance
1708,7/14/2020,32016846.21,35835204.99,27767300.68,29279762.24,6350078.65,22731979.74,Location-4,Finance
1709,7/14/2020,32025182.65,35843863.96,27786489.94,29307206.39,6351345.87,22765790.65,Location-5,Finance
1710,7/15/2020,32079001.95,35922917.41,24846818.05,27341594.43,6457725.48,22875546.23,Location-1,Retails
1711,7/15/2020,32085955.88,35929817.46,24845394.76,27347698.31,6456621.63,22871749.36,Location-2,Retails
1712,7/15/2020,32079535.64,35926691.42,24848208.99,27341927.99,6460068.81,22881253.72,Location-3,Retails
1713,7/15/2020,32094637.2,35927239.68,24838669.08,27345063.2,6453391.37,22877600.57,Location-4,Retails
1714,7/15/2020,32097732.44,35957753.08,24862477.02,27379358.61,6472871.35,22886143.73,Location-5,Retails
1715,7/15/2020,31976882.55,35865061.86,24758344.12,27254113.82,6387339.43,22754246.45,Location-1,Manufacturing
1716,7/15/2020,31972804.97,35872407.21,24757446.78,27255677.74,6393875.91,22748499.73,Location-2,Manufacturing
1717,7/15/2020,31978409.92,35869316.39,24758298.92,27259786.75,6390902.08,22756967.47,Location-3,Manufacturing
1718,7/15/2020,31978298.57,35863940.35,24776266.1,27257848.24,6388644.97,22758754.41,Location-4,Manufacturing
1719,7/15/2020,31993719.22,35885591.46,24777624.21,27266293.95,6413611.24,22759204.89,Location-5,Manufacturing
1720,7/15/2020,32009806.98,35822974.39,24767219.56,27282490.19,6335097.68,22736741.75,Location-1,Finance
1721,7/15/2020,32007703.64,35827882.34,24767129.61,27282412.5,6333220.43,22734107.45,Location-2,Finance
1722,7/15/2020,32014481.5,35830994.44,24768038.74,27285372.65,6341114.38,22732951.01,Location-3,Finance
1723,7/15/2020,32026941.11,35832160.88,24765913.52,27289311.57,6342947.35,22739059.11,Location-4,Finance
1724,7/15/2020,32028794.07,35849654.77,24801186.97,27295232.01,6363355.69,22760337.04,Location-5,Finance
1725,7/16/2020,32083204.51,35924622.99,24839482.79,27347593.38,6450654.88,22878012.97,Location-1,Retails
1726,7/16/2020,32081382.99,35930891.12,24848188.88,27345662.26,6456155.74,22870198.42,Location-2,Retails
1727,7/16/2020,32077798.45,35931174.68,24841413.53,27346303.86,6458299.64,22877496.08,Location-3,Retails
1728,7/16/2020,32084485.68,35929964.2,24845157.87,27343387.66,6453463.48,22869856.9,Location-4,Retails
1729,7/16/2020,32101091.52,35954654.89,24866334.6,27379436.19,6474322.84,22900690.28,Location-5,Retails
1730,7/16/2020,31973987.87,35866518.33,24766703.39,27258467.97,6385118.96,22753422.5,Location-1,Manufacturing
1731,7/16/2020,31976994.33,35864108.1,24762555.15,27256555.65,6395324.05,22746381.45,Location-2,Manufacturing
1732,7/16/2020,31973589.7,35868539.41,24759125.14,27251710.74,6392768.49,22751052.89,Location-3,Manufacturing
1733,7/16/2020,31974900.15,35867889.81,24770221.44,27249775.52,6386061.63,22760411.29,Location-4,Manufacturing
1734,7/16/2020,31991018.08,35882108.86,24775799.68,27276163.32,6413154.58,22762619.4,Location-5,Manufacturing
1735,7/16/2020,32015355.46,35823528.73,24763514.57,27286184.67,6343858.43,22731845.96,Location-1,Finance
1736,7/16/2020,32016586.87,35835299.51,24773687.56,27281361.37,6339441.28,22738709.33,Location-2,Finance
1737,7/16/2020,32013318.39,35825469.58,24775214.1,27280638.84,6341972.32,22737655.38,Location-3,Finance
1738,7/16/2020,32022017.37,35836648.3,24772416.93,27280312.54,6347792.24,22741467.95,Location-4,Finance
1739,7/16/2020,32023346.29,35845119.46,24780499.08,27311499.8,6352505.46,22759196.02,Location-5,Finance
1740,7/17/2020,32076903.74,35932105.79,21846803.74,24348974.22,6453823.7,22876320.65,Location-1,Retails
1741,7/17/2020,32086265.87,35925417.48,21839832.19,24347107.55,6455303.24,22874808.35,Location-2,Retails
1742,7/17/2020,32083028.97,35934501.77,21846388.94,24352965.23,6460060.16,22880620.52,Location-3,Retails
1743,7/17/2020,32082579.6,35933505.03,21846933.01,24344277.55,6460533,22871317.42,Location-4,Retails
1744,7/17/2020,32098733.03,35936133.3,21855225.4,24362056.96,6471662.59,22890680.77,Location-5,Retails
1745,7/17/2020,31977550.12,35864884.34,24767048.69,27252817.55,6384701.36,22746333.28,Location-1,Manufacturing
1746,7/17/2020,31972533.25,35866864.23,24759304.22,27259014.33,6391928.46,22747560.43,Location-2,Manufacturing
1747,7/17/2020,31982292.23,35862514.9,24764926.29,27254735.31,6387854.76,22752777.29,Location-3,Manufacturing
