year,month,latitude,longitude,admin_name,excellent_sentiment,good_sentiment,negative_sentiment,neutral_sentiment
2020,1,52.92191429,-1.4837,Derby,82.35,7.65,5.04,4.96
2020,1,53.12000172,-1.489143103,Derbyshire,80.85,9.15,1.32,8.68
2020,1,54.97485,-7.34835,Derry and Strabane,80.08,9.92,2.45,7.55
2020,1,50.69579545,-3.719311364,Devon,78.51,11.49,0.65,9.35
2020,1,53.53558889,-1.136133333,Doncaster,80.77,9.23,6.47,3.53
2020,1,50.78630385,-2.228388462,Dorset,79.7,10.3,0.76,9.24
2020,1,52.49144615,-2.114861538,Dudley,81.82,8.18,2.19,7.81
2020,1,55.01490909,-3.784663636,Dumfries and Galloway,82.22,7.78,1.85,8.15
2020,1,56.4646,-2.9203,Dundee City,82.6,7.4,5.89,4.11
2020,1,54.74779643,-1.589642857,Durham,79.52,10.48,5.36,4.64
2020,1,51.5288625,-0.3293625,Ealing,78.5,11.5,3.52,6.48
2020,1,55.56655,-4.388391667,East Ayrshire,81.16,8.84,1.53,8.47
2020,1,55.93512,-4.24652,East Dunbartonshire,79.94,10.06,5.75,4.25
2020,1,55.983925,-2.8457375,East Lothian,79.99,10.01,2.19,7.81
2020,1,55.78048,-4.3428,East Renfrewshire,81.92,8.08,2.65,7.35
2020,1,53.816005,-0.49142,East Riding of Yorkshire,82.66,7.34,3.21,6.79
2020,1,50.92780323,0.306025806,East Sussex,78.67,11.33,0.62,9.38
2020,1,55.9414625,-3.323325,"Edinburgh, City of",81.7,8.3,3.06,6.94
2020,1,58.209,-6.387,Eilean Siar,80.96,9.04,2.18,7.82
2020,1,51.63712,-0.08266,Enfield,78.64,11.36,4.46,5.54
2020,1,51.75509254,0.542498507,Essex,78.89,11.11,5.79,4.21
2020,1,56.01055,-3.778175,Falkirk,82.18,7.82,6.23,3.77
2020,1,54.59,-7.29,Fermanagh and Omagh,80.76,9.24,3.93,6.07
2020,1,56.17235217,-3.165756522,Fife,80.08,9.92,6.58,3.42
2020,1,53.22044615,-3.130053846,Flintshire,81.94,8.06,1.8,8.2
2020,1,54.94215,-1.64974,Gateshead,78.24,11.76,3.92,6.08
2020,1,55.855225,-4.271525,Glasgow City,81.35,8.65,6.01,3.99
2020,1,51.79496765,-2.205320588,Gloucestershire,80.67,9.33,1.82,8.18
2020,1,51.4735,0.0595,Greenwich,78.54,11.46,4.25,5.75
2020,1,52.97142857,-4.160785714,Gwynedd,82.87,7.13,0.99,9.01
2020,1,51.5414,-0.0266,Hackney,81.61,8.39,2.5,7.5
2020,1,53.37233333,-2.751666667,Halton,82.01,7.99,3.46,6.54
2020,1,51.4828,-0.195,Hammersmith and Fulham,80.45,9.55,5.52,4.48
2020,1,51.0235375,-1.232942188,Hampshire,82.07,7.93,6.94,3.06
2020,1,51.59103333,-0.101633333,Haringey,80.42,9.58,2.91,7.09
2020,1,51.59421667,-0.3493,Harrow,81.75,8.25,2.94,7.06
2020,1,54.6764,-1.1994,Hartlepool,79.21,10.79,4.8,5.2
2020,1,51.563,0.2147,Havering,79.99,10.01,0.55,9.45
2020,1,52.1251625,-2.721725,Herefordshire,78.05,11.95,5.34,4.66
2020,1,51.77312745,-0.263427451,Hertfordshire,82.33,7.67,1.51,8.49
2020,1,57.67166154,-4.247092308,Highland,79.04,10.96,6.67,3.33
2020,1,51.541975,-0.4593625,Hillingdon,80.82,9.18,3.58,6.42
2020,1,51.4582,-0.39195,Hounslow,80.33,9.67,3.4,6.6
2020,1,55.92778,-4.75406,Inverclyde,82.59,7.41,2.22,7.78
2020,1,53.29063333,-4.307083333,Isle of Anglesey,81.62,8.38,6.77,3.23
2020,1,50.69328462,-1.267792308,Isle of Wight,79.16,10.84,0.9,9.1
2020,1,51.548,-0.09985,Islington,78.62,11.38,6.48,3.52
2020,1,51.5,-0.19,Kensington and Chelsea,79.93,10.07,3.91,6.09
2020,1,51.26558125,0.738851042,Kent,79.18,10.82,6.8,3.2
2020,1,53.76906667,-0.350266667,"Kingston upon Hull, City of",81.09,8.91,3.67,6.33
2020,1,51.40215,-0.30325,Kingston upon Thames,79.01,10.99,0.96,9.04
2020,1,53.6477,-1.730757895,Kirklees,80.75,9.25,1.4,8.6
2020,1,53.42288333,-2.848516667,Knowsley,79.55,10.45,6.85,3.15
2020,1,51.4604,-0.116266667,Lambeth,80.26,9.74,2.86,7.14
2020,1,53.76817015,-2.614720896,Lancashire,80.99,9.01,4.62,5.38
2020,1,53.82412,-1.544528,Leeds,82.6,7.4,6.41,3.59
2020,1,52.641875,-1.133375,Leicester,81.92,8.08,2.13,7.87
2020,1,52.67251778,-1.221202222,Leicestershire,82.78,7.22,3.63,6.37
2020,1,51.4452,-0.0207,Lewisham,81.67,8.33,4.01,5.99
2020,1,53.05613774,-0.239167925,Lincolnshire,79.64,10.36,3.72,6.28
2020,1,54.5167,-6.0333,Lisburn and Castlereagh,82.63,7.37,5.53,4.47
2020,1,53.40767778,-2.930188889,Liverpool,79.64,10.36,5,5
2020,1,51.5072,-0.1275,"London, City of",80.48,9.52,5.07,4.93
2020,1,51.900075,-0.436675,Luton,81.18,8.82,3.43,6.57
2020,1,53.4387,-2.24568,Manchester,78.6,11.4,6.14,3.86
2020,1,51.37633333,0.518,Medway,78.66,11.34,1.96,8.04
2020,1,51.72346667,-3.3432,Merthyr Tydfil,78.56,11.44,3.04,6.96
2020,1,51.406925,-0.196675,Merton,80.87,9.13,4.94,5.06
2020,1,54.647,-6.745,Mid Ulster,80.7,9.3,6.73,3.27
2020,1,54.5349,-1.20765,Middlesbrough,80.61,9.39,6.84,3.16
2020,1,55.86435,-3.107733333,Midlothian,81.53,8.47,1.5,8.5
2020,1,52.05383636,-0.763636364,Milton Keynes,79.11,10.89,2.5,7.5
2020,1,51.6918,-2.815683333,Monmouthshire,78.99,11.01,3.49,6.51
2020,1,57.63918,-3.2279,Moray,81.93,8.07,5.62,4.38
2020,1,51.67286429,-3.7719,Neath Port Talbot,80.64,9.36,6.56,3.44
2020,1,54.996675,-1.64345,Newcastle upon Tyne,81.61,8.39,0.85,9.15
2020,1,51.53643333,0.020166667,Newham,82.35,7.65,6.25,3.75
2020,1,51.58096,-2.99458,Newport,78.96,11.04,6.01,3.99
2020,1,54.0991,-6.249,"Newry, Mourne and Down",79.97,10.03,3.41,6.59
2020,1,52.67440926,1.107016667,Norfolk,78.74,11.26,3.46,6.54
2020,1,55.68323636,-4.736736364,North Ayrshire,80.61,9.39,5.87,4.13
2020,1,53.5532625,-0.107425,North East Lincolnshire,80.84,9.16,3.41,6.59
2020,1,55.84690526,-3.967689474,North Lanarkshire,81.48,8.52,1.06,8.94
2020,1,53.57768571,-0.644621429,North Lincolnshire,82.86,7.14,4.53,5.47
2020,1,51.40061538,-2.798376923,North Somerset,82.57,7.43,3.81,6.19
2020,1,55.0259625,-1.474825,North Tyneside,82.58,7.42,1.99,8.01
2020,1,54.12231333,-1.309256667,North Yorkshire,80.64,9.36,3.9,6.1
2020,1,52.29424643,-0.792964286,Northamptonshire,81.61,8.39,5.55,4.45
2020,1,55.15079,-1.732905,Northumberland,80.37,9.63,6.63,3.37
2020,1,52.95825,-1.17325,Nottingham,78.88,11.12,1.54,8.46
2020,1,53.06355476,-1.107161905,Nottinghamshire,80.61,9.39,6.74,3.26
2020,1,53.53538,-2.12168,Oldham,81.26,8.74,0.61,9.39
2020,1,58.981,-2.96,Orkney Islands,81.24,8.76,6.12,3.88
2020,1,51.74759714,-1.27488,Oxfordshire,82.48,7.52,6.23,3.77
2020,1,51.7541875,-4.9396625,Pembrokeshire,82.57,7.43,4.15,5.85
2020,1,56.451075,-3.514775,Perth and Kinross,82.02,7.98,2.24,7.76
2020,1,50.38364,-4.11648,Plymouth,82.23,7.77,1.64,8.36
2020,1,50.726975,-1.9848,Poole,80.29,9.71,4.07,5.93
2020,1,50.82606667,-1.0744,Portsmouth,78.72,11.28,3.27,6.73
2020,1,52.24998333,-3.424783333,Powys,82.19,7.81,0.91,9.09
2020,1,51.4597,-0.995566667,Reading,80,10,1.71,8.29
2020,1,51.5705,0.06015,Redbridge,79.6,10.4,2.46,7.54
2020,1,54.5653,-1.059163636,Redcar and Cleveland,81.94,8.06,1.37,8.63
2020,1,55.85837,-4.51079,Renfrewshire,81.54,8.46,2.29,7.71
2020,1,51.62219167,-3.4239375,Rhondda Cynon Taff,79.82,10.18,4.79,5.21
2020,1,51.46445,-0.30745,Richmond upon Thames,82.05,7.95,1.84,8.16
2020,1,53.6072,-2.154542857,Rochdale,80.72,9.28,4.49,5.51
2020,1,53.4392,-1.312393333,Rotherham,82.61,7.39,4.18,5.82
2020,1,52.63025,-0.72775,Rutland,82.25,7.75,5.98,4.02
2020,1,53.49658889,-2.363588889,Salford,79.51,10.49,4.51,5.49
2020,1,52.4992,-2.009775,Sandwell,79.02,10.98,6.08,3.92
2020,1,55.62052222,-2.676055556,"Scottish Borders, The",78.17,11.83,1.53,8.47
2020,1,53.52422,-3.00157,Sefton,80.84,9.16,1.35,8.65
2020,1,53.39685714,-1.485642857,Sheffield,79.24,10.76,2.62,7.38
2020,1,60.155,-1.145,Shetland Islands,79,11,0.92,9.08
2020,1,52.68353478,-2.706543478,Shropshire,80.23,9.77,2.15,7.85
2020,1,51.49675,-0.55605,Slough,79.67,10.33,6.5,3.5
2020,1,52.42352222,-1.732688889,Solihull,81.62,8.38,4.03,5.97
2020,1,51.080875,-2.8844625,Somerset,79.68,10.32,3.56,6.44
2020,1,55.44415,-4.672216667,South Ayrshire,82.08,7.92,2.65,7.35
2020,1,51.5312,-2.485092857,South Gloucestershire,82.28,7.72,6.23,3.77
2020,1,55.74473846,-4.002261538,South Lanarkshire,80.9,9.1,1.49,8.51
2020,1,54.95444,-1.47962,South Tyneside,78.42,11.58,5.89,4.11
2020,1,50.9,-1.4,Southampton,81.06,8.94,1.66,8.34
2020,1,51.5419,0.755933333,Southend-on-Sea,79.81,10.19,1.55,8.45
2020,1,53.46109,-2.71413,St. Helens,80.29,9.71,6.19,3.81
2020,1,52.81114043,-2.033102128,Staffordshire,78.93,11.07,0.84,9.16
2020,1,56.13984286,-3.972257143,Stirling,82.11,7.89,2.77,7.23
2020,1,53.39133333,-2.133744444,Stockport,80.49,9.51,1.8,8.2
2020,1,54.56015,-1.310725,Stockton-on-Tees,81.29,8.71,2.12,7.88
2020,1,53.0156,-2.16074,Stoke-on-Trent,78.58,11.42,2.5,7.5
2020,1,52.23130556,1.116736111,Suffolk,79.16,10.84,6.11,3.89
2020,1,54.88501429,-1.449128571,Sunderland,78.15,11.85,2.04,7.96
2020,1,51.29146092,-0.427617241,Surrey,81.5,8.5,2.99,7.01
2020,1,51.36614,-0.19064,Sutton,78.3,11.7,6.99,3.01
2020,1,51.63607273,-4.003781818,Swansea,80.3,9.7,7,3
2020,1,51.57133333,-1.761166667,Swindon,81.32,8.68,6.25,3.75
2020,1,53.47818571,-2.087014286,Tameside,82.66,7.34,4.61,5.39
2020,1,52.68716667,-2.465811111,Telford and Wrekin,81.4,8.6,6.9,3.1
2020,1,51.4951,0.330514286,Thurrock,78.69,11.31,0.66,9.34
2020,1,50.47,-3.53,Torbay,79.83,10.17,4.27,5.73
2020,1,51.69511429,-3.035214286,Torfaen,79.58,10.42,5.58,4.42
2020,1,51.5159,-0.0606,Tower Hamlets,80.05,9.95,6.31,3.69
2020,1,53.421,-2.360366667,Trafford,79.42,10.58,2.08,7.92
2020,1,51.42071111,-3.341977778,"Vale of Glamorgan, The",79.23,10.77,5.75,4.25
2020,1,53.66297222,-1.394683333,Wakefield,79.34,10.66,3.75,6.25
2020,1,52.60443,-1.96842,Walsall,82.35,7.65,4.34,5.66
2020,1,51.59386667,0.000166667,Waltham Forest,81.24,8.76,4.43,5.57
2020,1,51.4492,-0.17225,Wandsworth,82.68,7.32,3.22,6.78
2020,1,53.407925,-2.5846125,Warrington,78.79,11.21,6.54,3.46
2020,1,52.35788,-1.554836,Warwickshire,80.85,9.15,3.34,6.66
2020,1,51.42730833,-1.2708,West Berkshire,78.78,11.22,6.01,3.99
2020,1,55.95195714,-4.510085714,West Dunbartonshire,81.04,8.96,3.25,6.75
2020,1,55.8906,-3.59928,West Lothian,79.88,10.12,0.54,9.46
2020,1,50.90101224,-0.465836735,West Sussex,79.74,10.26,3.92,6.08
2020,1,53.51954667,-2.586386667,Wigan,81.21,8.79,0.75,9.25
2020,1,51.32301724,-1.982255172,Wiltshire,79.7,10.3,2.87,7.13
2020,1,51.46113,-0.64631,Windsor and Maidenhead,81,9,6.14,3.86
2020,1,53.38508571,-3.065042857,Wirral,79,11,6.42,3.58
2020,1,51.4305,-0.894166667,Wokingham,78.21,11.79,4.7,5.3
2020,1,52.59348,-2.11376,Wolverhampton,82.78,7.22,0.57,9.43
2020,1,52.2454875,-2.134854167,Worcestershire,79.13,10.87,1.03,8.97
2020,1,53.03311111,-3.026888889,Wrexham,78.06,11.94,4.06,5.94
2020,1,53.97185833,-1.081066667,York,81.67,8.33,1.52,8.48
,1,,,,79.19,10.81,2.93,7.07
2020,2,57.14183333,-2.191283333,Aberdeen City,79.27,10.73,3.94,6.06
2020,2,57.31228889,-2.280072222,Aberdeenshire,80.87,9.13,6.38,3.62
2020,2,56.6134,-2.733785714,Angus,79.62,10.38,3.56,6.44
2020,2,54.7173,-6.2055,Antrim and Newtownabbey,79.47,10.53,6.93,3.07
2020,2,54.648,-5.7575,Ards and North Down,79.34,10.66,1.82,8.18
2020,2,55.95574286,-5.0767,Argyll and Bute,79.96,10.04,4.95,5.05
2020,2,54.343,-6.26,"Armagh, Banbridge and Craigavon",81.73,8.27,3.27,6.73
2020,2,51.53985,0.1111,Barking and Dagenham,79.67,10.33,3.32,6.68
2020,2,51.61631111,-0.201277778,Barnet,81.18,8.82,0.76,9.24
2020,2,53.544575,-1.466408333,Barnsley,81.12,8.88,2.18,7.82
2020,2,51.35338,-2.45187,Bath and North East Somerset,80.47,9.53,4.64,5.36
2020,2,52.1215125,-0.4917375,Bedford,81.65,8.35,6.84,3.16
2020,2,54.5964,-5.93,Belfast,78.41,11.59,1.1,8.9
2020,2,51.456175,0.131975,Bexley,80.22,9.78,3.37,6.63
2020,2,52.46904545,-1.896454545,Birmingham,78.57,11.43,5.37,4.63
2020,2,53.723,-2.4715,Blackburn with Darwen,80.39,9.61,4.3,5.7
2020,2,53.8331,-3.04565,Blackpool,81.72,8.28,1.32,8.68
2020,2,51.7711125,-3.1861375,Blaenau Gwent,80.52,9.48,6.42,3.58
2020,2,53.56385714,-2.459685714,Bolton,80.47,9.53,1.1,8.9
2020,2,50.71675,-1.862,Bournemouth,78.46,11.54,2.43,7.57
2020,2,51.41836,-0.75592,Bracknell Forest,79,11,0.75,9.25
2020,2,53.84582,-1.85269,Bradford,80.01,9.99,3.01,6.99
2020,2,51.5751,-0.29395,Brent,78.04,11.96,1.81,8.19
2020,2,51.54256,-3.62778,Bridgend,79.89,10.11,3.77,6.23
2020,2,50.839275,-0.130525,Brighton and Hove,82.35,7.65,4.72,5.28
2020,2,51.46086667,-2.608733333,"Bristol, City of",79.14,10.86,3.29,6.71
2020,2,51.3873875,0.0403,Bromley,78.1,11.9,0.83,9.17
2020,2,51.68953103,-0.711589655,Buckinghamshire,81.74,8.26,3.02,6.98
2020,2,53.58355,-2.310533333,Bury,82.17,7.83,3.14,6.86
2020,2,51.65393889,-3.2005,Caerphilly,82.51,7.49,5.76,4.24
2020,2,53.71190769,-1.896553846,Calderdale,81.88,8.12,3.12,6.88
2020,2,52.32057447,0.027317021,Cambridgeshire,80.78,9.22,5.22,4.78
2020,2,51.5444,-0.1315,Camden,78.67,11.33,5.08,4.92
2020,2,51.51916667,-3.250266667,Cardiff,82.92,7.08,3.04,6.96
2020,2,51.75977,-4.20512,Carmarthenshire,79.1,10.9,6.85,3.15
2020,2,52.00438421,-0.439589474,Central Bedfordshire,82.4,7.6,2.58,7.42
2020,2,52.2566,-4.22025,Ceredigion,81.76,8.24,5.83,4.17
2020,2,53.22929,-2.301205,Cheshire East,80.76,9.24,1.26,8.74
2020,2,53.24336316,-2.769231579,Cheshire West and Chester,81.23,8.77,2.24,7.76
2020,2,56.13676667,-3.755716667,Clackmannanshire,78.19,11.81,3.12,6.88
2020,2,53.27466667,-3.781833333,Conwy,81.8,8.2,1.36,8.64
2020,2,50.338445,-4.956985,Cornwall,79.19,10.81,1.62,8.38
2020,2,52.43905,-1.4953,Coventry,81.2,8.8,3.96,6.04
2020,2,51.36222,-0.09864,Croydon,78.4,11.6,2.18,7.82
2020,2,54.556875,-3.153328571,Cumbria,80.07,9.93,2.05,7.95
2020,2,54.527,-1.5526,Darlington,81.35,8.65,1.77,8.23
2020,2,53.22842857,-3.398857143,Denbighshire,80.22,9.78,1.27,8.73
2020,2,52.92191429,-1.4837,Derby,79.58,10.42,3.1,6.9
2020,2,53.12000172,-1.489143103,Derbyshire,80.77,9.23,2.73,7.27
2020,2,54.97485,-7.34835,Derry and Strabane,79.77,10.23,0.6,9.4
2020,2,50.69579545,-3.719311364,Devon,79.5,10.5,2.25,7.75
2020,2,53.53558889,-1.136133333,Doncaster,81.5,8.5,1.68,8.32
2020,2,50.78630385,-2.228388462,Dorset,80.23,9.77,1.66,8.34
2020,2,52.49144615,-2.114861538,Dudley,80.53,9.47,4.82,5.18
2020,2,55.01490909,-3.784663636,Dumfries and Galloway,81.77,8.23,5.71,4.29
2020,2,56.4646,-2.9203,Dundee City,79.64,10.36,3.54,6.46
2020,2,54.74779643,-1.589642857,Durham,79.88,10.12,2.24,7.76
2020,2,51.5288625,-0.3293625,Ealing,81.94,8.06,1.26,8.74
2020,2,55.56655,-4.388391667,East Ayrshire,81.38,8.62,2.18,7.82
2020,2,55.93512,-4.24652,East Dunbartonshire,78.47,11.53,1.03,8.97
2020,2,55.983925,-2.8457375,East Lothian,79.17,10.83,1.98,8.02
2020,2,55.78048,-4.3428,East Renfrewshire,82.88,7.12,6.22,3.78
2020,2,53.816005,-0.49142,East Riding of Yorkshire,81.94,8.06,0.57,9.43
2020,2,50.92780323,0.306025806,East Sussex,78.05,11.95,2.85,7.15
2020,2,55.9414625,-3.323325,"Edinburgh, City of",79.75,10.25,6.61,3.39
2020,2,58.209,-6.387,Eilean Siar,78.27,11.73,0.88,9.12
2020,2,51.63712,-0.08266,Enfield,78.09,11.91,4.8,5.2
2020,2,51.75509254,0.542498507,Essex,78.4,11.6,5.43,4.57
2020,2,56.01055,-3.778175,Falkirk,78.71,11.29,4.7,5.3
2020,2,54.59,-7.29,Fermanagh and Omagh,79.27,10.73,1.51,8.49
2020,2,56.17235217,-3.165756522,Fife,82.17,7.83,6.01,3.99
2020,2,53.22044615,-3.130053846,Flintshire,82.22,7.78,2.69,7.31
2020,2,54.94215,-1.64974,Gateshead,81.39,8.61,2.52,7.48
2020,2,55.855225,-4.271525,Glasgow City,82.28,7.72,1.29,8.71
2020,2,51.79496765,-2.205320588,Gloucestershire,81.98,8.02,3.93,6.07
2020,2,51.4735,0.0595,Greenwich,82.99,7.01,1.83,8.17
2020,2,52.97142857,-4.160785714,Gwynedd,82.94,7.06,4.42,5.58
2020,2,51.5414,-0.0266,Hackney,78.38,11.62,2.99,7.01
2020,2,53.37233333,-2.751666667,Halton,81.97,8.03,5.82,4.18
2020,2,51.4828,-0.195,Hammersmith and Fulham,80.22,9.78,6.53,3.47
2020,2,51.0235375,-1.232942188,Hampshire,78.31,11.69,0.67,9.33
2020,2,51.59103333,-0.101633333,Haringey,78.88,11.12,6.22,3.78
2020,2,51.59421667,-0.3493,Harrow,78.27,11.73,0.66,9.34
2020,2,54.6764,-1.1994,Hartlepool,79.43,10.57,1.06,8.94
2020,2,51.563,0.2147,Havering,80.58,9.42,5.62,4.38
2020,2,52.1251625,-2.721725,Herefordshire,80.62,9.38,1.53,8.47
2020,2,51.77312745,-0.263427451,Hertfordshire,81.27,8.73,1.03,8.97
2020,2,57.67166154,-4.247092308,Highland,78.81,11.19,4.4,5.6
2020,2,51.541975,-0.4593625,Hillingdon,78.17,11.83,4.88,5.12
2020,2,51.4582,-0.39195,Hounslow,80.57,9.43,2.61,7.39
2020,2,55.92778,-4.75406,Inverclyde,80.19,9.81,4.32,5.68
2020,2,53.29063333,-4.307083333,Isle of Anglesey,82.82,7.18,0.59,9.41
2020,2,50.69328462,-1.267792308,Isle of Wight,80.49,9.51,0.59,9.41
2020,2,51.548,-0.09985,Islington,78.62,11.38,0.81,9.19
2020,2,51.5,-0.19,Kensington and Chelsea,79.73,10.27,1.75,8.25
2020,2,51.26558125,0.738851042,Kent,81.34,8.66,3.61,6.39
2020,2,53.76906667,-0.350266667,"Kingston upon Hull, City of",79.87,10.13,3.89,6.11
2020,2,51.40215,-0.30325,Kingston upon Thames,80.52,9.48,6.42,3.58
2020,2,53.6477,-1.730757895,Kirklees,81.69,8.31,1.95,8.05
2020,2,53.42288333,-2.848516667,Knowsley,82.29,7.71,5.97,4.03
2020,2,51.4604,-0.116266667,Lambeth,78.31,11.69,3.21,6.79
2020,2,53.76817015,-2.614720896,Lancashire,79.85,10.15,5.59,4.41
2020,2,53.82412,-1.544528,Leeds,79.46,10.54,6.08,3.92
2020,2,52.641875,-1.133375,Leicester,80.5,9.5,6.08,3.92
2020,2,52.67251778,-1.221202222,Leicestershire,81.79,8.21,6.23,3.77
2020,2,51.4452,-0.0207,Lewisham,82.29,7.71,4.96,5.04
2020,2,53.05613774,-0.239167925,Lincolnshire,79.62,10.38,3.63,6.37
2020,2,54.5167,-6.0333,Lisburn and Castlereagh,81.05,8.95,2.44,7.56
2020,2,53.40767778,-2.930188889,Liverpool,82.59,7.41,6.42,3.58
2020,2,51.5072,-0.1275,"London, City of",78.93,11.07,1.77,8.23
2020,2,51.900075,-0.436675,Luton,78.84,11.16,6.78,3.22
2020,2,53.4387,-2.24568,Manchester,79.56,10.44,5.82,4.18
2020,2,51.37633333,0.518,Medway,79.98,10.02,1.11,8.89
2020,2,51.72346667,-3.3432,Merthyr Tydfil,81.17,8.83,6.46,3.54
2020,2,51.406925,-0.196675,Merton,79.65,10.35,6.41,3.59
2020,2,54.647,-6.745,Mid Ulster,78.87,11.13,1.67,8.33
2020,2,54.5349,-1.20765,Middlesbrough,82.32,7.68,1.33,8.67
2020,2,55.86435,-3.107733333,Midlothian,81.31,8.69,3.81,6.19
2020,2,52.05383636,-0.763636364,Milton Keynes,82.63,7.37,3.21,6.79
2020,2,51.6918,-2.815683333,Monmouthshire,81.89,8.11,4.2,5.8
2020,2,57.63918,-3.2279,Moray,80.48,9.52,2.82,7.18
2020,2,51.67286429,-3.7719,Neath Port Talbot,82.75,7.25,1.97,8.03
2020,2,54.996675,-1.64345,Newcastle upon Tyne,79.5,10.5,4.4,5.6
2020,2,51.53643333,0.020166667,Newham,78.78,11.22,0.68,9.32
2020,2,51.58096,-2.99458,Newport,82.73,7.27,0.75,9.25
2020,2,54.0991,-6.249,"Newry, Mourne and Down",81.23,8.77,4.4,5.6
2020,2,52.67440926,1.107016667,Norfolk,82.13,7.87,1.38,8.62
2020,2,55.68323636,-4.736736364,North Ayrshire,78.13,11.87,0.72,9.28
2020,2,53.5532625,-0.107425,North East Lincolnshire,78.91,11.09,1.78,8.22
2020,2,55.84690526,-3.967689474,North Lanarkshire,82.1,7.9,5.23,4.77
2020,2,53.57768571,-0.644621429,North Lincolnshire,79.12,10.88,6.86,3.14
2020,2,51.40061538,-2.798376923,North Somerset,78.29,11.71,2.33,7.67
2020,2,55.0259625,-1.474825,North Tyneside,78.9,11.1,4.56,5.44
2020,2,54.12231333,-1.309256667,North Yorkshire,78.79,11.21,0.86,9.14
2020,2,52.29424643,-0.792964286,Northamptonshire,82.24,7.76,6.48,3.52
2020,2,55.15079,-1.732905,Northumberland,80.85,9.15,4.48,5.52
2020,2,52.95825,-1.17325,Nottingham,79.34,10.66,1.25,8.75
2020,2,53.06355476,-1.107161905,Nottinghamshire,79.62,10.38,3.89,6.11
