Stock Item Key,WWI Stock Item ID,Stock Item,Color,Selling Package,Buying Package,Brand,Size,Lead Time Days,Quantity Per Outer,Is Chiller Stock,Barcode,Tax Rate,Unit Price,Recommended Retail Price,Typical Weight Per Unit,Photo,Valid From,Valid To,Lineage Key
126,94,"""The Gu"" red shirt XML tag t-shirt (Black) L",Black,Each,Carton,N/A,L,7,12,0,N/A,7.000,18.00,26.91,0.350,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
127,93,"""The Gu"" red shirt XML tag t-shirt (Black) M",Black,Each,Carton,N/A,M,7,12,0,N/A,7.000,18.00,26.91,0.350,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
128,92,"""The Gu"" red shirt XML tag t-shirt (Black) S",Black,Each,Carton,N/A,S,7,12,0,N/A,7.000,18.00,26.91,0.300,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
129,91,"""The Gu"" red shirt XML tag t-shirt (Black) XS",Black,Each,Carton,N/A,XS,7,12,0,N/A,7.000,18.00,26.91,0.250,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
130,90,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",Black,Each,Carton,N/A,XXS,7,12,0,N/A,7.000,18.00,26.91,0.250,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
131,89,"""The Gu"" red shirt XML tag t-shirt (Black) 3XS",Black,Each,Carton,N/A,3XS,7,12,0,N/A,7.000,18.00,26.91,0.250,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
132,88,"""The Gu"" red shirt XML tag t-shirt (White) 7XL",White,Each,Carton,N/A,7XL,7,12,0,N/A,7.000,18.00,26.91,0.450,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
133,87,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",White,Each,Carton,N/A,6XL,7,12,0,N/A,7.000,18.00,26.91,0.400,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
134,86,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",White,Each,Carton,N/A,5XL,7,12,0,N/A,7.000,18.00,26.91,0.400,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
634,182,Shipping carton (Brown) 457x279x279mm,N/A,Each,Each,N/A,457x279x279mm,14,25,0,N/A,14.000,1.28,1.91,0.400,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
635,183,Shipping carton (Brown) 480x270x320mm,N/A,Each,Each,N/A,480x270x320mm,14,25,0,N/A,14.000,2.74,4.10,0.400,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
636,184,Shipping carton (Brown) 305x305x305mm,N/A,Each,Each,N/A,305x305x305mm,14,25,0,N/A,14.000,3.50,5.23,0.300,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
637,185,Shipping carton (Brown) 356x356x279mm,N/A,Each,Each,N/A,356x356x279mm,14,25,0,N/A,14.000,2.04,3.05,0.300,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
638,186,Shipping carton (Brown) 457x457x457mm,N/A,Each,Each,N/A,457x457x457mm,14,25,0,N/A,14.000,2.10,3.14,0.400,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
432,109,Superhero action jacket (Blue) XS,Blue,Each,Each,N/A,XS,12,1,0,N/A,12.000,25.00,37.38,0.300,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
433,110,Superhero action jacket (Blue) S,Blue,Each,Each,N/A,S,12,1,0,N/A,12.000,25.00,37.38,0.300,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
434,111,Superhero action jacket (Blue) M,Blue,Each,Each,N/A,M,12,1,0,N/A,12.000,30.00,44.85,0.350,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
435,112,Superhero action jacket (Blue) L,Blue,Each,Each,N/A,L,12,1,0,N/A,12.000,30.00,44.85,0.350,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
436,113,Superhero action jacket (Blue) XL,Blue,Each,Each,N/A,XL,12,1,0,N/A,12.000,30.00,44.85,0.350,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
437,114,Superhero action jacket (Blue) XXL,Blue,Each,Each,N/A,XXL,12,1,0,N/A,12.000,30.00,44.85,0.350,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
438,115,Superhero action jacket (Blue) 3XL,Blue,Each,Each,N/A,3XL,12,1,0,N/A,12.000,34.00,50.83,0.400,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
439,116,Superhero action jacket (Blue) 4XL,Blue,Each,Each,N/A,4XL,12,1,0,N/A,12.000,34.00,50.83,0.400,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
440,117,Superhero action jacket (Blue) 5XL,Blue,Each,Each,N/A,5XL,12,1,0,N/A,12.000,34.00,50.83,0.400,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
441,138,Furry animal socks (Pink) S,N/A,Pair,Packet,N/A,S,12,12,0,N/A,12.000,5.00,7.48,0.100,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
442,139,Furry animal socks (Pink) M,N/A,Pair,Packet,N/A,M,12,12,0,N/A,12.000,5.00,7.48,0.100,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
443,140,Furry animal socks (Pink) L,N/A,Pair,Packet,N/A,L,12,12,0,N/A,12.000,5.00,7.48,0.100,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
444,141,Furry animal socks (Pink) XL,N/A,Pair,Packet,N/A,XL,12,12,0,N/A,12.000,5.00,7.48,0.100,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
445,220,Novelty chilli chocolates 250g,N/A,Bag,Carton,N/A,250g,3,24,1,8302039293929,3.000,8.55,12.23,0.250,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
446,221,Novelty chilli chocolates 500g,N/A,Bag,Carton,N/A,500g,3,12,1,8302039293647,3.000,14.50,20.74,0.500,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
447,222,Chocolate beetles 250g,N/A,Bag,Carton,N/A,250g,3,24,1,8792838293820,3.000,8.55,12.23,0.250,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
448,223,Chocolate echidnas 250g,N/A,Bag,Carton,N/A,250g,3,24,1,8792838293728,3.000,8.55,12.23,0.250,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
449,224,Chocolate frogs 250g,N/A,Bag,Carton,N/A,250g,3,24,1,8792838293987,3.000,8.55,12.23,0.250,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
450,225,Chocolate sharks 250g,N/A,Bag,Carton,N/A,250g,3,24,1,8792838293234,3.000,8.55,12.23,0.250,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
451,226,White chocolate snow balls 250g,N/A,Bag,Carton,N/A,250g,3,24,1,8792838293236,3.000,8.55,12.23,0.250,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
452,227,White chocolate moon rocks 250g,N/A,Bag,Carton,N/A,250g,3,24,1,8792838293289,3.000,8.55,12.23,0.250,0x,2016-05-31 23:00:00.0000000,9999-12-31 23:59:59.9999999,5
453,74,Ride on vintage American toy coupe (Black) 1/12 scale,Black,Each,Each,Northwind,1/12 scale,14,1,0,N/A,14.000,285.00,426.08,18.000,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:03:00.0000000,5
454,73,Ride on vintage American toy coupe (Red) 1/12 scale,Red,Each,Each,Northwind,1/12 scale,14,1,0,N/A,14.000,285.00,426.08,18.000,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:03:00.0000000,5
455,66,RC big wheel monster truck with remote control (Black) 1/50 scale,Black,Each,Each,Northwind,1/50 scale,14,1,0,N/A,14.000,45.00,67.28,1.800,0x,2016-05-31 23:01:00.0000000,2016-05-31 23:02:00.0000000,5
456,65,RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,Northwind,1/50 scale,14,1,0,N/A,14.000,30.00,44.85,1.700,0x,2016-05-31 23:01:00.0000000,2016-05-31 23:02:00.0000000,5
457,64,RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,Northwind,1/50 scale,14,1,0,N/A,14.000,30.00,44.85,1.700,0x,2016-05-31 23:01:00.0000000,2016-05-31 23:02:00.0000000,5
458,63,RC toy sedan car with remote control (Pink) 1/50 scale,N/A,Each,Each,Northwind,1/50 scale,14,1,0,N/A,14.000,25.00,37.38,1.500,0x,2016-05-31 23:01:00.0000000,2016-05-31 23:02:00.0000000,5
240,12,USB food flash drive - donut,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14.000,32.00,47.84,0.050,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:09:00.0000000,5
241,11,USB food flash drive - cookie,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14.000,32.00,47.84,0.050,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:09:00.0000000,5
242,10,USB food flash drive - chocolate bar,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14.000,32.00,47.84,0.050,0x,2016-05-31 23:00:00.0000000,2016-05-31 23:09:00.0000000,5
621,169,20 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,N/A,20m,14,10,0,N/A,14.000,45.00,67.28,6.000,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
622,170,20 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,N/A,50m,14,10,0,N/A,14.000,102.00,152.49,10.000,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
623,171,32 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,N/A,10m,14,10,0,N/A,14.000,32.00,47.84,5.000,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
624,172,32 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,N/A,20m,14,10,0,N/A,14.000,48.00,71.76,6.000,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
625,173,32 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,N/A,50m,14,10,0,N/A,14.000,105.00,156.98,10.000,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
626,174,Bubblewrap dispenser (Black) 1.5m,Black,Each,Each,N/A,1.5m,14,1,0,N/A,14.000,240.00,358.80,10.000,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
627,175,Bubblewrap dispenser (Blue) 1.5m,Blue,Each,Each,N/A,1.5m,14,1,0,N/A,14.000,240.00,358.80,10.000,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
628,176,Bubblewrap dispenser (Red) 1.5m,Red,Each,Each,N/A,1.5m,14,1,0,N/A,14.000,240.00,358.80,10.000,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
629,177,Shipping carton (Brown) 413x285x187mm,N/A,Each,Each,N/A,413x285x187mm,14,25,0,N/A,14.000,1.05,1.57,0.300,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
630,178,Shipping carton (Brown) 500x310x310mm,N/A,Each,Each,N/A,500x310x310mm,14,25,0,N/A,14.000,2.55,3.81,0.400,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
631,179,Shipping carton (Brown) 229x229x229mm,N/A,Each,Each,N/A,229x229x229mm,14,25,0,N/A,14.000,1.05,1.57,0.300,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
632,180,Shipping carton (Brown) 279x254x217mm,N/A,Each,Each,N/A,279x254x217mm,14,25,0,N/A,14.000,1.11,1.66,0.300,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
633,181,Shipping carton (Brown) 356x229x229mm,N/A,Each,Each,N/A,356x229x229mm,14,25,0,N/A,14.000,1.14,1.70,0.400,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
0,0,Unknown,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,0.000,0.00,0.00,0.000,0x,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999,0
1,219,Void fill 400 L bag (White) 400L,N/A,Each,Each,N/A,400L,14,10,0,N/A,14.000,50.00,74.75,1.000,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
2,218,Void fill 300 L bag (White) 300L,N/A,Each,Each,N/A,300L,14,10,0,N/A,14.000,37.50,56.06,0.750,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
3,217,Void fill 200 L bag (White) 200L,N/A,Each,Each,N/A,200L,14,10,0,N/A,14.000,25.00,37.38,0.500,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
4,216,Void fill 100 L bag (White) 100L,N/A,Each,Each,N/A,100L,14,10,0,N/A,14.000,12.50,18.69,0.250,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
5,215,Air cushion machine (Blue),N/A,Each,Each,N/A,N/A,20,1,0,N/A,20.000,1899.00,2839.01,10.000,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
6,214,Air cushion film 200mmx200mm 325m,N/A,Each,Each,N/A,325m,14,1,0,N/A,14.000,90.00,134.55,6.000,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
7,213,Air cushion film 200mmx100mm 325m,N/A,Each,Each,N/A,325m,14,1,0,N/A,14.000,87.00,130.07,5.000,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
8,212,Large  replacement blades 18mm,N/A,Each,Each,N/A,18mm,14,10,0,N/A,14.000,4.30,6.43,0.800,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
9,211,Small 9mm replacement blades 9mm,N/A,Each,Each,N/A,9mm,14,10,0,N/A,14.000,4.10,6.13,0.700,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
10,210,Packing knife with metal insert blade (Yellow) 18mm,N/A,Each,Each,N/A,18mm,14,5,0,N/A,14.000,2.40,3.59,0.500,0x,2013-01-01 00:00:00.0000000,2016-05-31 23:00:00.0000000,5
653,201,Red and white urgent despatch tape 48mmx75m,N/A,Each,Each,N/A,48mmx75m,14,24,0,N/A,14.000,3.70,5.53,0.500,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
654,202,Red and white urgent  heavy despatch tape  48mmx100m,N/A,Each,Each,N/A,48mmx100m,14,24,0,N/A,14.000,4.10,6.13,0.700,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
655,203,Tape dispenser (Black),N/A,Each,Each,N/A,N/A,20,10,0,N/A,20.000,32.00,47.84,1.000,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
656,204,Tape dispenser (Red),N/A,Each,Each,N/A,N/A,20,10,0,N/A,20.000,32.00,47.84,1.000,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
657,205,Tape dispenser (Blue),N/A,Each,Each,N/A,N/A,20,10,0,N/A,20.000,32.00,47.84,1.000,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
658,206,Permanent marker black 5mm nib (Black) 5mm,N/A,Each,Each,N/A,5mm,14,12,0,N/A,14.000,2.70,4.04,0.100,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
659,207,Permanent marker blue 5mm nib (Blue) 5mm,N/A,Each,Each,N/A,5mm,14,12,0,N/A,14.000,2.70,4.04,0.100,0x,2016-05-31 23:12:00.0000000,9999-12-31 23:59:59.9999999,5
