msft_supplytrackingid,msft_facility,msft_supply,msft_numberonhand_count,msft_burnrateperday,createdby,createdon,Supply,Supply Tracking DateOnly
ac577ebd-de78-ea11-a812-000d3a5a1fad,fe3473af-7c73-ea11-a811-000d3a5a17e3,b8e95b46-9c73-ea11-a811-000d3a5a17c5,34,28,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (SM),"Tuesday, April 7, 2020"
ae577ebd-de78-ea11-a812-000d3a5a1fad,fe3473af-7c73-ea11-a811-000d3a5a17e3,b4e95b46-9c73-ea11-a811-000d3a5a17c5,35,33,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TIE),"Tuesday, April 7, 2020"
b0577ebd-de78-ea11-a812-000d3a5a1fad,fe3473af-7c73-ea11-a811-000d3a5a17e3,b2e95b46-9c73-ea11-a811-000d3a5a17c5,24,24,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TCHNL),"Tuesday, April 7, 2020"
b2577ebd-de78-ea11-a812-000d3a5a1fad,fe3473af-7c73-ea11-a811-000d3a5a17e3,b6e95b46-9c73-ea11-a811-000d3a5a17c5,34,28,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (REG),"Tuesday, April 7, 2020"
b4577ebd-de78-ea11-a812-000d3a5a1fad,fe3473af-7c73-ea11-a811-000d3a5a17e3,aee95b46-9c73-ea11-a811-000d3a5a17c5,28,24,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (REG),"Tuesday, April 7, 2020"
b6577ebd-de78-ea11-a812-000d3a5a1fad,fe3473af-7c73-ea11-a811-000d3a5a17e3,b0e95b46-9c73-ea11-a811-000d3a5a17c5,32,26,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (SM),"Tuesday, April 7, 2020"
b8577ebd-de78-ea11-a812-000d3a5a1fad,017990c1-7c73-ea11-a811-000d3a5a17e3,b0e95b46-9c73-ea11-a811-000d3a5a17c5,28,16,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (SM),"Tuesday, April 7, 2020"
ba577ebd-de78-ea11-a812-000d3a5a1fad,017990c1-7c73-ea11-a811-000d3a5a17e3,b6e95b46-9c73-ea11-a811-000d3a5a17c5,18,18,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (REG),"Tuesday, April 7, 2020"
bc577ebd-de78-ea11-a812-000d3a5a1fad,017990c1-7c73-ea11-a811-000d3a5a17e3,b8e95b46-9c73-ea11-a811-000d3a5a17c5,18,14,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (SM),"Tuesday, April 7, 2020"
be577ebd-de78-ea11-a812-000d3a5a1fad,017990c1-7c73-ea11-a811-000d3a5a17e3,b2e95b46-9c73-ea11-a811-000d3a5a17c5,16,8,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TCHNL),"Tuesday, April 7, 2020"
c0577ebd-de78-ea11-a812-000d3a5a1fad,017990c1-7c73-ea11-a811-000d3a5a17e3,b4e95b46-9c73-ea11-a811-000d3a5a17c5,18,9,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TIE),"Tuesday, April 7, 2020"
c2577ebd-de78-ea11-a812-000d3a5a1fad,017990c1-7c73-ea11-a811-000d3a5a17e3,aee95b46-9c73-ea11-a811-000d3a5a17c5,26,17,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (REG),"Tuesday, April 7, 2020"
c4577ebd-de78-ea11-a812-000d3a5a1fad,fd4282d9-7c73-ea11-a811-000d3a5a17e3,b8e95b46-9c73-ea11-a811-000d3a5a17c5,8,8,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (SM),"Tuesday, April 7, 2020"
c6577ebd-de78-ea11-a812-000d3a5a1fad,fd4282d9-7c73-ea11-a811-000d3a5a17e3,b2e95b46-9c73-ea11-a811-000d3a5a17c5,16,6,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TCHNL),"Tuesday, April 7, 2020"
c8577ebd-de78-ea11-a812-000d3a5a1fad,fd4282d9-7c73-ea11-a811-000d3a5a17e3,b4e95b46-9c73-ea11-a811-000d3a5a17c5,16,10,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TIE),"Tuesday, April 7, 2020"
ca577ebd-de78-ea11-a812-000d3a5a1fad,fd4282d9-7c73-ea11-a811-000d3a5a17e3,b6e95b46-9c73-ea11-a811-000d3a5a17c5,8,4,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (REG),"Tuesday, April 7, 2020"
cc577ebd-de78-ea11-a812-000d3a5a1fad,fd4282d9-7c73-ea11-a811-000d3a5a17e3,b0e95b46-9c73-ea11-a811-000d3a5a17c5,15,11,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (SM),"Tuesday, April 7, 2020"
ce577ebd-de78-ea11-a812-000d3a5a1fad,fd4282d9-7c73-ea11-a811-000d3a5a17e3,aee95b46-9c73-ea11-a811-000d3a5a17c5,10,10,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (REG),"Tuesday, April 7, 2020"
d0577ebd-de78-ea11-a812-000d3a5a1fad,12db6feb-7c73-ea11-a811-000d3a5a17e3,b8e95b46-9c73-ea11-a811-000d3a5a17c5,20,16,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (SM),"Tuesday, April 7, 2020"
d2577ebd-de78-ea11-a812-000d3a5a1fad,12db6feb-7c73-ea11-a811-000d3a5a17e3,b2e95b46-9c73-ea11-a811-000d3a5a17c5,15,12,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TCHNL),"Tuesday, April 7, 2020"
d4577ebd-de78-ea11-a812-000d3a5a1fad,12db6feb-7c73-ea11-a811-000d3a5a17e3,b6e95b46-9c73-ea11-a811-000d3a5a17c5,20,17,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (REG),"Tuesday, April 7, 2020"
d6577ebd-de78-ea11-a812-000d3a5a1fad,12db6feb-7c73-ea11-a811-000d3a5a17e3,b4e95b46-9c73-ea11-a811-000d3a5a17c5,16,15,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TIE),"Tuesday, April 7, 2020"
d8577ebd-de78-ea11-a812-000d3a5a1fad,12db6feb-7c73-ea11-a811-000d3a5a17e3,aee95b46-9c73-ea11-a811-000d3a5a17c5,20,20,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (REG),"Tuesday, April 7, 2020"
da577ebd-de78-ea11-a812-000d3a5a1fad,12db6feb-7c73-ea11-a811-000d3a5a17e3,b0e95b46-9c73-ea11-a811-000d3a5a17c5,20,20,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (SM),"Tuesday, April 7, 2020"
dc577ebd-de78-ea11-a812-000d3a5a1fad,52b88c53-7a73-ea11-a811-000d3a5a17e3,b4e95b46-9c73-ea11-a811-000d3a5a17c5,21,21,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TIE),"Tuesday, April 7, 2020"
de577ebd-de78-ea11-a812-000d3a5a1fad,52b88c53-7a73-ea11-a811-000d3a5a17e3,b8e95b46-9c73-ea11-a811-000d3a5a17c5,14,13,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (SM),"Tuesday, April 7, 2020"
e0577ebd-de78-ea11-a812-000d3a5a1fad,52b88c53-7a73-ea11-a811-000d3a5a17e3,b0e95b46-9c73-ea11-a811-000d3a5a17c5,23,19,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (SM),"Tuesday, April 7, 2020"
e2577ebd-de78-ea11-a812-000d3a5a1fad,52b88c53-7a73-ea11-a811-000d3a5a17e3,b2e95b46-9c73-ea11-a811-000d3a5a17c5,22,20,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TCHNL),"Tuesday, April 7, 2020"
e4577ebd-de78-ea11-a812-000d3a5a1fad,52b88c53-7a73-ea11-a811-000d3a5a17e3,b6e95b46-9c73-ea11-a811-000d3a5a17c5,16,16,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (REG),"Tuesday, April 7, 2020"
e6577ebd-de78-ea11-a812-000d3a5a1fad,52b88c53-7a73-ea11-a811-000d3a5a17e3,aee95b46-9c73-ea11-a811-000d3a5a17c5,23,22,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (REG),"Tuesday, April 7, 2020"
e8577ebd-de78-ea11-a812-000d3a5a1fad,fe3473af-7c73-ea11-a811-000d3a5a17e3,b8e95b46-9c73-ea11-a811-000d3a5a17c5,33,29,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (SM),"Tuesday, April 7, 2020"
ea577ebd-de78-ea11-a812-000d3a5a1fad,fe3473af-7c73-ea11-a811-000d3a5a17e3,b4e95b46-9c73-ea11-a811-000d3a5a17c5,33,33,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TIE),"Tuesday, April 7, 2020"
ec577ebd-de78-ea11-a812-000d3a5a1fad,fe3473af-7c73-ea11-a811-000d3a5a17e3,b2e95b46-9c73-ea11-a811-000d3a5a17c5,22,21,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TCHNL),"Tuesday, April 7, 2020"
ee577ebd-de78-ea11-a812-000d3a5a1fad,fe3473af-7c73-ea11-a811-000d3a5a17e3,b6e95b46-9c73-ea11-a811-000d3a5a17c5,33,29,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (REG),"Tuesday, April 7, 2020"
f0577ebd-de78-ea11-a812-000d3a5a1fad,fe3473af-7c73-ea11-a811-000d3a5a17e3,aee95b46-9c73-ea11-a811-000d3a5a17c5,28,26,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (REG),"Tuesday, April 7, 2020"
f2577ebd-de78-ea11-a812-000d3a5a1fad,fe3473af-7c73-ea11-a811-000d3a5a17e3,b0e95b46-9c73-ea11-a811-000d3a5a17c5,31,28,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (SM),"Tuesday, April 7, 2020"
f4577ebd-de78-ea11-a812-000d3a5a1fad,017990c1-7c73-ea11-a811-000d3a5a17e3,b0e95b46-9c73-ea11-a811-000d3a5a17c5,28,16,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (SM),"Tuesday, April 7, 2020"
f6577ebd-de78-ea11-a812-000d3a5a1fad,017990c1-7c73-ea11-a811-000d3a5a17e3,b6e95b46-9c73-ea11-a811-000d3a5a17c5,19,16,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (REG),"Tuesday, April 7, 2020"
f8577ebd-de78-ea11-a812-000d3a5a1fad,017990c1-7c73-ea11-a811-000d3a5a17e3,b8e95b46-9c73-ea11-a811-000d3a5a17c5,19,18,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (SM),"Tuesday, April 7, 2020"
fa577ebd-de78-ea11-a812-000d3a5a1fad,017990c1-7c73-ea11-a811-000d3a5a17e3,b2e95b46-9c73-ea11-a811-000d3a5a17c5,17,13,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TCHNL),"Tuesday, April 7, 2020"
fc577ebd-de78-ea11-a812-000d3a5a1fad,017990c1-7c73-ea11-a811-000d3a5a17e3,b4e95b46-9c73-ea11-a811-000d3a5a17c5,19,17,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TIE),"Tuesday, April 7, 2020"
fe577ebd-de78-ea11-a812-000d3a5a1fad,017990c1-7c73-ea11-a811-000d3a5a17e3,aee95b46-9c73-ea11-a811-000d3a5a17c5,27,22,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (REG),"Tuesday, April 7, 2020"
00587ebd-de78-ea11-a812-000d3a5a1fad,fd4282d9-7c73-ea11-a811-000d3a5a17e3,b8e95b46-9c73-ea11-a811-000d3a5a17c5,9,7,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (SM),"Tuesday, April 7, 2020"
02587ebd-de78-ea11-a812-000d3a5a1fad,fd4282d9-7c73-ea11-a811-000d3a5a17e3,b2e95b46-9c73-ea11-a811-000d3a5a17c5,17,15,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TCHNL),"Tuesday, April 7, 2020"
04587ebd-de78-ea11-a812-000d3a5a1fad,fd4282d9-7c73-ea11-a811-000d3a5a17e3,b4e95b46-9c73-ea11-a811-000d3a5a17c5,17,11,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TIE),"Tuesday, April 7, 2020"
06587ebd-de78-ea11-a812-000d3a5a1fad,fd4282d9-7c73-ea11-a811-000d3a5a17e3,b6e95b46-9c73-ea11-a811-000d3a5a17c5,9,8,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (REG),"Tuesday, April 7, 2020"
08587ebd-de78-ea11-a812-000d3a5a1fad,fd4282d9-7c73-ea11-a811-000d3a5a17e3,b0e95b46-9c73-ea11-a811-000d3a5a17c5,16,15,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (SM),"Tuesday, April 7, 2020"
0a587ebd-de78-ea11-a812-000d3a5a1fad,fd4282d9-7c73-ea11-a811-000d3a5a17e3,aee95b46-9c73-ea11-a811-000d3a5a17c5,11,10,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (REG),"Tuesday, April 7, 2020"
0c587ebd-de78-ea11-a812-000d3a5a1fad,12db6feb-7c73-ea11-a811-000d3a5a17e3,b8e95b46-9c73-ea11-a811-000d3a5a17c5,19,18,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (SM),"Tuesday, April 7, 2020"
0e587ebd-de78-ea11-a812-000d3a5a1fad,12db6feb-7c73-ea11-a811-000d3a5a17e3,b2e95b46-9c73-ea11-a811-000d3a5a17c5,14,13,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TCHNL),"Tuesday, April 7, 2020"
10587ebd-de78-ea11-a812-000d3a5a1fad,12db6feb-7c73-ea11-a811-000d3a5a17e3,b6e95b46-9c73-ea11-a811-000d3a5a17c5,19,17,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (REG),"Tuesday, April 7, 2020"
12587ebd-de78-ea11-a812-000d3a5a1fad,12db6feb-7c73-ea11-a811-000d3a5a17e3,b4e95b46-9c73-ea11-a811-000d3a5a17c5,15,15,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TIE),"Tuesday, April 7, 2020"
14587ebd-de78-ea11-a812-000d3a5a1fad,12db6feb-7c73-ea11-a811-000d3a5a17e3,aee95b46-9c73-ea11-a811-000d3a5a17c5,19,18,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (REG),"Tuesday, April 7, 2020"
16587ebd-de78-ea11-a812-000d3a5a1fad,12db6feb-7c73-ea11-a811-000d3a5a17e3,b0e95b46-9c73-ea11-a811-000d3a5a17c5,19,18,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (SM),"Tuesday, April 7, 2020"
18587ebd-de78-ea11-a812-000d3a5a1fad,52b88c53-7a73-ea11-a811-000d3a5a17e3,b4e95b46-9c73-ea11-a811-000d3a5a17c5,21,21,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TIE),"Tuesday, April 7, 2020"
1a587ebd-de78-ea11-a812-000d3a5a1fad,52b88c53-7a73-ea11-a811-000d3a5a17e3,b8e95b46-9c73-ea11-a811-000d3a5a17c5,14,12,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (SM),"Tuesday, April 7, 2020"
1c587ebd-de78-ea11-a812-000d3a5a1fad,52b88c53-7a73-ea11-a811-000d3a5a17e3,b0e95b46-9c73-ea11-a811-000d3a5a17c5,23,21,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (SM),"Tuesday, April 7, 2020"
1e587ebd-de78-ea11-a812-000d3a5a1fad,52b88c53-7a73-ea11-a811-000d3a5a17e3,b2e95b46-9c73-ea11-a811-000d3a5a17c5,22,21,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TCHNL),"Tuesday, April 7, 2020"
20587ebd-de78-ea11-a812-000d3a5a1fad,52b88c53-7a73-ea11-a811-000d3a5a17e3,b6e95b46-9c73-ea11-a811-000d3a5a17c5,16,16,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (REG),"Tuesday, April 7, 2020"
22587ebd-de78-ea11-a812-000d3a5a1fad,52b88c53-7a73-ea11-a811-000d3a5a17e3,aee95b46-9c73-ea11-a811-000d3a5a17c5,23,23,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (REG),"Tuesday, April 7, 2020"
24587ebd-de78-ea11-a812-000d3a5a1fad,fe3473af-7c73-ea11-a811-000d3a5a17e3,b8e95b46-9c73-ea11-a811-000d3a5a17c5,33,31,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (SM),"Tuesday, April 7, 2020"
26587ebd-de78-ea11-a812-000d3a5a1fad,fe3473af-7c73-ea11-a811-000d3a5a17e3,b4e95b46-9c73-ea11-a811-000d3a5a17c5,33,33,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TIE),"Tuesday, April 7, 2020"
28587ebd-de78-ea11-a812-000d3a5a1fad,fe3473af-7c73-ea11-a811-000d3a5a17e3,b2e95b46-9c73-ea11-a811-000d3a5a17c5,22,22,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TCHNL),"Tuesday, April 7, 2020"
2a587ebd-de78-ea11-a812-000d3a5a1fad,fe3473af-7c73-ea11-a811-000d3a5a17e3,b6e95b46-9c73-ea11-a811-000d3a5a17c5,33,30,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (REG),"Tuesday, April 7, 2020"
2c587ebd-de78-ea11-a812-000d3a5a1fad,fe3473af-7c73-ea11-a811-000d3a5a17e3,aee95b46-9c73-ea11-a811-000d3a5a17c5,28,27,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (REG),"Tuesday, April 7, 2020"
2e587ebd-de78-ea11-a812-000d3a5a1fad,fe3473af-7c73-ea11-a811-000d3a5a17e3,b0e95b46-9c73-ea11-a811-000d3a5a17c5,31,2,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (SM),"Tuesday, April 7, 2020"
30587ebd-de78-ea11-a812-000d3a5a1fad,017990c1-7c73-ea11-a811-000d3a5a17e3,b0e95b46-9c73-ea11-a811-000d3a5a17c5,28,22,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (SM),"Tuesday, April 7, 2020"
32587ebd-de78-ea11-a812-000d3a5a1fad,017990c1-7c73-ea11-a811-000d3a5a17e3,b6e95b46-9c73-ea11-a811-000d3a5a17c5,19,17,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (REG),"Tuesday, April 7, 2020"
34587ebd-de78-ea11-a812-000d3a5a1fad,017990c1-7c73-ea11-a811-000d3a5a17e3,b8e95b46-9c73-ea11-a811-000d3a5a17c5,19,18,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (SM),"Tuesday, April 7, 2020"
36587ebd-de78-ea11-a812-000d3a5a1fad,017990c1-7c73-ea11-a811-000d3a5a17e3,b2e95b46-9c73-ea11-a811-000d3a5a17c5,17,15,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TCHNL),"Tuesday, April 7, 2020"
38587ebd-de78-ea11-a812-000d3a5a1fad,017990c1-7c73-ea11-a811-000d3a5a17e3,b4e95b46-9c73-ea11-a811-000d3a5a17c5,19,18,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TIE),"Tuesday, April 7, 2020"
3a587ebd-de78-ea11-a812-000d3a5a1fad,017990c1-7c73-ea11-a811-000d3a5a17e3,aee95b46-9c73-ea11-a811-000d3a5a17c5,27,24,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (REG),"Tuesday, April 7, 2020"
3c587ebd-de78-ea11-a812-000d3a5a1fad,fd4282d9-7c73-ea11-a811-000d3a5a17e3,b8e95b46-9c73-ea11-a811-000d3a5a17c5,9,8,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (SM),"Tuesday, April 7, 2020"
3e587ebd-de78-ea11-a812-000d3a5a1fad,fd4282d9-7c73-ea11-a811-000d3a5a17e3,b2e95b46-9c73-ea11-a811-000d3a5a17c5,17,16,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TCHNL),"Tuesday, April 7, 2020"
40587ebd-de78-ea11-a812-000d3a5a1fad,fd4282d9-7c73-ea11-a811-000d3a5a17e3,b4e95b46-9c73-ea11-a811-000d3a5a17c5,17,16,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Masks w/ Shield (TIE),"Tuesday, April 7, 2020"
42587ebd-de78-ea11-a812-000d3a5a1fad,fd4282d9-7c73-ea11-a811-000d3a5a17e3,b6e95b46-9c73-ea11-a811-000d3a5a17c5,9,9,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (REG),"Tuesday, April 7, 2020"
44587ebd-de78-ea11-a812-000d3a5a1fad,fd4282d9-7c73-ea11-a811-000d3a5a17e3,b0e95b46-9c73-ea11-a811-000d3a5a17c5,16,14,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (SM),"Tuesday, April 7, 2020"
46587ebd-de78-ea11-a812-000d3a5a1fad,fd4282d9-7c73-ea11-a811-000d3a5a17e3,aee95b46-9c73-ea11-a811-000d3a5a17c5,11,11,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,Duckbill w/ Shield (REG),"Tuesday, April 7, 2020"
48587ebd-de78-ea11-a812-000d3a5a1fad,12db6feb-7c73-ea11-a811-000d3a5a17e3,b8e95b46-9c73-ea11-a811-000d3a5a17c5,19,18,08c066e0-5870-ea11-a811-000d3a5a1bf8,07-04-2020 14:47,N-95 (SM),"Tuesday, April 7, 2020"
