msft_locationid,msft_locationname,msft_factility,msft_floor,msft_unit,msft_acuity,COVID Location,msft_alternatesiteflag,msft_totalbeds,msft_surgebeds,msft_blockedbeds,msft_effectiveenddate,msft_effectivestatedate,Acuity,Acuity ICU,msft_acuitytype_code,Acuity Type
aaae552a-9c73-ea11-a811-000d3a5a14b6,BAL - 4W - CARD,fd4282d9-7c73-ea11-a811-000d3a5a17e3,BAL - 4W,CARD,8869775c-8d73-ea11-a811-000d3a5a17e3,Yes,False,10,,9,,43921.58333,CARD - Cardiology,Acute Care,299600000,Acute Care
acae552a-9c73-ea11-a811-000d3a5a14b6,BAL - 4E - CCU,fd4282d9-7c73-ea11-a811-000d3a5a17e3,BAL - 4E,CCU,fec03102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,8,,43921.58333,CCU - Coronary Care Unit,Acute Care,299600000,Acute Care
b4ae552a-9c73-ea11-a811-000d3a5a14b6,BMV - 3E - MED SURG,12db6feb-7c73-ea11-a811-000d3a5a17e3,BMV - 3E,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,2,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
b6ae552a-9c73-ea11-a811-000d3a5a14b6,BMV - 4W - GEN SURG,12db6feb-7c73-ea11-a811-000d3a5a17e3,BMV - 4W,GEN SURG,00c13102-8a73-ea11-a811-000d3a5a17c5,No,False,10,,2,,43921.58333,GEN SURG - General Surgery,Non-Acute Care,299600001,Non-Acute Care
b8ae552a-9c73-ea11-a811-000d3a5a14b6,BMV - 4E - TELE,12db6feb-7c73-ea11-a811-000d3a5a17e3,BMV - 4E,TELE,16c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,8,,43921.58333,TELE - Telehealth,Acute Care,299600000,Acute Care
baae552a-9c73-ea11-a811-000d3a5a14b6,BMV - 5W - CARD,12db6feb-7c73-ea11-a811-000d3a5a17e3,BMV - 5W,CARD,8869775c-8d73-ea11-a811-000d3a5a17e3,Yes,False,10,,2,,43921.58333,CARD - Cardiology,Acute Care,299600000,Acute Care
ccae552a-9c73-ea11-a811-000d3a5a14b6,SacW - 3E - MED SURG,3dfd4a93-8173-ea11-a811-000d3a5a17e3,SacW - 3E,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,9,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
ceae552a-9c73-ea11-a811-000d3a5a14b6,SacW - 4W - GEN SURG,3dfd4a93-8173-ea11-a811-000d3a5a17e3,SacW - 4W,GEN SURG,00c13102-8a73-ea11-a811-000d3a5a17c5,No,False,10,,6,,43921.58333,GEN SURG - General Surgery,Non-Acute Care,299600001,Non-Acute Care
d0ae552a-9c73-ea11-a811-000d3a5a14b6,SacW - 4E - TELE,3dfd4a93-8173-ea11-a811-000d3a5a17e3,SacW - 4E,TELE,16c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,5,,43921.58333,TELE - Telehealth,Acute Care,299600000,Acute Care
d2ae552a-9c73-ea11-a811-000d3a5a14b6,SacW - 5W - CARD,3dfd4a93-8173-ea11-a811-000d3a5a17e3,SacW - 5W,CARD,8869775c-8d73-ea11-a811-000d3a5a17e3,Yes,False,10,,8,,43921.58333,CARD - Cardiology,Acute Care,299600000,Acute Care
e2ae552a-9c73-ea11-a811-000d3a5a14b6,BBS - 3W - GEN SURG,a00d0fe1-8173-ea11-a811-000d3a5a17e3,BBS - 3W,GEN SURG,00c13102-8a73-ea11-a811-000d3a5a17c5,No,False,10,,7,,43921.58333,GEN SURG - General Surgery,Non-Acute Care,299600001,Non-Acute Care
e4ae552a-9c73-ea11-a811-000d3a5a14b6,BBS - 3E - MED SURG,a00d0fe1-8173-ea11-a811-000d3a5a17e3,BBS - 3E,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,9,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
e6ae552a-9c73-ea11-a811-000d3a5a14b6,BBS - 4W - CARD,a00d0fe1-8173-ea11-a811-000d3a5a17e3,BBS - 4W,CARD,8869775c-8d73-ea11-a811-000d3a5a17e3,Yes,False,10,,5,,43921.58333,CARD - Cardiology,Acute Care,299600000,Acute Care
e8ae552a-9c73-ea11-a811-000d3a5a14b6,BBS - 4E - CCU,a00d0fe1-8173-ea11-a811-000d3a5a17e3,BBS - 4E,CCU,fec03102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,3,,43921.58333,CCU - Coronary Care Unit,Acute Care,299600000,Acute Care
f6ae552a-9c73-ea11-a811-000d3a5a14b6,CBC - 5N - TELE,b297e82e-8273-ea11-a811-000d3a5a17e3,CBC - 5N,TELE,16c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,4,,43921.58333,TELE - Telehealth,Acute Care,299600000,Acute Care
f8ae552a-9c73-ea11-a811-000d3a5a14b6,CBC - 5S - MED SURG,b297e82e-8273-ea11-a811-000d3a5a17e3,CBC - 5S,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,3,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
00af552a-9c73-ea11-a811-000d3a5a14b6,TSN - 3E - MED SURG,51181332-8873-ea11-a811-000d3a5a17e3,TSN - 3E,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,No,False,10,,6,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
02af552a-9c73-ea11-a811-000d3a5a14b6,TSN - 4W - GEN SURG,51181332-8873-ea11-a811-000d3a5a17e3,TSN - 4W,GEN SURG,00c13102-8a73-ea11-a811-000d3a5a17c5,No,False,10,,9,,43921.58333,GEN SURG - General Surgery,Non-Acute Care,299600001,Non-Acute Care
04af552a-9c73-ea11-a811-000d3a5a14b6,TSN - 4E - TELE,51181332-8873-ea11-a811-000d3a5a17e3,TSN - 4E,TELE,16c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,4,,43921.58333,TELE - Telehealth,Acute Care,299600000,Acute Care
06af552a-9c73-ea11-a811-000d3a5a14b6,TSN - 5W - CARD,51181332-8873-ea11-a811-000d3a5a17e3,TSN - 5W,CARD,8869775c-8d73-ea11-a811-000d3a5a17e3,Yes,False,10,,5,,43921.58333,CARD - Cardiology,Acute Care,299600000,Acute Care
1eaf552a-9c73-ea11-a811-000d3a5a14b6,GJ - 5N - TELE,e0f4db67-8873-ea11-a811-000d3a5a17e3,GJ - 5N,TELE,16c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,2,,43921.58333,TELE - Telehealth,Acute Care,299600000,Acute Care
20af552a-9c73-ea11-a811-000d3a5a14b6,GJ - 5S - MED SURG,e0f4db67-8873-ea11-a811-000d3a5a17e3,GJ - 5S,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,5,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
698c95d8-ac73-ea11-a811-000d3a5a1707,StL - 3E - MED SURG,8287e9d1-7f73-ea11-a811-000d3a5a1bf8,StL - 3E,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,8,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
6b8c95d8-ac73-ea11-a811-000d3a5a1707,StL - 4W - GEN SURG,8287e9d1-7f73-ea11-a811-000d3a5a1bf8,StL - 4W,GEN SURG,00c13102-8a73-ea11-a811-000d3a5a17c5,No,False,10,,9,,43921.58333,GEN SURG - General Surgery,Non-Acute Care,299600001,Non-Acute Care
6d8c95d8-ac73-ea11-a811-000d3a5a1707,StL - 4E - TELE,8287e9d1-7f73-ea11-a811-000d3a5a1bf8,StL - 4E,TELE,16c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,4,,43921.58333,TELE - Telehealth,Acute Care,299600000,Acute Care
6f8c95d8-ac73-ea11-a811-000d3a5a1707,StL - 5W - CARD,8287e9d1-7f73-ea11-a811-000d3a5a1bf8,StL - 5W,CARD,8869775c-8d73-ea11-a811-000d3a5a17e3,Yes,False,10,,7,,43921.58333,CARD - Cardiology,Acute Care,299600000,Acute Care
7f8c95d8-ac73-ea11-a811-000d3a5a1707,StA - 3W - GEN SURG,cd45f71f-8073-ea11-a811-000d3a5a1bf8,StA - 3W,GEN SURG,00c13102-8a73-ea11-a811-000d3a5a17c5,No,False,10,,6,,43921.58333,GEN SURG - General Surgery,Non-Acute Care,299600001,Non-Acute Care
818c95d8-ac73-ea11-a811-000d3a5a1707,StA - 3E - MED SURG,cd45f71f-8073-ea11-a811-000d3a5a1bf8,StA - 3E,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,6,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
838c95d8-ac73-ea11-a811-000d3a5a1707,StA - 4W - CARD,cd45f71f-8073-ea11-a811-000d3a5a1bf8,StA - 4W,CARD,8869775c-8d73-ea11-a811-000d3a5a17e3,Yes,False,10,,8,,43921.58333,CARD - Cardiology,Acute Care,299600000,Acute Care
858c95d8-ac73-ea11-a811-000d3a5a1707,StA - 4E - CCU,cd45f71f-8073-ea11-a811-000d3a5a1bf8,StA - 4E,CCU,fec03102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,5,,43921.58333,CCU - Coronary Care Unit,Acute Care,299600000,Acute Care
8d8c95d8-ac73-ea11-a811-000d3a5a1707,DMG - 2E - MED SURG,adf2a8a4-8073-ea11-a811-000d3a5a1bf8,DMG - 2E,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,7,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
8f8c95d8-ac73-ea11-a811-000d3a5a1707,DMG - 3W - GEN SURG,adf2a8a4-8073-ea11-a811-000d3a5a1bf8,DMG - 3W,GEN SURG,00c13102-8a73-ea11-a811-000d3a5a17c5,No,False,10,,4,,43921.58333,GEN SURG - General Surgery,Non-Acute Care,299600001,Non-Acute Care
918c95d8-ac73-ea11-a811-000d3a5a1707,DMG - 3E - TELE,adf2a8a4-8073-ea11-a811-000d3a5a1bf8,DMG - 3E,TELE,16c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,9,,43921.58333,TELE - Telehealth,Acute Care,299600000,Acute Care
938c95d8-ac73-ea11-a811-000d3a5a1707,DMG - 4W - CARD,adf2a8a4-8073-ea11-a811-000d3a5a1bf8,DMG - 4W,CARD,8869775c-8d73-ea11-a811-000d3a5a17e3,Yes,False,10,,5,,43921.58333,CARD - Cardiology,Acute Care,299600000,Acute Care
a58c95d8-ac73-ea11-a811-000d3a5a1707,MWK - 2S - MED SURG,7f495ac4-8073-ea11-a811-000d3a5a1bf8,MWK - 2S,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,7,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
a78c95d8-ac73-ea11-a811-000d3a5a1707,MWK - 3N - GEN SURG,7f495ac4-8073-ea11-a811-000d3a5a1bf8,MWK - 3N,GEN SURG,00c13102-8a73-ea11-a811-000d3a5a17c5,No,False,10,,9,,43921.58333,GEN SURG - General Surgery,Non-Acute Care,299600001,Non-Acute Care
a98c95d8-ac73-ea11-a811-000d3a5a1707,MWK - 3S - TELE,7f495ac4-8073-ea11-a811-000d3a5a1bf8,MWK - 3S,TELE,16c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,9,,43921.58333,TELE - Telehealth,Acute Care,299600000,Acute Care
ab8c95d8-ac73-ea11-a811-000d3a5a1707,MWK - 4N - CARD,7f495ac4-8073-ea11-a811-000d3a5a1bf8,MWK - 4N,CARD,8869775c-8d73-ea11-a811-000d3a5a17e3,Yes,False,10,,8,,43921.58333,CARD - Cardiology,Acute Care,299600000,Acute Care
bb8c95d8-ac73-ea11-a811-000d3a5a1707,BUCK - 2W - GEN SURG,fc687ff9-7b73-ea11-a811-000d3a5a1bf8,BUCK - 2W,GEN SURG,00c13102-8a73-ea11-a811-000d3a5a17c5,No,False,10,,7,,43921.58333,GEN SURG - General Surgery,Non-Acute Care,299600001,Non-Acute Care
bd8c95d8-ac73-ea11-a811-000d3a5a1707,BUCK - 2E - MED SURG,fc687ff9-7b73-ea11-a811-000d3a5a1bf8,BUCK - 2E,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,9,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
bf8c95d8-ac73-ea11-a811-000d3a5a1707,BUCK - 3W - CARD,fc687ff9-7b73-ea11-a811-000d3a5a1bf8,BUCK - 3W,CARD,8869775c-8d73-ea11-a811-000d3a5a17e3,Yes,False,10,,5,,43921.58333,CARD - Cardiology,Acute Care,299600000,Acute Care
c18c95d8-ac73-ea11-a811-000d3a5a1707,BUCK - 3E - CCU,fc687ff9-7b73-ea11-a811-000d3a5a1bf8,BUCK - 3E,CCU,fec03102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,6,,43921.58333,CCU - Coronary Care Unit,Acute Care,299600000,Acute Care
c98c95d8-ac73-ea11-a811-000d3a5a1707,MC - 2E - MED SURG,0decc90b-7c73-ea11-a811-000d3a5a1bf8,MC - 2E,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,7,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
cb8c95d8-ac73-ea11-a811-000d3a5a1707,MC - 3W - GEN SURG,0decc90b-7c73-ea11-a811-000d3a5a1bf8,MC - 3W,GEN SURG,00c13102-8a73-ea11-a811-000d3a5a17c5,No,False,10,,9,,43921.58333,GEN SURG - General Surgery,Non-Acute Care,299600001,Non-Acute Care
cd8c95d8-ac73-ea11-a811-000d3a5a1707,MC - 3E - TELE,0decc90b-7c73-ea11-a811-000d3a5a1bf8,MC - 3E,TELE,16c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,8,,43921.58333,TELE - Telehealth,Acute Care,299600000,Acute Care
cf8c95d8-ac73-ea11-a811-000d3a5a1707,MC - 4W - CARD,0decc90b-7c73-ea11-a811-000d3a5a1bf8,MC - 4W,CARD,8869775c-8d73-ea11-a811-000d3a5a17e3,Yes,False,10,,7,,43921.58333,CARD - Cardiology,Acute Care,299600000,Acute Care
e78c95d8-ac73-ea11-a811-000d3a5a1707,VOLC - 5N - TELE,6dccfd41-7c73-ea11-a811-000d3a5a1bf8,VOLC - 5N,TELE,16c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,8,,43921.58333,TELE - Telehealth,Acute Care,299600000,Acute Care
e98c95d8-ac73-ea11-a811-000d3a5a1707,VOLC - 5S - MED SURG,6dccfd41-7c73-ea11-a811-000d3a5a1bf8,VOLC - 5S,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,3,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
ef8c95d8-ac73-ea11-a811-000d3a5a1707,PKC - 2W - GEN SURG,97504854-7c73-ea11-a811-000d3a5a1bf8,PKC - 2W,GEN SURG,00c13102-8a73-ea11-a811-000d3a5a17c5,No,False,10,,5,,43921.58333,GEN SURG - General Surgery,Non-Acute Care,299600001,Non-Acute Care
f18c95d8-ac73-ea11-a811-000d3a5a1707,PKC - 2E - MED SURG,97504854-7c73-ea11-a811-000d3a5a1bf8,PKC - 2E,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,7,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
f38c95d8-ac73-ea11-a811-000d3a5a1707,PKC - 3W - CARD,97504854-7c73-ea11-a811-000d3a5a1bf8,PKC - 3W,CARD,8869775c-8d73-ea11-a811-000d3a5a17e3,Yes,False,10,,9,,43921.58333,CARD - Cardiology,Acute Care,299600000,Acute Care
f58c95d8-ac73-ea11-a811-000d3a5a1707,PKC - 3E - CCU,97504854-7c73-ea11-a811-000d3a5a1bf8,PKC - 3E,CCU,fec03102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,10,,43921.58333,CCU - Coronary Care Unit,Acute Care,299600000,Acute Care
fd8c95d8-ac73-ea11-a811-000d3a5a1707,CAPB - 2E - MED SURG,96a4d548-7a73-ea11-a811-000d3a5a1bf8,CAPB - 2E,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,5,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
ff8c95d8-ac73-ea11-a811-000d3a5a1707,CAPB - 3W - GEN SURG,96a4d548-7a73-ea11-a811-000d3a5a1bf8,CAPB - 3W,GEN SURG,00c13102-8a73-ea11-a811-000d3a5a17c5,No,False,10,,9,,43921.58333,GEN SURG - General Surgery,Non-Acute Care,299600001,Non-Acute Care
018d95d8-ac73-ea11-a811-000d3a5a1707,CAPB - 3E - TELE,96a4d548-7a73-ea11-a811-000d3a5a1bf8,CAPB - 3E,TELE,16c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,8,,43921.58333,TELE - Telehealth,Acute Care,299600000,Acute Care
038d95d8-ac73-ea11-a811-000d3a5a1707,CAPB - 4W - CARD,96a4d548-7a73-ea11-a811-000d3a5a1bf8,CAPB - 4W,CARD,8869775c-8d73-ea11-a811-000d3a5a17e3,Yes,False,10,,7,,43921.58333,CARD - Cardiology,Acute Care,299600000,Acute Care
198d95d8-ac73-ea11-a811-000d3a5a1707,HAL - 5N - TELE,0740f691-7a73-ea11-a811-000d3a5a1bf8,HAL - 5N,TELE,16c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,1,,43921.58333,TELE - Telehealth,Acute Care,299600000,Acute Care
1b8d95d8-ac73-ea11-a811-000d3a5a1707,HAL - 5S - MED SURG,0740f691-7a73-ea11-a811-000d3a5a1bf8,HAL - 5S,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,6,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
218d95d8-ac73-ea11-a811-000d3a5a1707,SHEN - 2W - GEN SURG,0c524aa4-7a73-ea11-a811-000d3a5a1bf8,SHEN - 2W,GEN SURG,00c13102-8a73-ea11-a811-000d3a5a17c5,No,False,10,,3,,43921.58333,GEN SURG - General Surgery,Non-Acute Care,299600001,Non-Acute Care
238d95d8-ac73-ea11-a811-000d3a5a1707,SHEN - 2E - MED SURG,0c524aa4-7a73-ea11-a811-000d3a5a1bf8,SHEN - 2E,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,3,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
258d95d8-ac73-ea11-a811-000d3a5a1707,SHEN - 3W - CARD,0c524aa4-7a73-ea11-a811-000d3a5a1bf8,SHEN - 3W,CARD,8869775c-8d73-ea11-a811-000d3a5a17e3,Yes,False,10,,7,,43921.58333,CARD - Cardiology,Acute Care,299600000,Acute Care
278d95d8-ac73-ea11-a811-000d3a5a1707,SHEN - 3E - CCU,0c524aa4-7a73-ea11-a811-000d3a5a1bf8,SHEN - 3E,CCU,fec03102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,6,,43921.58333,CCU - Coronary Care Unit,Acute Care,299600000,Acute Care
2f8d95d8-ac73-ea11-a811-000d3a5a1707,StC - 3E - MED SURG,2cec81b6-7a73-ea11-a811-000d3a5a1bf8,StC - 3E,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,14,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
318d95d8-ac73-ea11-a811-000d3a5a1707,StC - 4W - GEN SURG,2cec81b6-7a73-ea11-a811-000d3a5a1bf8,StC - 4W,GEN SURG,00c13102-8a73-ea11-a811-000d3a5a17c5,No,False,10,,7,,43921.58333,GEN SURG - General Surgery,Non-Acute Care,299600001,Non-Acute Care
338d95d8-ac73-ea11-a811-000d3a5a1707,StC - 4E - TELE,2cec81b6-7a73-ea11-a811-000d3a5a1bf8,StC - 4E,TELE,16c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,8,,43921.58333,TELE - Telehealth,Acute Care,299600000,Acute Care
358d95d8-ac73-ea11-a811-000d3a5a1707,StC - 5W - CARD,2cec81b6-7a73-ea11-a811-000d3a5a1bf8,StC - 5W,CARD,8869775c-8d73-ea11-a811-000d3a5a17e3,Yes,False,10,,7,,43921.58333,CARD - Cardiology,Acute Care,299600000,Acute Care
478d95d8-ac73-ea11-a811-000d3a5a1707,NCG - 2S - MED SURG,c564f4ce-7a73-ea11-a811-000d3a5a1bf8,NCG - 2S,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,8,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
498d95d8-ac73-ea11-a811-000d3a5a1707,NCG - 3N - GEN SURG,c564f4ce-7a73-ea11-a811-000d3a5a1bf8,NCG - 3N,GEN SURG,00c13102-8a73-ea11-a811-000d3a5a17c5,No,False,10,,8,,43921.58333,GEN SURG - General Surgery,Non-Acute Care,299600001,Non-Acute Care
4b8d95d8-ac73-ea11-a811-000d3a5a1707,NCG - 3S - TELE,c564f4ce-7a73-ea11-a811-000d3a5a1bf8,NCG - 3S,TELE,16c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,8,,43921.58333,TELE - Telehealth,Acute Care,299600000,Acute Care
4d8d95d8-ac73-ea11-a811-000d3a5a1707,NCG - 4N - CARD,c564f4ce-7a73-ea11-a811-000d3a5a1bf8,NCG - 4N,CARD,8869775c-8d73-ea11-a811-000d3a5a17e3,Yes,False,10,,7,,43921.58333,CARD - Cardiology,Acute Care,299600000,Acute Care
658d95d8-ac73-ea11-a811-000d3a5a1707,COL - 5N - TELE,8cd82be1-7a73-ea11-a811-000d3a5a1bf8,COL - 5N,TELE,16c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,8,,43921.58333,TELE - Telehealth,Acute Care,299600000,Acute Care
678d95d8-ac73-ea11-a811-000d3a5a1707,COL - 5S - MED SURG,8cd82be1-7a73-ea11-a811-000d3a5a1bf8,COL - 5S,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,8,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
3a6c8437-b173-ea11-a811-000d3a5a1707,BOS - 3E - MED SURG,4686b07a-7b73-ea11-a811-000d3a5a1bf8,BOS - 3E,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,7,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
3c6c8437-b173-ea11-a811-000d3a5a1707,BOS - 4W - GEN SURG,4686b07a-7b73-ea11-a811-000d3a5a1bf8,BOS - 4W,GEN SURG,00c13102-8a73-ea11-a811-000d3a5a17c5,No,False,10,,7,,43921.58333,GEN SURG - General Surgery,Non-Acute Care,299600001,Non-Acute Care
3e6c8437-b173-ea11-a811-000d3a5a1707,BOS - 4E - TELE,4686b07a-7b73-ea11-a811-000d3a5a1bf8,BOS - 4E,TELE,16c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,7,,43921.58333,TELE - Telehealth,Acute Care,299600000,Acute Care
406c8437-b173-ea11-a811-000d3a5a1707,BOS - 5W - CARD,4686b07a-7b73-ea11-a811-000d3a5a1bf8,BOS - 5W,CARD,8869775c-8d73-ea11-a811-000d3a5a17e3,Yes,False,10,,7,,43921.58333,CARD - Cardiology,Acute Care,299600000,Acute Care
526c8437-b173-ea11-a811-000d3a5a1707,BRK - 2E - MED SURG,baccc486-7b73-ea11-a811-000d3a5a1bf8,BRK - 2E,MED SURG,06c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,8,,43921.58333,MED SURG - Medical Surgery,Acute Care,299600000,Acute Care
546c8437-b173-ea11-a811-000d3a5a1707,BRK - 3W - GEN SURG,baccc486-7b73-ea11-a811-000d3a5a1bf8,BRK - 3W,GEN SURG,00c13102-8a73-ea11-a811-000d3a5a17c5,No,False,10,,9,,43921.58333,GEN SURG - General Surgery,Non-Acute Care,299600001,Non-Acute Care
566c8437-b173-ea11-a811-000d3a5a1707,BRK - 3E - TELE,baccc486-7b73-ea11-a811-000d3a5a1bf8,BRK - 3E,TELE,16c13102-8a73-ea11-a811-000d3a5a17c5,Yes,False,10,,7,,43921.58333,TELE - Telehealth,Acute Care,299600000,Acute Care
