msft_covidid,msft_location,msft_covidpos,msft_covidpui,createdon,createdby,COVID Date dateonly
21ff6a3a-0e75-ea11-a811-000d3a5a1bf8,9cae552a-9c73-ea11-a811-000d3a5a14b6,2,1,43923.76223,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Thursday, April 2, 2020"
2a9353f7-e478-ea11-a811-000d3a5a1bf8,a4ae552a-9c73-ea11-a811-000d3a5a14b6,1,4,43928.6475,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
389353f7-e478-ea11-a811-000d3a5a1bf8,a8ae552a-9c73-ea11-a811-000d3a5a14b6,1,5,43928.64751,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
419353f7-e478-ea11-a811-000d3a5a1bf8,aaae552a-9c73-ea11-a811-000d3a5a14b6,8,2,43928.64751,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
439353f7-e478-ea11-a811-000d3a5a1bf8,acae552a-9c73-ea11-a811-000d3a5a14b6,4,7,43928.64751,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
64f3123a-e578-ea11-a811-000d3a5a1bf8,b0ae552a-9c73-ea11-a811-000d3a5a14b6,3,2,43928.64876,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
68f3123a-e578-ea11-a811-000d3a5a1bf8,b2ae552a-9c73-ea11-a811-000d3a5a14b6,5,4,43928.64876,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
6af3123a-e578-ea11-a811-000d3a5a1bf8,b8ae552a-9c73-ea11-a811-000d3a5a14b6,2,8,43928.64876,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
1df9185e-e578-ea11-a811-000d3a5a1bf8,c0ae552a-9c73-ea11-a811-000d3a5a14b6,2,9,43928.64949,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
2bf9185e-e578-ea11-a811-000d3a5a1bf8,c2ae552a-9c73-ea11-a811-000d3a5a14b6,2,5,43928.64949,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
2cf9185e-e578-ea11-a811-000d3a5a1bf8,c4ae552a-9c73-ea11-a811-000d3a5a14b6,2,7,43928.64949,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
3b8342ad-e578-ea11-a811-000d3a5a1bf8,7cae552a-9c73-ea11-a811-000d3a5a14b6,1,4,43928.65103,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
3e8342ad-e578-ea11-a811-000d3a5a1bf8,7eae552a-9c73-ea11-a811-000d3a5a14b6,4,1,43928.65103,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
408342ad-e578-ea11-a811-000d3a5a1bf8,80ae552a-9c73-ea11-a811-000d3a5a14b6,3,6,43928.65104,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
cd5091f5-e578-ea11-a811-000d3a5a1bf8,86ae552a-9c73-ea11-a811-000d3a5a14b6,4,1,43928.65243,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
ce5091f5-e578-ea11-a811-000d3a5a1bf8,88ae552a-9c73-ea11-a811-000d3a5a14b6,3,2,43928.65243,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
0807a51f-e678-ea11-a811-000d3a5a1bf8,6cae552a-9c73-ea11-a811-000d3a5a14b6,10,4,43928.65331,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
0a07a51f-e678-ea11-a811-000d3a5a1bf8,70ae552a-9c73-ea11-a811-000d3a5a14b6,7,2,43928.65331,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
f051b631-e678-ea11-a811-000d3a5a1bf8,76ae552a-9c73-ea11-a811-000d3a5a14b6,6,2,43928.65365,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
552e3d6e-e678-ea11-a811-000d3a5a1bf8,92ae552a-9c73-ea11-a811-000d3a5a14b6,3,3,43928.65477,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
572e3d6e-e678-ea11-a811-000d3a5a1bf8,94ae552a-9c73-ea11-a811-000d3a5a14b6,6,1,43928.65477,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
592e3d6e-e678-ea11-a811-000d3a5a1bf8,96ae552a-9c73-ea11-a811-000d3a5a14b6,2,4,43928.65477,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
9d8b457a-e678-ea11-a811-000d3a5a1bf8,a0ae552a-9c73-ea11-a811-000d3a5a14b6,5,2,43928.65503,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
ddfa9973-ec78-ea11-a811-000d3a5a1bf8,218d95d8-ac73-ea11-a811-000d3a5a1707,2,4,43928.68473,08c066e0-5870-ea11-a811-000d3a5a1bf8,"Tuesday, April 7, 2020"
2a78805e-1e74-ea11-a811-000d3a5a17e3,398d95d8-ac73-ea11-a811-000d3a5a1707,8,5,43922.57,60cb9822-2b01-4492-8d18-271a2bd1dc0f,"Wednesday, April 1, 2020"
ad1c7b64-1e74-ea11-a811-000d3a5a17e3,3f8d95d8-ac73-ea11-a811-000d3a5a1707,1,2,43922.57,60cb9822-2b01-4492-8d18-271a2bd1dc0f,"Wednesday, April 1, 2020"
e6079970-1e74-ea11-a811-000d3a5a17e3,0f8d95d8-ac73-ea11-a811-000d3a5a1707,8,8,43922.57035,60cb9822-2b01-4492-8d18-271a2bd1dc0f,"Wednesday, April 1, 2020"
c90c8c94-1e74-ea11-a811-000d3a5a17e3,1f8d95d8-ac73-ea11-a811-000d3a5a1707,4,5,43922.57098,60cb9822-2b01-4492-8d18-271a2bd1dc0f,"Wednesday, April 1, 2020"
c4e4a550-1f74-ea11-a811-000d3a5a17e3,a86c8437-b173-ea11-a811-000d3a5a1707,6,4,43922.57469,60cb9822-2b01-4492-8d18-271a2bd1dc0f,"Wednesday, April 1, 2020"
20c82d17-2f78-ea11-a811-000d3a5a17e3,038d95d8-ac73-ea11-a811-000d3a5a1707,3,2,43927.74337,b4210a61-670d-ea11-a812-000d3a5a1fad,"Monday, April 6, 2020"
81c8c649-1e74-ea11-a811-000d3a5a1bf8,058d95d8-ac73-ea11-a811-000d3a5a1707,5,9,43922.56954,60cb9822-2b01-4492-8d18-271a2bd1dc0f,"Wednesday, April 1, 2020"
88c8c649-1e74-ea11-a811-000d3a5a1bf8,078d95d8-ac73-ea11-a811-000d3a5a1707,1,2,43922.56955,60cb9822-2b01-4492-8d18-271a2bd1dc0f,"Wednesday, April 1, 2020"
60000c62-1e74-ea11-a811-000d3a5a1bf8,378d95d8-ac73-ea11-a811-000d3a5a1707,3,2,43922.56999,60cb9822-2b01-4492-8d18-271a2bd1dc0f,"Wednesday, April 1, 2020"
4e383c74-1e74-ea11-a811-000d3a5a1bf8,158d95d8-ac73-ea11-a811-000d3a5a1707,1,2,43922.57035,60cb9822-2b01-4492-8d18-271a2bd1dc0f,"Wednesday, April 1, 2020"
be259086-1e74-ea11-a811-000d3a5a1bf8,4f8d95d8-ac73-ea11-a811-000d3a5a1707,4,12,43922.57076,60cb9822-2b01-4492-8d18-271a2bd1dc0f,"Wednesday, April 1, 2020"
bf259086-1e74-ea11-a811-000d3a5a1bf8,518d95d8-ac73-ea11-a811-000d3a5a1707,5,5,43922.57076,60cb9822-2b01-4492-8d18-271a2bd1dc0f,"Wednesday, April 1, 2020"
7fbb9d9f-1e74-ea11-a811-000d3a5a1bf8,378d95d8-ac73-ea11-a811-000d3a5a1707,8,5,43922.57119,60cb9822-2b01-4492-8d18-271a2bd1dc0f,"Wednesday, April 1, 2020"
6933cc3e-1f74-ea11-a811-000d3a5a1bf8,f46c8437-b173-ea11-a811-000d3a5a1707,4,5,43922.57429,60cb9822-2b01-4492-8d18-271a2bd1dc0f,"Wednesday, April 1, 2020"
008b124b-1f74-ea11-a811-000d3a5a1bf8,cc6c8437-b173-ea11-a811-000d3a5a1707,2,4,43922.57453,60cb9822-2b01-4492-8d18-271a2bd1dc0f,"Wednesday, April 1, 2020"
ba014a5d-1f74-ea11-a811-000d3a5a1bf8,c06c8437-b173-ea11-a811-000d3a5a1707,10,10,43922.57493,60cb9822-2b01-4492-8d18-271a2bd1dc0f,"Wednesday, April 1, 2020"
bb014a5d-1f74-ea11-a811-000d3a5a1bf8,c26c8437-b173-ea11-a811-000d3a5a1707,12,10,43922.57493,60cb9822-2b01-4492-8d18-271a2bd1dc0f,"Wednesday, April 1, 2020"
e6a2a17b-1f74-ea11-a811-000d3a5a1bf8,dc6c8437-b173-ea11-a811-000d3a5a1707,15,10,43922.57542,60cb9822-2b01-4492-8d18-271a2bd1dc0f,"Wednesday, April 1, 2020"
b96ca381-1f74-ea11-a811-000d3a5a1bf8,e86c8437-b173-ea11-a811-000d3a5a1707,7,6,43922.5756,60cb9822-2b01-4492-8d18-271a2bd1dc0f,"Wednesday, April 1, 2020"
d6f92431-2e75-ea11-a811-000d3a5a1bf8,678c95d8-ac73-ea11-a811-000d3a5a1707,16,4,43923.92119,6332d21e-670d-ea11-a812-000d3a5a1fad,"Thursday, April 2, 2020"
