TransactionID,StoreLocation,ProductID,ProductName,ProductCategory,Quantity,UnitPrice,SaleDate,CustomerID
TXN2022000084,Los Angeles,SOLAR001,SunPower Panel X,Solar,1,86.89,2022-07-15 15:03:20,42428
TXN2022000085,Miami,PROD0039,Paint Safe Drop Cloth,Paint Accessories,5,166.01,2022-01-01 10:41:14,42429
TXN2022000086,Seattle,WINE001,Crimson Cabernet,Beverages - Wine,1,171.79,2022-08-14 22:52:51,42430
TXN2022000087,Mountain View,PROD0001,Pale Meadow,Paint Shades,4,207.94,2022-04-06 18:25:41,42431
TXN2022000088,Los Angeles,PROD0001,Pale Meadow,Paint Shades,2,178.84,2022-07-06 10:16:02,42432
TXN2022000089,Chicago,PROD0001,Pale Meadow,Paint Shades,2,212.24,2022-06-07 05:38:33,42433
TXN2022000090,Houston,PROD0039,Paint Safe Drop Cloth,Paint Accessories,3,90.68,2022-01-21 07:08:57,42434
TXN2022000091,Los Angeles,APP001,Winter Jacket,Apparel,3,208.72,2022-04-14 00:47:47,42435
TXN2022000092,Chicago,SOLAR001,SunPower Panel X,Solar,1,164.96,2022-11-01 21:52:54,42436
TXN2022000093,Los Angeles,SOLAR001,SunPower Panel X,Solar,5,141.5,2022-03-18 08:33:42,42437
TXN2022000094,Houston,APP002,Raincoat,Apparel,4,160.12,2022-12-27 01:02:51,42438
TXN2022000095,Chicago,APP003,Fleece Pullover,Apparel,2,146.85,2022-10-12 12:13:09,42439
TXN2022000096,Chicago,APP003,Fleece Pullover,Apparel,5,82.1,2022-07-24 15:04:36,42440
TXN2022000097,Miami,APP003,Fleece Pullover,Apparel,3,231.56,2022-08-18 05:46:44,42441
TXN2022000098,New York,WINE001,Crimson Cabernet,Beverages - Wine,1,69.39,2022-06-29 23:38:34,42442
TXN2022000099,Los Angeles,APP003,Fleece Pullover,Apparel,2,123.28,2022-03-05 04:06:59,42443
TXN2022000100,Los Angeles,WINE001,Crimson Cabernet,Beverages - Wine,5,154.05,2022-03-31 02:09:34,42444
TXN2022000101,Mountain View,PROD0001,Pale Meadow,Paint Shades,4,212.21,2022-01-07 15:05:40,42445
TXN2022000102,Los Angeles,WINE001,Crimson Cabernet,Beverages - Wine,1,224.77,2022-06-16 17:29:06,42446
TXN2022000103,Los Angeles,PROD0002,Tranquil Lavender,Paint Shades,2,184.16,2022-09-08 02:38:21,42447
TXN2022000104,Denver,APP002,Raincoat,Apparel,1,130.8,2022-09-26 14:49:53,42448
TXN2022000105,Seattle,APP001,Winter Jacket,Apparel,2,108.05,2022-01-10 10:31:01,42449
TXN2022000106,Los Angeles,APP002,Raincoat,Apparel,4,69.47,2022-08-03 00:02:18,42450
TXN2022000107,Houston,PROD0002,Tranquil Lavender,Paint Shades,3,146.08,2022-07-31 17:49:28,42451
TXN2022000108,Houston,WINE003,Velvet Merlot,Beverages - Wine,2,197.27,2022-03-07 18:02:46,42452
TXN2022000109,Seattle,WINE001,Crimson Cabernet,Beverages - Wine,5,230.97,2022-08-19 00:42:18,42453
TXN2022000110,New York,PROD0002,Tranquil Lavender,Paint Shades,3,142.67,2022-10-29 10:48:51,42454
TXN2022000111,Los Angeles,APP002,Raincoat,Apparel,2,132.71,2022-03-16 04:21:04,42455
TXN2022000112,Los Angeles,APP003,Fleece Pullover,Apparel,4,46.24,2022-03-02 17:20:18,42456
TXN2022000113,Mountain View,APP001,Winter Jacket,Apparel,4,84.37,2022-05-05 00:51:35,42457
TXN2022000114,New York,WINE003,Velvet Merlot,Beverages - Wine,4,90.75,2022-09-07 06:17:46,42458
TXN2022000115,New York,PROD0001,Pale Meadow,Paint Shades,1,190.15,2022-07-10 01:13:35,42459
TXN2022000116,Mountain View,APP001,Winter Jacket,Apparel,3,197.22,2022-01-05 14:38:06,42460
TXN2022000117,Chicago,PROD0001,Pale Meadow,Paint Shades,3,209.13,2022-03-16 21:54:46,42461
TXN2022000118,New York,WINE003,Velvet Merlot,Beverages - Wine,4,131.77,2022-08-25 16:27:20,42462
TXN2022000119,New York,WINE003,Velvet Merlot,Beverages - Wine,5,100.69,2022-03-30 14:06:45,42463
TXN2022000120,Los Angeles,PROD0002,Tranquil Lavender,Paint Shades,4,99.89,2022-08-10 10:17:01,42464
TXN2022000121,New York,PROD0002,Tranquil Lavender,Paint Shades,3,168.41,2022-05-29 16:50:52,42465
TXN2022000122,New York,WINE001,Crimson Cabernet,Beverages - Wine,5,79.43,2022-01-02 16:20:52,42466
TXN2022000123,Seattle,PROD0001,Pale Meadow,Paint Shades,5,218.0,2022-12-22 01:27:36,42467
TXN2022000124,Denver,APP002,Raincoat,Apparel,1,113.35,2022-08-01 05:10:37,42468
TXN2022000125,Los Angeles,PROD0001,Pale Meadow,Paint Shades,2,31.36,2022-10-11 11:08:15,42469
TXN2022000126,New York,PROD0039,Paint Safe Drop Cloth,Paint Accessories,1,60.94,2022-02-05 03:08:25,42470
TXN2022000127,Chicago,WINE001,Crimson Cabernet,Beverages - Wine,2,32.92,2022-10-12 08:14:53,42471
TXN2022000128,Boston,SOLAR001,SunPower Panel X,Solar,4,210.36,2022-01-24 15:52:49,42472
TXN2022000129,Houston,PROD0001,Pale Meadow,Paint Shades,2,28.44,2022-12-21 22:10:52,42473
TXN2022000130,New York,APP003,Fleece Pullover,Apparel,3,142.95,2022-08-09 02:17:23,42474
TXN2022000131,New York,PROD0039,Paint Safe Drop Cloth,Paint Accessories,5,79.43,2022-04-08 23:49:05,42475
TXN2022000132,San Francisco,SOLAR001,SunPower Panel X,Solar,2,48.2,2022-12-31 18:27:14,42476
TXN2022000133,New York,PROD0001,Pale Meadow,Paint Shades,1,51.8,2022-05-19 20:15:03,42477
TXN2022000134,Boston,WINE003,Velvet Merlot,Beverages - Wine,1,210.64,2022-07-13 12:58:34,42478
TXN2022000135,San Francisco,APP002,Raincoat,Apparel,3,167.05,2022-10-09 14:45:06,42479
TXN2022000136,Chicago,WINE001,Crimson Cabernet,Beverages - Wine,3,72.36,2022-09-10 17:28:33,42480
TXN2022000137,Seattle,PROD0001,Pale Meadow,Paint Shades,1,211.69,2022-06-06 11:18:04,42481
TXN2022000138,Houston,PROD0039,Paint Safe Drop Cloth,Paint Accessories,3,219.64,2022-05-22 01:41:51,42482
TXN2022000139,New York,APP002,Raincoat,Apparel,3,82.54,2022-10-23 09:34:04,42483
TXN2022000140,New York,APP003,Fleece Pullover,Apparel,4,111.16,2022-09-09 22:24:43,42484
TXN2022000141,Seattle,WINE001,Crimson Cabernet,Beverages - Wine,3,172.11,2022-03-14 20:02:59,42485
TXN2022000142,Los Angeles,PROD0001,Pale Meadow,Paint Shades,5,153.35,2022-07-12 02:32:18,42486
TXN2022000143,Boston,APP001,Winter Jacket,Apparel,5,122.38,2022-09-06 05:09:51,42487
TXN2022000144,Miami,WINE001,Crimson Cabernet,Beverages - Wine,3,234.21,2022-01-30 00:58:27,42488
TXN2022000145,Houston,WINE003,Velvet Merlot,Beverages - Wine,3,165.59,2022-07-04 18:15:51,42489
TXN2022000146,Seattle,PROD0039,Paint Safe Drop Cloth,Paint Accessories,2,155.17,2022-08-25 09:15:10,42490
TXN2022000147,Los Angeles,WINE003,Velvet Merlot,Beverages - Wine,4,139.5,2022-01-10 12:02:17,42491
TXN2022000148,New York,PROD0002,Tranquil Lavender,Paint Shades,2,87.95,2022-07-22 01:24:18,42492
TXN2022000149,Houston,PROD0001,Pale Meadow,Paint Shades,4,12.21,2022-10-11 06:33:42,42493
TXN2022000150,Los Angeles,PROD0001,Pale Meadow,Paint Shades,3,110.2,2022-05-14 11:30:19,42494
TXN2022000151,Mountain View,WINE001,Crimson Cabernet,Beverages - Wine,3,161.04,2022-08-08 05:57:06,42495
TXN2022000152,New York,APP002,Raincoat,Apparel,5,194.38,2022-05-12 12:41:50,42496
TXN2022000153,Seattle,APP003,Fleece Pullover,Apparel,2,87.48,2022-09-01 06:41:08,42497
TXN2022000154,San Francisco,APP003,Fleece Pullover,Apparel,3,174.08,2022-03-07 12:22:11,42498
TXN2022000155,New York,APP002,Raincoat,Apparel,4,210.01,2022-05-26 01:03:36,42499
TXN2022000156,Miami,PROD0039,Paint Safe Drop Cloth,Paint Accessories,3,40.34,2022-02-27 05:46:28,42500
TXN2022000157,New York,PROD0001,Pale Meadow,Paint Shades,3,81.23,2022-06-25 06:27:32,42501
TXN2022000158,Chicago,SOLAR001,SunPower Panel X,Solar,4,55.55,2022-10-29 03:09:23,42502
TXN2022000159,Los Angeles,APP002,Raincoat,Apparel,3,90.16,2022-05-17 00:39:15,42503
TXN2022000160,Chicago,PROD0001,Pale Meadow,Paint Shades,1,50.65,2022-05-01 14:43:22,42504
TXN2022000161,Houston,APP003,Fleece Pullover,Apparel,2,100.15,2022-11-11 17:01:40,42505
TXN2022000162,Mountain View,PROD0002,Tranquil Lavender,Paint Shades,2,70.07,2022-12-26 00:01:21,42506
TXN2022000163,New York,APP002,Raincoat,Apparel,5,125.12,2022-03-06 10:22:02,42507
TXN2022000164,Los Angeles,PROD0039,Paint Safe Drop Cloth,Paint Accessories,5,180.67,2022-10-28 14:09:49,42508
TXN2022000165,Mountain View,SOLAR001,SunPower Panel X,Solar,2,110.12,2022-07-16 17:22:15,42509
TXN2022000166,New York,PROD0039,Paint Safe Drop Cloth,Paint Accessories,3,222.99,2022-05-17 16:08:38,42510
TXN2022000167,Seattle,WINE003,Velvet Merlot,Beverages - Wine,3,210.06,2022-10-16 12:26:42,42511
TXN2022000168,Los Angeles,PROD0039,Paint Safe Drop Cloth,Paint Accessories,1,17.65,2022-11-11 01:12:03,42512
TXN2022000169,New York,PROD0039,Paint Safe Drop Cloth,Paint Accessories,4,155.04,2022-09-29 20:08:31,42513
TXN2022000170,Los Angeles,PROD0001,Pale Meadow,Paint Shades,2,10.89,2022-03-24 23:00:13,42514
TXN2022000171,Mountain View,PROD0001,Pale Meadow,Paint Shades,5,178.26,2022-09-09 04:54:40,42515
TXN2022000172,Houston,PROD0039,Paint Safe Drop Cloth,Paint Accessories,5,84.1,2022-12-31 03:55:44,42516
TXN2022000173,Seattle,SOLAR001,SunPower Panel X,Solar,1,201.78,2022-03-18 00:09:18,42517
TXN2022000174,New York,WINE001,Crimson Cabernet,Beverages - Wine,4,181.25,2022-08-26 01:31:36,42518
TXN2022000175,Boston,SOLAR001,SunPower Panel X,Solar,3,67.1,2022-06-08 12:04:27,42519
TXN2022000176,Seattle,PROD0039,Paint Safe Drop Cloth,Paint Accessories,2,15.41,2022-07-22 03:41:19,42520
TXN2022000177,Mountain View,PROD0002,Tranquil Lavender,Paint Shades,4,143.37,2022-12-08 23:52:42,42521
TXN2022000178,Seattle,WINE003,Velvet Merlot,Beverages - Wine,3,180.56,2022-04-28 13:40:38,42522
TXN2022000179,Mountain View,WINE001,Crimson Cabernet,Beverages - Wine,1,169.57,2022-12-15 07:56:13,42523
TXN2022000180,Chicago,PROD0001,Pale Meadow,Paint Shades,5,139.49,2022-05-24 13:04:12,42524
TXN2022000181,Chicago,APP002,Raincoat,Apparel,3,114.56,2022-06-18 04:27:11,42525
TXN2022000182,Chicago,WINE003,Velvet Merlot,Beverages - Wine,3,130.06,2022-12-18 20:42:48,42526
TXN2022000183,New York,APP003,Fleece Pullover,Apparel,5,238.8,2022-12-31 01:49:15,42527
TXN2022000184,Los Angeles,WINE001,Crimson Cabernet,Beverages - Wine,3,183.48,2022-05-31 00:25:54,42528
TXN2022000185,New York,APP003,Fleece Pullover,Apparel,2,146.75,2022-01-13 04:08:03,42529
TXN2022000186,San Francisco,APP001,Winter Jacket,Apparel,5,21.18,2022-02-19 23:04:51,42530
TXN2022000187,Chicago,PROD0039,Paint Safe Drop Cloth,Paint Accessories,2,45.62,2022-10-02 02:47:03,42531
TXN2022000188,Chicago,PROD0039,Paint Safe Drop Cloth,Paint Accessories,4,215.81,2022-11-24 02:41:54,42532
TXN2022000189,Houston,PROD0039,Paint Safe Drop Cloth,Paint Accessories,3,201.33,2022-08-03 15:35:18,42533
TXN2022000190,New York,PROD0002,Tranquil Lavender,Paint Shades,5,137.52,2022-09-04 08:41:30,42534
TXN2022000191,Seattle,PROD0001,Pale Meadow,Paint Shades,5,101.96,2022-07-23 07:12:11,42535
TXN2022000192,San Francisco,PROD0001,Pale Meadow,Paint Shades,2,63.97,2022-01-29 12:12:37,42536
TXN2022000193,Miami,APP002,Raincoat,Apparel,4,107.21,2022-01-05 15:02:02,42537
TXN2022000194,Houston,PROD0001,Pale Meadow,Paint Shades,3,192.26,2022-04-16 05:06:02,42538
TXN2022000195,Houston,PROD0002,Tranquil Lavender,Paint Shades,5,56.12,2022-11-30 20:15:27,42539
TXN2022000196,Chicago,WINE003,Velvet Merlot,Beverages - Wine,3,120.91,2022-07-17 17:55:26,42540
TXN2022000197,Boston,APP003,Fleece Pullover,Apparel,2,106.83,2022-08-06 20:03:32,42541
TXN2022000198,New York,WINE003,Velvet Merlot,Beverages - Wine,5,70.63,2022-03-01 04:12:26,42542
TXN2022000199,Seattle,PROD0002,Tranquil Lavender,Paint Shades,2,162.65,2022-10-30 03:01:44,42543
TXN2022000200,Chicago,APP001,Winter Jacket,Apparel,4,31.81,2022-04-30 05:11:48,42544
TXN2022000201,Chicago,PROD0002,Tranquil Lavender,Paint Shades,3,39.55,2022-05-04 08:12:13,42545
TXN2022000202,Miami,PROD0002,Tranquil Lavender,Paint Shades,1,191.45,2022-06-30 17:08:08,42546
TXN2022000203,New York,WINE003,Velvet Merlot,Beverages - Wine,3,100.9,2022-11-23 04:23:10,42547
TXN2022000204,Seattle,WINE003,Velvet Merlot,Beverages - Wine,1,141.28,2022-07-08 17:00:22,42548
TXN2022000205,New York,PROD0001,Pale Meadow,Paint Shades,5,199.85,2022-07-13 21:51:34,42549
TXN2022000206,New York,PROD0039,Paint Safe Drop Cloth,Paint Accessories,1,185.52,2022-08-24 19:58:01,42550
TXN2022000207,New York,APP003,Fleece Pullover,Apparel,2,200.3,2022-10-12 07:25:05,42551
TXN2022000208,Los Angeles,PROD0002,Tranquil Lavender,Paint Shades,4,178.84,2022-11-13 14:33:44,42552
TXN2022000209,Los Angeles,WINE001,Crimson Cabernet,Beverages - Wine,4,142.16,2022-09-04 06:36:38,42553
TXN2022000210,Denver,SOLAR001,SunPower Panel X,Solar,2,231.14,2022-05-09 02:53:54,42554
TXN2022000211,Chicago,APP003,Fleece Pullover,Apparel,5,152.34,2022-03-26 21:42:59,42555
TXN2022000212,Mountain View,APP002,Raincoat,Apparel,4,239.65,2022-08-28 17:37:25,42556
TXN2022000213,New York,WINE001,Crimson Cabernet,Beverages - Wine,1,232.12,2022-06-08 18:18:43,42557
TXN2022000214,Houston,PROD0039,Paint Safe Drop Cloth,Paint Accessories,3,175.89,2022-10-20 03:12:16,42558
TXN2022000215,Seattle,WINE001,Crimson Cabernet,Beverages - Wine,3,233.55,2022-04-20 20:52:04,42559
TXN2022000216,Miami,APP002,Raincoat,Apparel,2,188.59,2022-12-20 20:49:17,42560
TXN2022000217,Boston,PROD0039,Paint Safe Drop Cloth,Paint Accessories,1,153.31,2022-11-30 19:26:29,42561
TXN2022000218,Denver,PROD0001,Pale Meadow,Paint Shades,3,206.74,2022-07-13 01:49:12,42562
TXN2022000219,New York,APP002,Raincoat,Apparel,2,19.09,2022-05-29 02:26:16,42563
TXN2022000220,Houston,PROD0039,Paint Safe Drop Cloth,Paint Accessories,1,130.24,2022-02-12 23:36:19,42564
TXN2022000221,San Francisco,APP002,Raincoat,Apparel,4,91.98,2022-07-12 05:08:53,42565
TXN2022000222,Seattle,APP002,Raincoat,Apparel,1,156.43,2022-05-20 12:35:04,42566
TXN2022000223,Chicago,WINE001,Crimson Cabernet,Beverages - Wine,5,55.53,2022-04-02 23:00:16,42567
TXN2022000224,New York,WINE003,Velvet Merlot,Beverages - Wine,1,231.97,2022-12-13 12:31:50,42568
TXN2022000225,Los Angeles,APP001,Winter Jacket,Apparel,4,10.87,2022-04-03 08:31:26,42569
TXN2022000226,Chicago,WINE003,Velvet Merlot,Beverages - Wine,1,66.83,2022-02-13 23:54:10,42570
TXN2022000227,Los Angeles,APP002,Raincoat,Apparel,2,58.11,2022-07-22 01:16:38,42571
TXN2022000228,Chicago,APP001,Winter Jacket,Apparel,3,153.65,2022-05-04 03:25:59,42572
TXN2022000229,Los Angeles,PROD0002,Tranquil Lavender,Paint Shades,2,13.78,2022-02-21 10:27:55,42573
TXN2022000230,New York,PROD0001,Pale Meadow,Paint Shades,3,66.84,2022-11-20 10:57:39,42574
TXN2022000231,Seattle,APP001,Winter Jacket,Apparel,4,178.16,2022-03-10 09:30:02,42575
TXN2022000232,Houston,PROD0039,Paint Safe Drop Cloth,Paint Accessories,3,95.45,2022-10-24 10:30:50,42576
TXN2022000233,Seattle,APP003,Fleece Pullover,Apparel,4,44.29,2022-10-08 16:08:16,42577
TXN2022000234,Los Angeles,WINE003,Velvet Merlot,Beverages - Wine,3,150.14,2022-09-29 09:24:34,42578
TXN2022000235,Houston,APP002,Raincoat,Apparel,3,95.34,2022-12-28 09:23:55,42579
TXN2022000236,New York,PROD0002,Tranquil Lavender,Paint Shades,2,45.43,2022-10-16 12:03:28,42580
TXN2022000237,Denver,APP001,Winter Jacket,Apparel,2,32.49,2022-07-26 14:56:36,42581
TXN2022000238,Miami,PROD0002,Tranquil Lavender,Paint Shades,5,90.42,2022-10-31 10:39:01,42582
TXN2022000239,Chicago,APP001,Winter Jacket,Apparel,4,24.4,2022-05-04 03:35:00,42583
TXN2022000240,Los Angeles,PROD0002,Tranquil Lavender,Paint Shades,1,128.72,2022-08-19 11:30:07,42584
TXN2022000241,Miami,APP003,Fleece Pullover,Apparel,4,90.14,2022-11-25 21:39:08,42585
TXN2022000242,Boston,PROD0039,Paint Safe Drop Cloth,Paint Accessories,3,38.75,2022-04-21 03:49:40,42586
TXN2022000243,Houston,APP001,Winter Jacket,Apparel,2,29.38,2022-03-02 05:01:18,42587
TXN2022000244,New York,WINE003,Velvet Merlot,Beverages - Wine,1,215.36,2022-03-31 02:21:38,42588
TXN2022000245,Houston,PROD0039,Paint Safe Drop Cloth,Paint Accessories,1,101.82,2022-08-20 09:57:39,42589
TXN2022000246,Los Angeles,WINE001,Crimson Cabernet,Beverages - Wine,3,68.51,2022-01-30 14:06:32,42590
TXN2022000247,Chicago,PROD0001,Pale Meadow,Paint Shades,5,196.95,2022-07-14 01:32:45,42591
TXN2022000248,Los Angeles,PROD0039,Paint Safe Drop Cloth,Paint Accessories,2,38.71,2022-02-08 02:42:27,42592
