"Europe","France","Décor","101","Be Unique","Clicks","1","Active",33,5051,"$6,593","-69.47%",28,"$17,096","Event","Baby Boomers (45 – 60s)","Consideration","$1,542.00","$4,707","10503"
"North & Central America","Canada","Lighting","103","Enjoy the Moment","Clicks","1","Active",26,10005,"$9,668","-103.37%",51,"$14,658","Social","Gen Z (2000s - now)","Consideration","($337.00)","$1,554","4990"
"Europe","UK","Pillows & Cushions","104","Be Unique","Impressions","3","Accepted",37,13262,"$8,264","-137.69%",25,"$19,049","Email","Gen Y (80 – 2000s)","Awareness","($4,998.00)","$2,577","10785"
"Europe","Germany","Décor","107","Tailored for You","Clicks","1","Active",24,11925,"$7,273","-139.01%",57,"$6,184","In Store Displays","Gen Z (2000s - now)","Consideration","($4,652.00)","$4,521","-1089"
"South America","Mexico","Apparel and Footwear","108","Enjoy the Moment","Clicks","1","Accepted",23,3956,"$9,250","33.82%",22,"$15,790","Social","Gen Z (2000s - now)","Consideration","$5,294.00","$4,351","6540"
"South America","Mexico","Apparel and Footwear","109","Spring into Summer","Impressions","4","Accepted",25,9960,"$8,121","-118.46%",68,"$10,451","Social","Gen X (60 – 80s)","Awareness","($1,839.00)","$2,071","2330"
"North & Central America","Canada","Exercise","110","Be Unique","Clicks","1","Qualified",46,11875,"$8,465","-128.72%",28,"$7,654","In Store Displays","Gen Z (2000s - now)","Consideration","($3,410.00)","$6,440","-811"
"Asia Pacific","Korea","Décor","111","Be Unique","Impressions","4","Qualified",43,8336,"$17,627","11.46%",40,"$11,422","Social","Gen X (60 – 80s)","Awareness","$9,291.00","$3,409","-6205"
"North & Central America","USA","Décor","114","Fun with Colors","Clicks","1","Active",29,9756,"$5,197","-146.73%",14,"$18,456","Event","Gen Y (80 – 2000s)","Consideration","($4,559.00)","$3,089","13259"
"South America","Brazil","Apparel and Footwear","115","Enjoy the Moment","Clicks","1","Active",38,8496,"$5,103","-139.94%",29,"$6,799","Social","Gen Z (2000s - now)","Consideration","($3,393.00)","$1,568","1696"
"Asia Pacific","Australia","Apparel and Footwear","116","Be Unique","Impressions","4","Active",10,9181,"$11,988","-69.43%",19,"$19,348","Event","Gen X (60 – 80s)","Awareness","$2,807.00","$1,046","7360"
"Europe","Italy","Team Sports","118","Tailored for You","Clicks","1","Accepted",38,10875,"$9,935","-108.64%",54,"$15,232","TV","Gen Z (2000s - now)","Consideration","($940.00)","$1,152","5297"
"Europe","France","Lighting","119","Enjoy the Moment","Impressions","4","Accepted",11,14418,"$15,119","-95.14%",15,"$17,269","Social","Gen Z (2000s - now)","Awareness","$701.00","$2,424","2150"
"North & Central America","Canada","Electronics","121","Enjoy the Moment","Impressions","4","Accepted",27,4555,"$10,296","26.04%",80,"$7,313","Event","Baby Boomers (45 – 60s)","Awareness","$5,741.00","$4,471","-2983"
"Asia Pacific","China","Décor","122","Enjoy the Moment","Impressions","4","Active",38,16291,"$14,605","-110.35%",71,"$18,971","In Store Displays","Gen Z (2000s - now)","Awareness","($1,686.00)","$3,673","4366"
"Europe","Italy","Electronics","124","Tailored for You","Impressions","4","Active",45,10087,"$11,247","-88.50%",29,"$10,339","TV","Gen X (60 – 80s)","Awareness","$1,160.00","$1,068","-908"
"Asia Pacific","Australia","Pillows & Cushions","125","Be Unique","Add to Cart","3","Accepted",41,10821,"$12,409","-85.32%",56,"$10,914","Social","Gen Z (2000s - now)","Intent","$1,588.00","$5,489","-1495"
"South America","Brazil","Pillows & Cushions","126","Get Sporty","Checkout","2","Qualified",33,2121,"$5,418","55.45%",59,"$13,970","In Store Displays","Gen Z (2000s - now)","Purchase","$3,297.00","$1,976","8552"
"North & Central America","USA","Pillows & Cushions","127","Enjoy the Moment","Impressions","4","Accepted",19,14538,"$15,387","-94.16%",36,"$6,961","In Store Displays","Gen Z (2000s - now)","Awareness","$849.00","$2,677","-8426"
"North & Central America","USA","Team Sports","128","Spring into Summer","Impressions","2","Qualified",11,11240,"$11,620","-96.62%",68,"$17,230","TV","Baby Boomers (45 – 60s)","Awareness","$380.00","$1,455","5610"
"North & Central America","USA","Pillows & Cushions","129","Be Unique","Impressions","4","Accepted",13,6904,"$17,859","58.68%",46,"$17,681","Social","Gen X (60 – 80s)","Awareness","$10,955.00","$4,230","-178"
"Europe","Spain","Team Sports","133","Enjoy the Moment","Clicks","3","Accepted",14,15383,"$7,842","-149.02%",80,"$10,624","TV","Gen X (60 – 80s)","Consideration","($7,541.00)","$6,476","2782"
"Europe","Spain","Electronics","136","Fall into Winter","Clicks","1","Accepted",50,7959,"$12,739","-39.94%",52,"$19,242","Social","Gen Z (2000s - now)","Consideration","$4,780.00","$4,676","6503"
"Asia Pacific","India","Team Sports","138","Get Sporty","Add to Cart","3","Accepted",19,3963,"$5,496","-61.32%",61,"$15,301","TV","Baby Boomers (45 – 60s)","Intent","$1,533.00","$6,903","9805"
"Asia Pacific","Korea","Lighting","14","Tailored for You","Impressions","4","Qualified",49,14165,"$13,006","-108.18%",78,"$15,079","In Store Displays","Gen Y (80 – 2000s)","Awareness","($1,159.00)","$6,202","2073"
"South America","Mexico","Décor","140","Fall into Winter","Add to Cart","3","Active",42,8188,"$13,070","-40.38%",35,"$16,389","Event","Gen Z (2000s - now)","Intent","$4,882.00","$2,474","3319"
"North & Central America","Canada","Electronics","142","Fun with Colors","Revenue","2","Qualified",42,10761,"$10,480","-102.61%",19,"$7,379","Social","Gen Z (2000s - now)","Awareness","($281.00)","$2,606","-3101"
"Europe","UK","Pillows & Cushions","144","Be Unique","Impressions","4","Active",12,14041,"$16,859","-79.93%",57,"$13,324","TV","Gen X (60 – 80s)","Awareness","$2,818.00","$1,892","-3535"
"South America","Brazil","Décor","147","Enjoy the Moment","Impressions","4","Accepted",18,3541,"$13,945","193.82%",77,"$13,624","TV","Baby Boomers (45 – 60s)","Awareness","$10,404.00","$6,991","-321"
"Europe","Germany","Apparel and Footwear","148","Fall into Winter","Clicks","1","Active",49,12739,"$13,083","-97.30%",17,"$11,336","In Store Displays","Gen Z (2000s - now)","Consideration","$344.00","$3,172","-1747"
"South America","Mexico","Lighting","149","Fall into Winter","Impressions","4","Accepted",41,10009,"$6,285","-137.21%",39,"$8,448","Event","Baby Boomers (45 – 60s)","Awareness","($3,724.00)","$2,619","2163"
"North & Central America","USA","Lighting","15","Tailored for You","Impressions","2","Active",17,12185,"$15,670","-71.40%",24,"$5,412","Event","Baby Boomers (45 – 60s)","Awareness","$3,485.00","$6,641","-10258"
"Europe","Italy","Electronics","150","Enjoy the Moment","Impressions","2","Qualified",47,13366,"$6,815","-149.01%",46,"$14,606","Event","Baby Boomers (45 – 60s)","Awareness","($6,551.00)","$6,664","7791"
"South America","Brazil","Exercise","152","Get Sporty","Add to Cart","3","Accepted",26,13977,"$16,611","-81.15%",67,"$7,917","Event","Gen Z (2000s - now)","Intent","$2,634.00","$5,397","-8694"
"Europe","Italy","Décor","154","Be Unique","Clicks","1","Qualified",20,7812,"$5,867","-124.90%",10,"$19,049","Email","Gen X (60 – 80s)","Consideration","($1,945.00)","$4,127","13182"
"Asia Pacific","Australia","Lighting","155","Enjoy the Moment","Impressions","4","Qualified",23,7464,"$9,112","-77.92%",56,"$11,930","Event","Baby Boomers (45 – 60s)","Awareness","$1,648.00","$3,289","2818"
"North & Central America","Canada","Exercise","156","Fall into Winter","Clicks","1","Qualified",40,12962,"$16,386","-73.58%",71,"$9,989","Event","Baby Boomers (45 – 60s)","Consideration","$3,424.00","$3,172","-6397"
"Asia Pacific","Indonesia","Exercise","158","Get Sporty","Checkout","2","Active",19,14491,"$12,974","-110.47%",73,"$19,462","Social","Gen Z (2000s - now)","Purchase","($1,517.00)","$6,166","6488"
"Asia Pacific","Indonesia","Furniture","159","Enjoy the Moment","Add to Cart","3","Qualified",49,16936,"$10,246","-139.50%",75,"$18,683","TV","Gen Y (80 – 2000s)","Intent","($6,690.00)","$4,702","8437"
"South America","Brazil","Team Sports","16","Spring into Summer","Clicks","1","Accepted",15,3735,"$5,333","-57.22%",34,"$7,346","In Store Displays","Gen Z (2000s - now)","Consideration","$1,598.00","$6,040","2013"
"Europe","France","Electronics","160","Get Sporty","Add to Cart","3","Accepted",42,13988,"$11,059","-120.94%",73,"$19,059","Event","Baby Boomers (45 – 60s)","Intent","($2,929.00)","$2,223","8000"
"Asia Pacific","Indonesia","Electronics","162","Fun with Colors","Add to Cart","3","Qualified",13,14774,"$12,711","-113.96%",61,"$8,946","In Store Displays","Gen Z (2000s - now)","Intent","($2,063.00)","$1,732","-3765"
"South America","Brazil","Team Sports","163","Fun with Colors","Impressions","4","Qualified",47,5288,"$5,712","-91.98%",32,"$6,947","Event","Baby Boomers (45 – 60s)","Awareness","$424.00","$4,031","1235"
"Europe","France","Exercise","165","Be Unique","Clicks","1","Active",20,5578,"$11,703","9.81%",80,"$9,822","Email","Gen X (60 – 80s)","Consideration","$6,125.00","$3,041","-1881"
"South America","Brazil","Lighting","166","Get Sporty","Checkout","2","Active",46,8937,"$16,207","-18.65%",51,"$14,061","In Store Displays","Baby Boomers (45 – 60s)","Purchase","$7,270.00","$1,465","-2146"
"South America","Brazil","Electronics","167","Fun with Colors","Impressions","4","Accepted",34,3142,"$6,497","6.78%",12,"$6,147","TV","Gen X (60 – 80s)","Awareness","$3,355.00","$6,838","-350"
"Asia Pacific","Australia","Lighting","168","Enjoy the Moment","Revenue","2","Active",47,3669,"$16,850","259.25%",51,"$15,753","In Store Displays","Gen Z (2000s - now)","Awareness","$13,181.00","$4,203","-1097"
"South America","Mexico","Apparel and Footwear","169","Enjoy the Moment","Impressions","4","Accepted",46,5610,"$10,223","-17.77%",78,"$17,414","In Store Displays","Gen X (60 – 80s)","Awareness","$4,613.00","$6,065","7191"
"Asia Pacific","Japan","Lighting","170","Tailored for You","Revenue","1","Qualified",30,15781,"$15,642","-100.88%",75,"$10,214","TV","Gen Z (2000s - now)","Awareness","($139.00)","$2,138","-5428"
"Europe","UK","Pillows & Cushions","171","Enjoy the Moment","Add to Cart","3","Active",44,8588,"$12,642","-52.79%",66,"$11,692","In Store Displays","Gen Z (2000s - now)","Intent","$4,054.00","$2,304","-950"
"North & Central America","Canada","Lighting","173","Tailored for You","Clicks","1","Active",42,9275,"$14,804","-40.39%",49,"$17,275","Event","Gen Y (80 – 2000s)","Consideration","$5,529.00","$2,640","2471"
"North & Central America","Canada","Apparel and Footwear","174","Spring into Summer","Impressions","4","Active",45,4737,"$17,486","169.14%",30,"$11,990","Social","Baby Boomers (45 – 60s)","Awareness","$12,749.00","$3,361","-5496"
"North & Central America","USA","Décor","175","Spring into Summer","Checkout","4","Active",25,7793,"$5,318","-131.76%",40,"$16,079","Event","Gen Z (2000s - now)","Purchase","($2,475.00)","$6,094","10761"
"North & Central America","USA","Pillows & Cushions","176","Enjoy the Moment","Impressions","2","Active",31,8853,"$5,391","-139.11%",69,"$14,679","Event","Baby Boomers (45 – 60s)","Awareness","($3,462.00)","$5,394","9288"
"North & Central America","USA","Exercise","177","Fun with Colors","Clicks","3","Accepted",18,7778,"$15,850","3.78%",80,"$18,751","TV","Baby Boomers (45 – 60s)","Consideration","$8,072.00","$4,007","2901"
"South America","Brazil","Décor","178","Tailored for You","Clicks","5","Qualified",50,7858,"$9,229","-82.55%",15,"$16,528","TV","Baby Boomers (45 – 60s)","Consideration","$1,371.00","$2,156","7299"
"North & Central America","USA","Electronics","179","Be Unique","Checkout","2","Active",40,1875,"$14,995","599.73%",53,"$19,129","Email","Gen X (60 – 80s)","Purchase","$13,120.00","$5,821","4134"
"North & Central America","USA","Apparel and Footwear","18","Enjoy the Moment","Clicks","1","Accepted",27,8666,"$13,554","-43.60%",68,"$19,215","Social","Gen Z (2000s - now)","Consideration","$4,888.00","$2,572","5661"
"South America","Mexico","Décor","180","Enjoy the Moment","Impressions","4","Accepted",15,1594,"$7,197","251.51%",55,"$5,731","Social","Baby Boomers (45 – 60s)","Awareness","$5,603.00","$5,523","-1466"
"South America","Mexico","Team Sports","181","Enjoy the Moment","Clicks","3","Accepted",42,9631,"$9,702","-99.26%",53,"$7,876","TV","Gen Y (80 – 2000s)","Consideration","$71.00","$6,934","-1826"
"Europe","Germany","Apparel and Footwear","26","Fun with Colors","Clicks","1","Accepted",30,1744,"$14,865","652.35%",12,"$15,960","Event","Baby Boomers (45 – 60s)","Consideration","$13,121.00","$6,748","1095"
"Europe","Germany","Apparel and Footwear","27","Fall into Winter","Impressions","4","Qualified",23,1595,"$5,117","120.82%",71,"$8,713","Social","Gen Z (2000s - now)","Awareness","$3,522.00","$2,469","3596"
"Europe","France","Apparel and Footwear","28","Enjoy the Moment","Impressions","4","Accepted",35,16401,"$13,221","-119.39%",12,"$8,584","TV","Baby Boomers (45 – 60s)","Awareness","($3,180.00)","$1,973","-4637"
"Europe","UK","Lighting","29","Fall into Winter","Add to Cart","3","Qualified",37,10899,"$5,117","-153.05%",20,"$9,305","TV","Gen Z (2000s - now)","Intent","($5,782.00)","$3,081","4188"
"South America","Mexico","Electronics","3","Be Unique","Revenue","6","Accepted",46,7922,"$16,240","5.00%",25,"$16,038","Email","Gen X (60 – 80s)","Awareness","$8,318.00","$5,289","-202"
