CustomerId,InstitutionId,Country,City,Domain,FirstName,LastName,LatestCreditScore,Age,AgeGroup,AccountOpeningTime,Tenure,IsActive,DateTime,MonthNumber,Month,Year
132,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,443,39,Gen Y/Millennial,29.69,1,1,24:34.0,12,December,2019
1,12,Switzerland,Geneva,Retail Banking,FirstName,LastName,838,27,Gen Y/Millennial,31.76,5,1,24:35.0,7,July,2020
70,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,308,46,Gen X,21.81,1,1,24:34.0,11,November,2019
68,14,United Kingdom,London,Retail Banking,FirstName,LastName,542,18,Gen Y/Millennial,48.59,4,1,24:34.0,3,March,2020
68,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,398,20,Gen Y/Millennial,28.84,5,1,24:35.0,7,July,2020
34,20,Columbia,Bogota,Retail Banking,FirstName,LastName,315,47,Gen X,19.52,1,1,24:35.0,9,September,2020
118,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,462,30,Gen Y/Millennial,28.71,3,1,24:35.0,7,July,2020
39,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,812,61,Gen X,41.93,2,0,24:34.0,4,April,2020
75,1,Japan,Tokyo,Retail Banking,FirstName,LastName,646,25,Gen Y/Millennial,23.24,5,1,24:35.0,8,August,2020
117,1,Japan,Tokyo,Retail Banking,FirstName,LastName,455,63,Gen X,45.49,3,1,24:34.0,4,April,2020
6,10,Italy,Milano,Retail Banking,FirstName,LastName,367,63,Gen X,34.07,1,1,24:34.0,6,June,2020
19,3,Australia,Sydney,Retail Banking,FirstName,LastName,725,77,Baby Boomers,35.7,2,1,24:34.0,6,June,2020
22,2,New Zealand,Auckland,Retail Banking,FirstName,LastName,878,48,Gen X,37.39,3,1,24:34.0,6,June,2020
62,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,555,20,Gen Y/Millennial,29.84,2,0,24:34.0,12,December,2019
20,4,Australia,Melbourne,Retail Banking,FirstName,LastName,588,18,Gen Y/Millennial,26.43,4,0,24:34.0,12,December,2019
69,1,Japan,Tokyo,Retail Banking,FirstName,LastName,453,24,Gen Y/Millennial,29.75,5,1,24:34.0,7,July,2020
10,17,Brazil,Rio,Retail Banking,FirstName,LastName,764,81,Baby Boomers,23.14,1,1,24:34.0,11,November,2019
55,17,Brazil,Rio,Retail Banking,FirstName,LastName,311,26,Gen Y/Millennial,36.33,5,1,24:34.0,6,June,2020
36,7,India,Mumbai,Retail Banking,FirstName,LastName,538,51,Gen X,34.17,5,1,24:34.0,1,January,2020
25,12,Switzerland,Geneva,Retail Banking,FirstName,LastName,382,71,Baby Boomers,26.96,2,0,24:34.0,12,December,2019
58,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,339,41,Gen X,22.99,5,1,24:34.0,11,November,2019
5,7,India,Mumbai,Retail Banking,FirstName,LastName,773,25,Gen Y/Millennial,45.8,1,1,24:34.0,3,March,2020
4,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,421,72,Baby Boomers,19.05,5,0,24:35.0,9,September,2020
118,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,898,24,Gen Y/Millennial,40.15,2,1,24:34.0,2,February,2020
41,17,Brazil,Rio,Retail Banking,FirstName,LastName,575,23,Gen Y/Millennial,29.21,5,0,24:34.0,12,December,2019
28,20,Columbia,Bogota,Retail Banking,FirstName,LastName,684,74,Baby Boomers,23.57,3,1,24:35.0,9,September,2020
133,7,India,Mumbai,Retail Banking,FirstName,LastName,339,41,Gen X,22.61,2,1,24:35.0,9,September,2020
82,1,Japan,Tokyo,Retail Banking,FirstName,LastName,805,45,Gen X,22.79,1,1,24:35.0,8,August,2020
3,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,442,74,Baby Boomers,18.06,3,1,24:34.0,10,October,2019
3,8,United Arab Emirates,Dubai,Retail Banking,FirstName,LastName,767,48,Gen X,28.91,5,1,24:34.0,7,July,2020
50,20,Columbia,Bogota,Retail Banking,FirstName,LastName,422,60,Gen X,22.58,1,0,24:35.0,8,August,2020
47,7,India,Mumbai,Retail Banking,FirstName,LastName,398,75,Baby Boomers,26.2,2,1,24:34.0,11,November,2019
102,1,Japan,Tokyo,Retail Banking,FirstName,LastName,393,56,Gen X,23.95,3,1,24:35.0,8,August,2020
117,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,420,40,Gen X,22.83,1,0,24:34.0,10,October,2019
70,14,United Kingdom,London,Retail Banking,FirstName,LastName,578,79,Baby Boomers,32.49,1,1,24:35.0,7,July,2020
11,16,Finland,Helsinki,Retail Banking,FirstName,LastName,348,22,Gen Y/Millennial,37.45,5,0,24:34.0,2,February,2020
60,14,United Kingdom,London,Retail Banking,FirstName,LastName,501,43,Gen X,29.35,2,1,24:35.0,7,July,2020
7,10,Italy,Milano,Retail Banking,FirstName,LastName,495,31,Gen Y/Millennial,22.3,5,1,24:35.0,8,August,2020
9,9,Hungary,Budapest,Retail Banking,FirstName,LastName,319,66,Baby Boomers,44.67,4,1,24:34.0,4,April,2020
13,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,778,37,Gen Y/Millennial,28.79,5,1,24:34.0,7,July,2020
36,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,616,62,Gen X,18.47,2,1,24:34.0,10,October,2019
1,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,560,29,Gen Y/Millennial,25.26,2,0,24:34.0,11,November,2019
41,1,Japan,Tokyo,Retail Banking,FirstName,LastName,848,37,Gen Y/Millennial,24.42,1,1,24:35.0,8,August,2020
4,3,Australia,Sydney,Retail Banking,FirstName,LastName,549,28,Gen Y/Millennial,27.29,5,1,24:34.0,12,December,2019
94,17,Brazil,Rio,Retail Banking,FirstName,LastName,331,31,Gen Y/Millennial,31.29,3,1,24:35.0,7,July,2020
124,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,646,36,Gen Y/Millennial,25.71,5,1,24:35.0,8,August,2020
37,7,India,Mumbai,Retail Banking,FirstName,LastName,684,64,Gen X,49.71,1,1,24:34.0,3,March,2020
52,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,897,35,Gen Y/Millennial,35.76,2,1,24:34.0,6,June,2020
24,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,315,54,Gen X,20.24,5,1,24:34.0,10,October,2019
18,20,Columbia,Bogota,Retail Banking,FirstName,LastName,839,31,Gen Y/Millennial,36.52,2,1,24:34.0,6,June,2020
40,5,Singapore,Singapore,Retail Banking,FirstName,LastName,673,74,Baby Boomers,36.95,3,1,24:34.0,5,May,2020
24,14,United Kingdom,London,Retail Banking,FirstName,LastName,379,62,Gen X,46.66,5,1,24:34.0,4,April,2020
7,20,Columbia,Bogota,Retail Banking,FirstName,LastName,854,65,Baby Boomers,36.45,2,1,24:34.0,5,May,2020
71,1,Japan,Tokyo,Retail Banking,FirstName,LastName,878,54,Gen X,38.84,4,0,24:34.0,5,May,2020
4,16,Finland,Helsinki,Retail Banking,FirstName,LastName,814,18,Gen Y/Millennial,36.05,4,1,24:34.0,5,May,2020
64,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,558,34,Gen Y/Millennial,32.7,1,1,24:34.0,6,June,2020
94,20,Columbia,Bogota,Retail Banking,FirstName,LastName,671,27,Gen Y/Millennial,37.09,2,1,24:34.0,5,May,2020
67,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,419,73,Baby Boomers,34.27,5,1,24:34.0,1,January,2020
29,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,433,30,Gen Y/Millennial,25.97,5,1,24:35.0,8,August,2020
47,17,Brazil,Rio,Retail Banking,FirstName,LastName,675,65,Baby Boomers,25.93,4,1,24:34.0,11,November,2019
5,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,400,51,Gen X,29.5,5,1,24:34.0,1,January,2020
27,1,Japan,Tokyo,Retail Banking,FirstName,LastName,510,69,Baby Boomers,26.28,5,1,24:34.0,12,December,2019
16,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,762,51,Gen X,22.97,3,1,24:35.0,9,September,2020
6,13,France,Paris,Retail Banking,FirstName,LastName,758,73,Baby Boomers,47.67,5,1,24:34.0,3,March,2020
59,7,India,Mumbai,Retail Banking,FirstName,LastName,894,51,Gen X,49.44,3,1,24:34.0,3,March,2020
10,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,785,28,Gen Y/Millennial,40.44,3,0,24:34.0,2,February,2020
117,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,501,39,Gen Y/Millennial,38.17,4,1,24:34.0,2,February,2020
35,8,United Arab Emirates,Dubai,Retail Banking,FirstName,LastName,669,50,Gen X,22.77,5,1,24:35.0,8,August,2020
87,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,467,71,Baby Boomers,33.76,5,1,24:35.0,7,July,2020
84,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,720,81,Baby Boomers,21.69,2,1,24:34.0,10,October,2019
51,4,Australia,Melbourne,Retail Banking,FirstName,LastName,610,75,Baby Boomers,31.37,4,1,24:34.0,7,July,2020
6,8,United Arab Emirates,Dubai,Retail Banking,FirstName,LastName,890,78,Baby Boomers,22.4,5,1,24:35.0,8,August,2020
31,4,Australia,Melbourne,Retail Banking,FirstName,LastName,595,47,Gen X,24.1,5,0,24:34.0,11,November,2019
85,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,309,63,Gen X,33.01,3,0,24:35.0,7,July,2020
3,12,Switzerland,Geneva,Retail Banking,FirstName,LastName,414,71,Baby Boomers,36.01,3,1,24:34.0,5,May,2020
13,2,New Zealand,Auckland,Retail Banking,FirstName,LastName,814,50,Gen X,31.3,5,1,24:34.0,7,July,2020
51,15,Ireland,Dublin,Retail Banking,FirstName,LastName,686,70,Baby Boomers,24.15,4,1,24:35.0,9,September,2020
13,11,Switzerland,Zurich,Retail Banking,FirstName,LastName,604,63,Gen X,25.79,5,1,24:35.0,8,August,2020
244,7,India,Mumbai,Retail Banking,FirstName,LastName,516,24,Gen Y/Millennial,19.71,5,1,24:35.0,9,September,2020
50,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,806,45,Gen X,49.48,1,1,24:34.0,3,March,2020
30,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,751,24,Gen Y/Millennial,29.76,2,1,24:35.0,7,July,2020
31,7,India,Mumbai,Retail Banking,FirstName,LastName,371,54,Gen X,29.85,4,0,24:34.0,1,January,2020
56,1,Japan,Tokyo,Retail Banking,FirstName,LastName,689,32,Gen Y/Millennial,41.62,5,1,24:34.0,2,February,2020
78,5,Singapore,Singapore,Retail Banking,FirstName,LastName,326,28,Gen Y/Millennial,24.38,4,0,24:35.0,8,August,2020
7,7,India,Mumbai,Retail Banking,FirstName,LastName,601,25,Gen Y/Millennial,45.34,3,1,24:34.0,4,April,2020
43,4,Australia,Melbourne,Retail Banking,FirstName,LastName,390,28,Gen Y/Millennial,25.68,3,1,24:35.0,8,August,2020
71,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,300,29,Gen Y/Millennial,50.86,4,0,24:34.0,3,March,2020
7,16,Finland,Helsinki,Retail Banking,FirstName,LastName,717,76,Baby Boomers,19.05,2,0,24:35.0,9,September,2020
3,20,Columbia,Bogota,Retail Banking,FirstName,LastName,650,39,Gen Y/Millennial,29.24,5,0,24:35.0,7,July,2020
50,20,Columbia,Bogota,Retail Banking,FirstName,LastName,433,72,Baby Boomers,46.85,3,1,24:34.0,3,March,2020
131,17,Brazil,Rio,Retail Banking,FirstName,LastName,649,18,Gen Y/Millennial,22.41,5,1,24:35.0,9,September,2020
7,11,Switzerland,Zurich,Retail Banking,FirstName,LastName,518,63,Gen X,36.36,1,0,24:34.0,5,May,2020
93,7,India,Mumbai,Retail Banking,FirstName,LastName,466,52,Gen X,41.79,2,1,24:34.0,4,April,2020
2,15,Ireland,Dublin,Retail Banking,FirstName,LastName,808,63,Gen X,38.55,4,1,24:34.0,5,May,2020
44,17,Brazil,Rio,Retail Banking,FirstName,LastName,565,78,Baby Boomers,33.9,4,1,24:34.0,6,June,2020
40,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,574,35,Gen Y/Millennial,44.21,2,0,24:34.0,4,April,2020
8,9,Hungary,Budapest,Retail Banking,FirstName,LastName,725,19,Gen Y/Millennial,41.85,5,1,24:34.0,5,May,2020
7,1,Japan,Tokyo,Retail Banking,FirstName,LastName,563,37,Gen Y/Millennial,18.64,3,0,24:34.0,10,October,2019
71,1,Japan,Tokyo,Retail Banking,FirstName,LastName,805,53,Gen X,39.81,3,1,24:34.0,2,February,2020
109,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,577,18,Gen Y/Millennial,23.44,3,0,24:35.0,8,August,2020
149,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,873,72,Baby Boomers,29.21,1,0,24:34.0,1,January,2020
138,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,515,55,Gen X,18.37,3,1,24:34.0,10,October,2019
53,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,895,61,Gen X,28.16,5,1,24:34.0,12,December,2019
188,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,417,69,Baby Boomers,20.19,4,1,24:35.0,9,September,2020
10,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,874,22,Gen Y/Millennial,40.75,2,1,24:34.0,2,February,2020
22,7,India,Mumbai,Retail Banking,FirstName,LastName,346,36,Gen Y/Millennial,26.62,2,0,24:34.0,11,November,2019
3,5,Singapore,Singapore,Retail Banking,FirstName,LastName,784,37,Gen Y/Millennial,21.7,3,1,24:34.0,10,October,2019
138,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,807,33,Gen Y/Millennial,32.34,1,1,24:34.0,1,January,2020
40,4,Australia,Melbourne,Retail Banking,FirstName,LastName,816,73,Baby Boomers,21.89,5,1,24:35.0,9,September,2020
24,14,United Kingdom,London,Retail Banking,FirstName,LastName,736,69,Baby Boomers,24.89,4,1,24:35.0,8,August,2020
85,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,788,80,Baby Boomers,21.15,5,0,24:34.0,10,October,2019
107,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,593,41,Gen X,29.89,4,1,24:35.0,7,July,2020
14,11,Switzerland,Zurich,Retail Banking,FirstName,LastName,886,60,Gen X,22.5,4,1,24:35.0,8,August,2020
37,14,United Kingdom,London,Retail Banking,FirstName,LastName,708,56,Gen X,21.46,1,1,24:34.0,11,November,2019
36,4,Australia,Melbourne,Retail Banking,FirstName,LastName,701,71,Baby Boomers,31.98,4,1,24:34.0,7,July,2020
32,1,Japan,Tokyo,Retail Banking,FirstName,LastName,847,61,Gen X,23.39,4,1,24:34.0,10,October,2019
124,1,Japan,Tokyo,Retail Banking,FirstName,LastName,514,42,Gen X,25.34,1,0,24:35.0,8,August,2020
58,13,France,Paris,Retail Banking,FirstName,LastName,539,57,Gen X,27.95,5,1,24:35.0,8,August,2020
69,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,488,65,Baby Boomers,28.23,2,1,24:35.0,7,July,2020
48,12,Switzerland,Geneva,Retail Banking,FirstName,LastName,384,26,Gen Y/Millennial,24.32,4,1,24:35.0,8,August,2020
156,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,318,81,Baby Boomers,42.02,5,1,24:34.0,4,April,2020
16,1,Japan,Tokyo,Retail Banking,FirstName,LastName,387,38,Gen Y/Millennial,22.88,4,1,24:35.0,9,September,2020
69,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,372,61,Gen X,24.14,1,0,24:34.0,11,November,2019
108,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,314,28,Gen Y/Millennial,45.1,3,1,24:34.0,3,March,2020
131,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,423,21,Gen Y/Millennial,19.25,2,1,24:35.0,9,September,2020
57,14,United Kingdom,London,Retail Banking,FirstName,LastName,489,34,Gen Y/Millennial,37.85,4,1,24:34.0,2,February,2020
124,7,India,Mumbai,Retail Banking,FirstName,LastName,679,39,Gen Y/Millennial,26.25,1,1,24:35.0,8,August,2020
25,4,Australia,Melbourne,Retail Banking,FirstName,LastName,628,19,Gen Y/Millennial,25.44,4,1,24:35.0,8,August,2020
58,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,411,19,Gen Y/Millennial,34.93,5,1,24:34.0,1,January,2020
72,7,India,Mumbai,Retail Banking,FirstName,LastName,300,21,Gen Y/Millennial,37.1,1,0,24:34.0,5,May,2020
17,17,Brazil,Rio,Retail Banking,FirstName,LastName,396,67,Baby Boomers,41.54,2,1,24:34.0,4,April,2020
14,15,Ireland,Dublin,Retail Banking,FirstName,LastName,632,35,Gen Y/Millennial,33.09,5,1,24:35.0,7,July,2020
8,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,858,78,Baby Boomers,41.77,3,1,24:34.0,4,April,2020
24,13,France,Paris,Retail Banking,FirstName,LastName,750,71,Baby Boomers,40.7,3,1,24:34.0,5,May,2020
40,17,Brazil,Rio,Retail Banking,FirstName,LastName,733,74,Baby Boomers,45.56,3,1,24:34.0,4,April,2020
67,20,Columbia,Bogota,Retail Banking,FirstName,LastName,428,53,Gen X,31.47,4,1,24:35.0,7,July,2020
66,7,India,Mumbai,Retail Banking,FirstName,LastName,549,21,Gen Y/Millennial,25.05,5,0,24:34.0,11,November,2019
47,17,Brazil,Rio,Retail Banking,FirstName,LastName,420,38,Gen Y/Millennial,19.93,4,1,24:34.0,10,October,2019
44,5,Singapore,Singapore,Retail Banking,FirstName,LastName,770,20,Gen Y/Millennial,32.11,4,1,24:34.0,7,July,2020
47,17,Brazil,Rio,Retail Banking,FirstName,LastName,312,48,Gen X,29.39,4,1,24:34.0,12,December,2019
16,7,India,Mumbai,Retail Banking,FirstName,LastName,408,37,Gen Y/Millennial,37.08,4,1,24:34.0,6,June,2020
8,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,873,62,Gen X,21.95,3,1,24:34.0,11,November,2019
64,17,Brazil,Rio,Retail Banking,FirstName,LastName,374,63,Gen X,22.27,3,1,24:34.0,11,November,2019
43,1,Japan,Tokyo,Retail Banking,FirstName,LastName,599,46,Gen X,23.05,2,1,24:34.0,11,November,2019
86,10,Italy,Milano,Retail Banking,FirstName,LastName,457,57,Gen X,24.36,3,1,24:35.0,9,September,2020
184,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,713,49,Gen X,22.12,3,1,24:35.0,9,September,2020
17,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,552,21,Gen Y/Millennial,37.84,5,0,24:34.0,2,February,2020
78,1,Japan,Tokyo,Retail Banking,FirstName,LastName,421,31,Gen Y/Millennial,45.92,3,1,24:34.0,3,March,2020
4,9,Hungary,Budapest,Retail Banking,FirstName,LastName,537,36,Gen Y/Millennial,39.14,2,1,24:34.0,2,February,2020
83,7,India,Mumbai,Retail Banking,FirstName,LastName,724,72,Baby Boomers,30.81,1,1,24:34.0,7,July,2020
29,8,United Arab Emirates,Dubai,Retail Banking,FirstName,LastName,589,78,Baby Boomers,27.73,5,1,24:35.0,8,August,2020
48,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,514,49,Gen X,21.31,1,1,24:34.0,10,October,2019
159,7,India,Mumbai,Retail Banking,FirstName,LastName,437,49,Gen X,32.02,3,1,24:34.0,7,July,2020
115,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,461,28,Gen Y/Millennial,37,1,1,24:34.0,2,February,2020
16,20,Columbia,Bogota,Retail Banking,FirstName,LastName,572,40,Gen X,22.7,3,1,24:34.0,10,October,2019
22,17,Brazil,Rio,Retail Banking,FirstName,LastName,674,44,Gen X,29.7,1,1,24:35.0,7,July,2020
33,13,France,Paris,Retail Banking,FirstName,LastName,326,71,Baby Boomers,20.69,5,1,24:34.0,10,October,2019
50,14,United Kingdom,London,Retail Banking,FirstName,LastName,488,76,Baby Boomers,31.9,2,1,24:35.0,7,July,2020
23,7,India,Mumbai,Retail Banking,FirstName,LastName,581,69,Baby Boomers,24.81,1,1,24:35.0,8,August,2020
76,17,Brazil,Rio,Retail Banking,FirstName,LastName,892,44,Gen X,30.21,5,1,24:35.0,7,July,2020
17,10,Italy,Milano,Retail Banking,FirstName,LastName,576,34,Gen Y/Millennial,30.98,5,1,24:35.0,7,July,2020
119,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,648,80,Baby Boomers,46.03,4,1,24:34.0,3,March,2020
37,13,France,Paris,Retail Banking,FirstName,LastName,311,38,Gen Y/Millennial,40.3,4,0,24:34.0,5,May,2020
67,6,Thailand,Bangkok,Retail Banking,FirstName,LastName,872,48,Gen X,22.69,2,1,24:34.0,10,October,2019
12,3,Australia,Sydney,Retail Banking,FirstName,LastName,332,19,Gen Y/Millennial,19.2,4,1,24:34.0,10,October,2019
68,20,Columbia,Bogota,Retail Banking,FirstName,LastName,400,26,Gen Y/Millennial,27.87,2,0,24:35.0,8,August,2020
29,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,586,30,Gen Y/Millennial,50.64,4,1,24:34.0,3,March,2020
150,19,Argentina,Buenos Aires,Retail Banking,FirstName,LastName,497,34,Gen Y/Millennial,19.22,2,1,24:35.0,9,September,2020
53,5,Singapore,Singapore,Retail Banking,FirstName,LastName,434,34,Gen Y/Millennial,28.17,1,1,24:34.0,7,July,2020
17,4,Australia,Melbourne,Retail Banking,FirstName,LastName,886,28,Gen Y/Millennial,18.44,3,0,24:34.0,10,October,2019
12,20,Columbia,Bogota,Retail Banking,FirstName,LastName,539,38,Gen Y/Millennial,23.79,2,1,24:35.0,8,August,2020
26,20,Columbia,Bogota,Retail Banking,FirstName,LastName,389,44,Gen X,43.42,4,1,24:34.0,4,April,2020
45,7,India,Mumbai,Retail Banking,FirstName,LastName,359,23,Gen Y/Millennial,27.28,3,0,24:35.0,8,August,2020
101,13,France,Paris,Retail Banking,FirstName,LastName,846,64,Gen X,36.34,4,1,24:34.0,5,May,2020
81,18,Brazil,Sao Paulo,Retail Banking,FirstName,LastName,488,81,Baby Boomers,41.31,1,1,24:34.0,4,April,2020
44,7,India,Mumbai,Retail Banking,FirstName,LastName,392,70,Baby Boomers,41.25,2,1,24:34.0,5,May,2020
