26,nike x green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-nike x green-XS-DarkRed,nike x green Short Description,nike x green Description,nike,Contoso-26
27,polo m blue,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-polo m blue-XXL-LightSlateGray,polo m blue Short Description,polo m blue Description,polo,Contoso-27
28,guess xl gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-guess xl gray-X-LightSkyBlue,guess xl gray Short Description,guess xl gray Description,guess,Contoso-28
29,ck x white,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck x white-X-Black,ck x white Short Description,ck x white Description,ck,Contoso-29
30,levis xl white,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-levis xl white-S-GhostWhite,levis xl white Short Description,levis xl white Description,levis,Contoso-30
31,nike x gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-nike x gray-L-DarkBlue,nike x gray Short Description,nike x gray Description,nike,Contoso-31
32,polo xl blue,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-polo xl blue-XXL-Thistle,polo xl blue Short Description,polo xl blue Description,polo,Contoso-32
33,polo x pink,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-polo x pink-XL-Brown,polo x pink Short Description,polo x pink Description,polo,Contoso-33
34,ck x blue,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck x blue-XL-LawnGreen,ck x blue Short Description,ck x blue Description,ck,Contoso-34
35,nike m pink,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-nike m pink-XXL-LightGrey,nike m pink Short Description,nike m pink Description,nike,Contoso-35
36,polo x gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-polo x gray-S-DarkKhaki,polo x gray Short Description,polo x gray Description,polo,Contoso-36
37,tommy xl white,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-tommy xl white-XL-Bisque,tommy xl white Short Description,tommy xl white Description,tommy,Contoso-37
38,puma xl white,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-puma xl white-XS-Moccasin,puma xl white Short Description,puma xl white Description,puma,Contoso-38
39,levis xl white,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-levis xl white-XL-SpringGreen,levis xl white Short Description,levis xl white Description,levis,Contoso-39
40,tommy m pink,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-tommy m pink-XL-SlateGrey,tommy m pink Short Description,tommy m pink Description,tommy,Contoso-40
41,tommy xl black,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-tommy xl black-L-DarkViolet,tommy xl black Short Description,tommy xl black Description,tommy,Contoso-41
42,guess m green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-guess m green-X-DarkSlateBlue,guess m green Short Description,guess m green Description,guess,Contoso-42
43,nike m white,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-nike m white-XS-Orange,nike m white Short Description,nike m white Description,nike,Contoso-43
44,guess m green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-guess m green-XS-DarkGray,guess m green Short Description,guess m green Description,guess,Contoso-44
45,levis xl pink,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-levis xl pink-M-DarkSeaGreen,levis xl pink Short Description,levis xl pink Description,levis,Contoso-45
46,puma m pink,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-puma m pink-X-Tomato,puma m pink Short Description,puma m pink Description,puma,Contoso-46
47,polo xl green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-polo xl green-X-Silver,polo xl green Short Description,polo xl green Description,polo,Contoso-47
48,levis x gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-configurable-levis x gray-X-DarkGoldenRod,levis x gray Short Description,levis x gray Description,levis,Contoso-48
49,puma x blue,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-puma x blue-XXL-Olive,puma x blue Short Description,puma x blue Description,puma,Contoso-49
50,nike m green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-nike m green-XXL-YellowGreen,nike m green Short Description,nike m green Description,nike,Contoso-50
51,tommy m blue,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-tommy m blue-X-PaleTurquoise,tommy m blue Short Description,tommy m blue Description,tommy,Contoso-51
52,puma x white,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-puma x white-L-Chartreuse,puma x white Short Description,puma x white Description,puma,Contoso-52
53,levis x white,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-levis x white-XXL-DimGray,levis x white Short Description,levis x white Description,levis,Contoso-53
54,polo x blue,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-polo x blue-XS-DarkMagenta,polo x blue Short Description,polo x blue Description,polo,Contoso-54
55,nike xl pink,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-nike xl pink-M-Red,nike xl pink Short Description,nike xl pink Description,nike,Contoso-55
56,levis xl gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-levis xl gray-XL-Gainsboro,levis xl gray Short Description,levis xl gray Description,levis,Contoso-56
57,nike xl pink,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-nike xl pink-XS-GoldenRod,nike xl pink Short Description,nike xl pink Description,nike,Contoso-57
58,polo x green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-polo x green-XL-Lime,polo x green Short Description,polo x green Description,polo,Contoso-58
59,polo m green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-polo m green-M-LavenderBlush,polo m green Short Description,polo m green Description,polo,Contoso-59
60,levis m black,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-levis m black-M-RosyBrown,levis m black Short Description,levis m black Description,levis,Contoso-60
61,ck m white,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck m white-M-LightGreen,ck m white Short Description,ck m white Description,ck,Contoso-61
62,levis xl white,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-levis xl white-S-Purple,levis xl white Short Description,levis xl white Description,levis,Contoso-62
63,ck xl green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck xl green-XXL-Aqua,ck xl green Short Description,ck xl green Description,ck,Contoso-63
64,ck xl pink,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck xl pink-XS-DimGrey,ck xl pink Short Description,ck xl pink Description,ck,Contoso-64
65,levis x green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-levis x green-XS-AliceBlue,levis x green Short Description,levis x green Description,levis,Contoso-65
66,guess xl black,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-guess xl black-M-Blue,guess xl black Short Description,guess xl black Description,guess,Contoso-66
67,tommy xl black,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-tommy xl black-S-PapayaWhip,tommy xl black Short Description,tommy xl black Description,tommy,Contoso-67
68,polo m green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-polo m green-L-PaleGoldenRod,polo m green Short Description,polo m green Description,polo,Contoso-68
69,levis x black,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-levis x black-XXL-SlateGray,levis x black Short Description,levis x black Description,levis,Contoso-69
70,puma m blue,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-puma m blue-XS-DarkSlateGrey,puma m blue Short Description,puma m blue Description,puma,Contoso-70
71,levis x blue,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-levis x blue-XXL-PaleVioletRed,levis x blue Short Description,levis x blue Description,levis,Contoso-71
72,nike xl gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-nike xl gray-XL-DarkTurquoise,nike xl gray Short Description,nike xl gray Description,nike,Contoso-72
73,polo xl gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-polo xl gray-L-FireBrick,polo xl gray Short Description,polo xl gray Description,polo,Contoso-73
74,levis m white,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-levis m white-M-Linen,levis m white Short Description,levis m white Description,levis,Contoso-74
75,ck xl gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck xl gray-L-MediumOrchid,ck xl gray Short Description,ck xl gray Description,ck,Contoso-75
76,guess m gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-guess m gray-S-Aquamarine,guess m gray Short Description,guess m gray Description,guess,Contoso-76
77,guess xl blue,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-guess xl blue-L-Lavender,guess xl blue Short Description,guess xl blue Description,guess,Contoso-77
78,tommy x blue,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-tommy x blue-M-Plum,tommy x blue Short Description,tommy x blue Description,tommy,Contoso-78
79,guess xl gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-guess xl gray-S-CornflowerBlue,guess xl gray Short Description,guess xl gray Description,guess,Contoso-79
80,ck m green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck m green-XS-MediumSeaGreen,ck m green Short Description,ck m green Description,ck,Contoso-80
81,polo m white,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-polo m white-S-SeaGreen,polo m white Short Description,polo m white Description,polo,Contoso-81
82,ck x blue,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck x blue-M-Teal,ck x blue Short Description,ck x blue Description,ck,Contoso-82
83,puma xl pink,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-puma xl pink-XXL-MistyRose,puma xl pink Short Description,puma xl pink Description,puma,Contoso-83
84,nike xl white,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-nike xl white-S-GreenYellow,nike xl white Short Description,nike xl white Description,nike,Contoso-84
85,levis m pink,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-levis m pink-XXL-LemonChiffon,levis m pink Short Description,levis m pink Description,levis,Contoso-85
86,guess xl blue,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-guess xl blue-L-MediumBlue,guess xl blue Short Description,guess xl blue Description,guess,Contoso-86
87,puma m blue,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-puma m blue-X-LightBlue,puma m blue Short Description,puma m blue Description,puma,Contoso-87
88,levis x green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-levis x green-XXL-LightGray,levis x green Short Description,levis x green Description,levis,Contoso-88
89,puma x gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-puma x gray-L-DeepSkyBlue,puma x gray Short Description,puma x gray Description,puma,Contoso-89
90,puma x gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-puma x gray-XL-Beige,puma x gray Short Description,puma x gray Description,puma,Contoso-90
91,puma xl pink,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-puma xl pink-L-OliveDrab,puma xl pink Short Description,puma xl pink Description,puma,Contoso-91
92,ck xl gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck xl gray-L-MidnightBlue,ck xl gray Short Description,ck xl gray Description,ck,Contoso-92
93,guess m green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-guess m green-M-LimeGreen,guess m green Short Description,guess m green Description,guess,Contoso-93
94,ck m green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck m green-XS-MediumTurquoise,ck m green Short Description,ck m green Description,ck,Contoso-94
95,tommy m white,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-tommy m white-XS-Pink,tommy m white Short Description,tommy m white Description,tommy,Contoso-95
96,tommy m green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-tommy m green-XL-CadetBlue,tommy m green Short Description,tommy m green Description,tommy,Contoso-96
97,ck x black,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck x black-S-MintCream,ck x black Short Description,ck x black Description,ck,Contoso-97
98,levis xl green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-levis xl green-X-Magenta,levis xl green Short Description,levis xl green Description,levis,Contoso-98
99,ck m pink,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck m pink-X-Peru,ck m pink Short Description,ck m pink Description,ck,Contoso-99
100,tommy m gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-tommy m gray-X-LightSlateGrey,tommy m gray Short Description,tommy m gray Description,tommy,Contoso-100
101,polo x green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-polo x green-M-BlanchedAlmond,polo x green Short Description,polo x green Description,polo,Contoso-101
102,polo x black,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-configurable-polo x black-X-DarkOrchid,polo x black Short Description,polo x black Description,polo,Contoso-102
103,nike m blue,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-nike m blue-XXL-Cyan,nike m blue Short Description,nike m blue Description,nike,Contoso-103
104,tommy m pink,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-tommy m pink-S-Darkorange,tommy m pink Short Description,tommy m pink Description,tommy,Contoso-104
105,nike xl black,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-nike xl black-L-PowderBlue,nike xl black Short Description,nike xl black Description,nike,Contoso-105
106,nike x blue,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-nike x blue-XS-IndianRed,nike x blue Short Description,nike x blue Description,nike,Contoso-106
107,polo xl green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-polo xl green-X-Indigo,polo xl green Short Description,polo xl green Description,polo,Contoso-107
108,ck x gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck x gray-XL-DeepPink,ck x gray Short Description,ck x gray Description,ck,Contoso-108
109,polo xl gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-polo xl gray-XS-Salmon,polo xl gray Short Description,polo xl gray Description,polo,Contoso-109
110,polo x pink,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-polo x pink-XS-MediumSlateBlue,polo x pink Short Description,polo x pink Description,polo,Contoso-110
111,levis xl green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-levis xl green-M-FloralWhite,levis xl green Short Description,levis xl green Description,levis,Contoso-111
112,puma xl black,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-puma xl black-M-DodgerBlue,puma xl black Short Description,puma xl black Description,puma,Contoso-112
113,puma x pink,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-puma x pink-S-HoneyDew,puma x pink Short Description,puma x pink Description,puma,Contoso-113
114,nike x white,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-nike x white-XXL-PaleGreen,nike x white Short Description,nike x white Description,nike,Contoso-114
115,ck xl green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck xl green-S-LightSeaGreen,ck xl green Short Description,ck xl green Description,ck,Contoso-115
116,nike xl green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-configurable-nike xl green-X-Orchid,nike xl green Short Description,nike xl green Description,nike,Contoso-116
117,tommy xl pink,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-tommy xl pink-X-Crimson,tommy xl pink Short Description,tommy xl pink Description,tommy,Contoso-117
118,puma x green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-puma x green-L-SandyBrown,puma x green Short Description,puma x green Description,puma,Contoso-118
119,ck xl white,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck xl white-XL-MediumPurple,ck xl white Short Description,ck xl white Description,ck,Contoso-119
120,puma x black,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-puma x black-XS-Ivory,puma x black Short Description,puma x black Description,puma,Contoso-120
121,ck m black,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck m black-M-SeaShell,ck m black Short Description,ck m black Description,ck,Contoso-121
122,ck m blue,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck m blue-XL-Khaki,ck m blue Short Description,ck m blue Description,ck,Contoso-122
123,polo x white,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-configurable-polo x white-X-SlateBlue,polo x white Short Description,polo x white Description,polo,Contoso-123
124,guess x white,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-guess x white-M-DarkSlateGray,guess x white Short Description,guess x white Description,guess,Contoso-124
125,ck x gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck x gray-L-PeachPuff,ck x gray Short Description,ck x gray Description,ck,Contoso-125
126,polo x black,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-polo x black-XXL-Wheat,polo x black Short Description,polo x black Description,polo,Contoso-126
127,guess x white,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-guess x white-L-Violet,guess x white Short Description,guess x white Description,guess,Contoso-127
128,ck m blue,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck m blue-X-Snow,ck m blue Short Description,ck m blue Description,ck,Contoso-128
129,guess xl green,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-guess xl green-XXL-LightYellow,guess xl green Short Description,guess xl green Description,guess,Contoso-129
130,guess x black,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-guess x black-S-NavajoWhite,guess x black Short Description,guess x black Description,guess,Contoso-130
131,guess m gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-guess m gray-X-BlueViolet,guess m gray Short Description,guess m gray Description,guess,Contoso-131
132,ck xl blue,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck xl blue-L-AntiqueWhite,ck xl blue Short Description,ck xl blue Description,ck,Contoso-132
133,puma m pink,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-puma m pink-M-Maroon,puma m pink Short Description,puma m pink Description,puma,Contoso-133
134,ck m blue,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck m blue-S-DarkOliveGreen,ck m blue Short Description,ck m blue Description,ck,Contoso-134
135,polo xl blue,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-polo xl blue-XXL-SkyBlue,polo xl blue Short Description,polo xl blue Description,polo,Contoso-135
136,ck xl gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck xl gray-S-MediumVioletRed,ck xl gray Short Description,ck xl gray Description,ck,Contoso-136
137,nike xl pink,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-nike xl pink-XS-Gold,nike xl pink Short Description,nike xl pink Description,nike,Contoso-137
138,puma x black,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-puma x black-L-Cornsilk,puma x black Short Description,puma x black Description,puma,Contoso-138
139,guess x gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-guess x gray-S-Coral,guess x gray Short Description,guess x gray Description,guess,Contoso-139
140,polo m blue,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-polo m blue-S-RoyalBlue,polo m blue Short Description,polo m blue Description,polo,Contoso-140
141,nike xl white,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-nike xl white-L-HotPink,nike xl white Short Description,nike xl white Description,nike,Contoso-141
142,nike x gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-nike x gray-XS-Tan,nike x gray Short Description,nike x gray Description,nike,Contoso-142
143,ck m black,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-configurable-ck m black-S-Turquoise,ck m black Short Description,ck m black Description,ck,Contoso-143
144,ck x gray,"Default Category/Collections/Performance Fabrics,Default Category",new-Default-simple-ck x gray-X-OldLace,ck x gray Short Description,ck x gray Description,ck,Contoso-144
