Symbol,Name,Url,Date_Published,Description,Sentiment,Positive_Score,Negative_Score,Neutral_Score
WMT,"GameStop, Reopening Trade, DraftKings: 3 Things to Watch",https://uk.finance.yahoo.com/news/gamestop-reopening-trade-draftkings-3-153952394.html,2021-03-10T15:39:00.0000000Z,"Story continues Retailers such as Kohls Corp (NYSE:KSS) and Walmart Inc (NYSE:WMT) could also benefit from the extra consumer spending intended by the stimulus bill. Next up, the possibility of infrastructure projects boosting construction and materials ...",positive,0.77,0.03,0.2
WMT,"It's Mar10 Day! To celebrate, Walmart's having a massive sale on Nintendo Switch games",https://www.yahoo.com/entertainment/nintendo-switch-games-sale-190817344.html,2021-03-10T19:08:00.0000000Z,"It's Mar10 Day! Nintendo fans from around the world have dubbed March 10 Mario Day (Mar10, get it?). And to celebrate, Walmart just priced a bunch of Nintendo Switch games to move. Jump into a whole new adventure with everyone’s favorite plumber, Mario ...",positive,0.91,0.0,0.09
WMT,Manchester Police Looking For Man With Batman Mask From Walmart,https://patch.com/new-hampshire/londonderry/manchester-police-looking-man-batman-mask-walmart,2021-03-10T21:11:00.0000000Z,Police are looking for assistance in identifying a man in connection with an investigation of missing keys from Walmart on Gold Street.,neutral,0.14,0.3,0.56
WMT,DEEP: 11 people sick from acid gas vapor fumes at Old Saybrook Walmart,https://www.stamfordadvocate.com/middletown/article/DEEP-11-people-sick-from-acid-gas-vapor-fumes-at-16015398.php,2021-03-10T13:59:00.0000000Z,"Eleven people were evaluated by paramedics outside Walmart on Wednesday after the building had to be cleared for an unknown odor, officials said. Around 11:30 a.m. first responders and members of the state Department of Energy and Environmental Protection responded to reports of an odor at Walmart at 665 Boston Post Road,",negative,0.01,0.98,0.01
WMT,Guilford Fire Hazmat Team Responds To Old Saybrook Walmart,https://patch.com/connecticut/guilford/guilford-fire-hazmat-team-responds-old-saybrook-walmart,2021-03-10T18:53:00.0000000Z,"Reported shortly after 11 a.m., the store was evacuated after an odor was discovered, one which reportedly caused eye irritation in some.",negative,0.0,1.0,0.0
WMT,11 sickened by fumes at Old Saybrook Walmart as store is temporarily closed,https://news.yahoo.com/11-sickened-fumes-old-saybrook-183600592.html,2021-03-10T18:57:00.0000000Z,"The Walmart in Old Saybrook was evacuated Wednesday after a noxious odor left almost a dozen people feeling ill, the state Department of Energy and Environmental Protection said. Fire and medical personnel responded along with DEEP to the store at 665 Boston Post Road around noon after the unknown odor was reported.",negative,0.0,1.0,0.0
WMT,Hanover Area super: Walmart wants to host vaccine clinic for county residents,https://sports.yahoo.com/hanover-area-super-walmart-wants-132100268.html?src=rss,2021-03-10T23:00:00.0000000Z,Walmart has offered to host a two-day COVID-19 vaccine clinic at Hanover Area High School in the near future after a scheduling mishap with a three-day clinic there this week. Hanover Area School District Superintendent Nathan Barrett said he spoke with a Walmart official who apologized for the fiasco that occurred after it was announced the school would be the site of a clinic Tuesday,negative,0.0,1.0,0.0
WMT,Mashable launches shoppable virtual home featuring Walmart products,https://www.retaildive.com/news/mashable-launches-shoppable-virtual-home-featuring-walmart-products/596375/,2021-03-10T22:13:00.0000000Z,The virtual home includes shoppable hotspots where users can purchase the big-box retailer's springtime merchandise.,neutral,0.0,0.0,1.0
WMT,Is Walmart gunning for the mortgage industry? Experts say yes,https://www.inman.com/2021/03/10/is-walmart-gunning-for-the-mortgage-industry-experts-say-yes/,2021-03-10T22:13:00.0000000Z,"Experts Holden Lewis, Greg McBride and Jill Gonzalez share their thoughts on Walmart's foray into fintech and what it could mean for the mortgage industry",neutral,0.04,0.04,0.92
WMT,Walmart Leans Into TikTok Instead Of Buying It,https://www.pymnts.com/news/retail/2021/walmart-leans-into-tiktok-instead-of-buying-it/,2021-03-10T16:00:00.0000000Z,"Walmart almost bought TikTok’s U.S. operations, but today it’s simply using the platform to reach more people — and to sell more stuff.",neutral,0.11,0.2,0.69
WMT,"Police investigating unknown odor at Old Saybrook Walmart, store evacuated",https://www.wtnh.com/news/connecticut/middlesex/police-investigating-unknown-odor-at-old-saybrook-walmart-store-evacuated/,2021-03-10T17:12:00.0000000Z,"OLD SAYBROOK, Conn. (WTNH) — Several ambulances and Old Say Brook police are at Walmart on Boston Post Road in Old Saybrook midday Wednesday, investigating a report of an unknown odor. The unknown odor was reported to responders at around 11:15 a.m. The ...",negative,0.0,1.0,0.0
WMT,Viral TikTok video blasts Walmart for allegedly using security tags on darker shades of makeup,https://news.yahoo.com/tiktok-walmart-security-tags-163525623.html,2021-03-10T16:35:00.0000000Z,"TikTok user Aly Nicoletta recently shared a short clip, claiming that her local Walmart in Kentucky had placed yellow security tags on makeup products for darker skin tones, while lighter shades of makeup were tag-free.",positive,0.52,0.3,0.18
WMT,"Walmart to host a new livestream shopping event on TikTok, following successful pilot",https://uk.finance.yahoo.com/news/walmart-host-live-stream-shopping-174839947.html,2021-03-10T00:26:00.0000000Z,"Walmart partnered with TikTok on the first pilot test of a new livestreamed shopping experience in the U.S. on the video platform. The retailer didn't disclose to what extent its first TikTok live shopping event drove sales,",negative,0.02,0.6,0.38
WMT,Oregon Walmart pharmacies set to begin scheduling COVID-19 vaccine appointments,https://www.msn.com/en-us/finance/companies/oregon-walmart-pharmacies-set-to-begin-scheduling-covid-19-vaccine-appointments/ar-BB1esg5W,2021-03-10T17:58:19.0000000Z,"Those eligible can now schedule a coronavirus vaccine appointment at any Oregon Walmart pharmacy beginning Wednesday. As appointments become available, they will appear in the Walmart scheduler here.",neutral,0.04,0.03,0.93
WMT,Walmart partners with TikTok for new livestream shopping,https://www.sify.com/news/walmart-partners-with-tiktok-for-new-livestream-shopping-news-education-vdkmPDhffedei.html,2021-03-10T12:24:00.0000000Z,"After running a successful pilot, retail giant Walmart is now set to host another livestream shopping event on TikTok on Thursday.",positive,0.56,0.07,0.37
WMT,2nd teen arrested in crash that killed Gwinnett dad outside Walmart,https://www.ajc.com/news/2nd-teen-arrested-in-crash-that-killed-gwinnett-dad-outside-walmart/ECOBKDUUSFH55L76FLMKAHL4LQ/,2021-03-10T17:51:00.0000000Z,"A teenager is behind bars more than five months after police in Gwinnett County said he fled from a shoplifting investigation at a Suwanee Walmart, ultimately causing a crash that killed a man. The U.S. Marshals Service collaborated with the Gwinnett ...",negative,0.0,1.0,0.0
WMT,2nd suspect arrested in deadly Walmart robbery in Suwanee,https://www.11alive.com/video/news/local/suwanee/2nd-suspect-arrested-in-deadly-walmart-robbery-in-suwanee/85-c726c69c-3478-4d30-bb23-ae3cb420b412,2021-03-10T22:51:00.0000000Z,"Police said the two teens were speeding away from a Walmart after allegedly shoplifting when they ran over a person in the parking lot, killing him.",negative,0.0,1.0,0.0
WMT,Here is why Walmart Inc. (WMT) recent weekly performance of -0.94% shouldn’t bother you at All,https://investchronicle.com/2021/03/10/here-is-why-walmart-inc-wmt-recent-weekly-performance-of-0-94-shouldnt-bother-you-at-all/,2021-03-10T12:20:00.0000000Z,"Walmart Inc. had a pretty favorable run when it comes to the market performance. The 1-year high price for the company’s stock is recorded $149.93 on 01/12/21, with the lowest value was $126.28 for the same time period,",mixed,0.49,0.43,0.08
WMT,"Fenix Resources (ASX:FEX) hits milestone production rate from Iron Ridge, WA",https://themarketherald.com.au/fenix-resources-asxfex-hits-milestone-production-rate-from-iron-ridge-wa-2021-03-10/,2021-03-10T04:40:00.0000000Z,Fenix Resources (ASX:FEX) has ramped-up iron ore production at its flagship Iron Ridge mine in Western Australia to a rate of 1.25 million tonnes (Mt) per year.,neutral,0.0,0.0,1.0
WMT,Strict implementation of environmental controls in Tangshan paralyzes iron ore procurement,https://www.hellenicshippingnews.com/strict-implementation-of-environmental-controls-in-tangshan-paralyzes-iron-ore-procurement/,2021-03-10T15:35:00.0000000Z,"Spot iron ore procurement in Tangshan, China’s top steel producing province, were slowed significantly by strict implementation of environmental controls on truck deliveries and sintering operations on March 9,",neutral,0.01,0.1,0.89
WMT,Nike Stock – 3 Stocks Could Win Big As U.S. Passes Stimulus Package,https://fintechzoom.com/fintech_news_nike/nike-stock-3-stocks-could-win-big-as-u-s-passes-stimulus-package-2/,2021-03-10T07:41:00.0000000Z,"No matter what side of the political divide you’re on, it’s difficult not to agree that U.S. President Joseph Biden’s $1.9-trillion stimulus package will create winners and losers in the broader economy as well as in the stock market.",negative,0.0,1.0,0.0
WMT,Fenix Resources (ASX:FEX) share price dips despite production ramp-up,https://www.fool.com.au/2021/03/10/fenix-resources-asx-fex-share-price-dips-despite-production-ramp-up/,2021-03-10T04:29:00.0000000Z,"The Fenix Resources Ltd (ASX: FEX) share price is slumping today, despite the company ramping up its production for additional iron ore shipments",neutral,0.0,0.0,1.0
WMT,Fenix Resources passes new Iron Ridge milestone on reaching steady-state production,https://www.proactiveinvestors.com.au/companies/news/943418/fenix-resources-passes-new-iron-ridge-milestone-on-reaching-steady-state-production-943418.html,2021-03-10T01:46:00.0000000Z,"Completion of the ramp-up means that the iron ore miner will now be able to schedule two shipments per month of around 60,000 wet metric tonnes each.",neutral,0.0,0.01,0.99
WMT,6 Cincinnati area Walmart stores to begin offering COVID-19 vaccinations,https://www.msn.com/en-us/news/us/6-cincinnati-area-walmart-stores-to-begin-offering-covid-19-vaccinations/ar-BB1esxEX,2021-03-10T20:10:00.0000000Z,Add Walmart to the list of vaccination centers opening across the Cincinnati area. The retail corporation announced Wednesday that it will begin administering COVID-19 vaccines at six locations across the area beginning Saturday.,neutral,0.01,0.01,0.98
WMT,7 people evaluated following chemical incident at Connecticut Walmart,https://kesq.com/news/national-world/2021/03/10/7-people-evaluated-following-chemical-incident-at-connecticut-walmart/,2021-03-10T21:44:00.0000000Z,"Click here for updates on this story OLD SAYBROOK, Connecticut (WFSB) — Fire crews were called to the Walmart in Old Saybrook for the report of an unknown odor within the building. It happened around 11:30 a.",negative,0.0,1.0,0.0
WMT,Hazmat situation reported at Old Saybrook Walmart,https://www.msn.com/en-us/health/medical/hazmat-situation-reported-at-old-saybrook-walmart/ar-BB1eskdt,2021-03-10T17:35:47.0000000Z,"\"Old Saybrook fire crews and DEEP have responded to a Walmart for a reported \"\"hazmat\"\" situation. According to FOX61's Tony Terzi",five employees were complaining about watery,"itchy eyes while in different parts of the store.\"",negative,0.0
WMT,Walmart pharmacies in Oregon to begin offering COVID-19 vaccine,https://www.kezi.com/content/news/Walmart-pharmacies-in-Oregon-to-begin-offering-COVID-19-vaccine-573960131.html,2021-03-10T20:42:00.0000000Z,Walmart is joining the short list of retail pharmacies that can schedule appointments for COVID-19 vaccinations.,neutral,0.0,0.01,0.99
WMT,Get your COVID-19 vaccine for free this week at Walmart,https://www.brproud.com/news/local-news/get-your-covid-19-vaccine-for-free-this-week-at-walmart/,2021-03-10T19:10:00.0000000Z,"If you are eligible to receive the COVID-19 vaccine, Walmart is making it easy for you this week. After making an appointment, you can go to one of two Walmart",positive,0.96,0.02,0.02
WMT,Crews respond to Old Saybrook Walmart for report of chemical spill,https://www.wfsb.com/news/crews-respond-to-old-saybrook-walmart-for-report-of-chemical-spill/article_8e4b37a4-81c7-11eb-8c8e-cf1804344ffd.html,2021-03-10T17:39:00.0000000Z,It was reported around 11:30 a.m. Fire officials could only say that the call came in as a report of a chemical spill and that there were some people who said they didn’t feel right. The store is located on Boston Post Road.,negative,0.0,1.0,0.0
WMT,New Walmart Exclusive Transformers Pre-Orders Upcoming!,https://news.tfw2005.com/2021/03/10/new-walmart-exclusive-transformers-pre-orders-upcoming-429836,2021-03-10T15:27:00.0000000Z,Walmart website have updated a page giving us the heads up that new Transformers exclusive pre-orders are going live soon. There are not much details,negative,0.01,0.64,0.35
WMT,Walmart announces all pharmacies in Oregon will offer COVID-19 vaccines,https://www.kptv.com/news/walmart-announces-all-pharmacies-in-oregon-will-offer-covid-19-vaccines/article_bd707522-81c6-11eb-8ad5-abf4a95ba564.html,2021-03-10T17:33:00.0000000Z,Another major retail company will be offering COVID-19 vaccines to those eligible throughout the state of Oregon.,neutral,0.02,0.01,0.97
WMT,7 people evaluated following chemical incident at Old Saybrook Walmart,https://www.wfsb.com/news/7-people-evaluated-following-chemical-incident-at-old-saybrook-walmart/article_8e4b37a4-81c7-11eb-8c8e-cf1804344ffd.html,2021-03-10T17:59:00.0000000Z,"Around 11:30 a.m., fire officials said the call came in as a report of a chemical spill at the Boston Post Road store. The fire chief said floor cleaning devices appeared to have been putting out too many chemicals.",neutral,0.0,0.14,0.86
WMT,Local Walmart pharmacies start scheduling vaccine appointments,https://www.wktv.com/content/news/Local-Walmart-pharmacies-start-scheduling-vaccine-appointments-573960231.html,2021-03-10T17:42:00.0000000Z,"Some local Walmart stores will begin giving COVID-19 vaccines starting Thursday, March 11. This includes locations in Herkimer, New Hartford, Rome and Utica. According to the state, pharmacies can only vaccinate those older than 60,",neutral,0.01,0.02,0.97
WMT,Walmart Gives Countdown to New Transformer Exclusives,https://www.seibertron.com/transformers/news/walmart-gives-countdown-to-new-transformer-exclusives/45737/,2021-03-10T16:15:00.0000000Z,"Greetings Seibertronians! Following reports from Preternia on twitter, and fellow Seibertron user, Nemesis Primal, it looks like Walmart is hyping itself up to reveal some new exclusive Transformers!",negative,0.01,0.94,0.05
WMT,"Police: Schenectady man stole over $3,000 worth of merchandise from Wilton Walmart",https://poststar.com/news/local/crime-and-courts/police-schenectady-man-stole-over-3-000-worth-of-merchandise-from-wilton-walmart/article_77cfe35c-8987-5ebe-bf50-5820aab4dff6.html,2021-03-10T18:45:00.0000000Z,WILTON — A Schenectady man was arrested on Monday after police said he stole merchandise from Walmart over a four-month period last year. State police responded to Home Depot just before 8 p.m ...,negative,0.0,1.0,0.0
WMT,Walmart now offering COVID-19 vaccination,https://pamplinmedia.com/fgnt/36-news/500718-401291-walmart-now-offering-covid-19-vaccination,2021-03-10T22:13:00.0000000Z,"COURTESY: WALMART - Vaccines now available at Walmart. All Walmart Pharmacies in Oregon to Administer COVID-19 Vaccines starting March 10, 2021. If you're seeking COVID-19 vaccination, things just got a whole lot easier.",positive,0.98,0.01,0.01
WMT,Walmart Exclusive TVC Figures Arriving In the US,https://yakfaceforums.com/main/2021/03/10/walmart-exclusive-tvc-figures-arriving-in-the-us/,2021-03-10T16:18:00.0000000Z,"Based on some searching last night, I have been able to determine that cases of the Walmart Exclusive TVC Paploo “Oval” figure have arrived in the U.S. Hopefully this means the other two (Endor Leia and AT-ST Driver) are not too far behind and they will be up for order soon.",negative,0.03,0.87,0.1
WMT,Walmart scheduling COVID-19 vaccine appointments,https://www.eastoregonian.com/coronavirus/walmart-scheduling-covid-19-vaccine-appointments/article_7bbf62a6-81ca-11eb-8896-9b3482d3175f.html,2021-03-10T20:00:00.0000000Z,"All Walmart stores in Oregon began scheduling COVID-19 vaccine appointments on Wednesday, March 10, according to a news release.",neutral,0.01,0.04,0.95
WMT,"Kinder Bueno Mini launching at Walmart, Target",https://www.candyindustry.com/articles/89606-kinder-bueno-mini-launching-at-walmart-target,2021-03-10T17:57:00.0000000Z,"Based on the popular full-size candy bar, these bite-sized pieces feature smooth milk chocolate, a thin, crispy wafer filled with a creamy hazelnut filling and dark chocolate drizzle.",neutral,0.0,0.0,1.0
WMT,"Killeen man says he doesn’t remember robbing Walmart last year, sentenced to probation",https://kdhnews.com/news/crime/killeen-man-says-he-doesn-t-remember-robbing-walmart-last-year-sentenced-to-probation/article_c4d7b29c-81c8-11eb-90a4-b3d286297e47.html,2021-03-10T17:48:00.0000000Z,A Killeen man who said he did not remember robbing a Walmart in the city last year was sentenced this week to a term of deferred adjudication probation.,negative,0.16,0.8,0.04
WMT,Walmart joins list of COVID-19 vaccine locations,https://www.hermistonherald.com/coronavirus/walmart-joins-list-of-covid-19-vaccine-locations/article_639e8912-81cb-11eb-b337-3f5f67aea9a8.html,2021-03-10T18:06:00.0000000Z,"All Walmart stores in Oregon began scheduling COVID-19 vaccine appointments on Wednesday, March 10, according to a news release.",neutral,0.01,0.04,0.95
WMT,DA: Hilltown Man Who Pointed Gun At Woman In Walmart Facing Up To 4 Years In Prison,https://dailyvoice.com/pennsylvania/bucks/police-fire/da-hilltown-man-who-pointed-gun-at-woman-in-walmart-facing-up-to-4-years-in-prison/804807/,2021-03-10T21:21:00.0000000Z,"A 29-year-old Hilltown man was sentenced Friday to up to four years in state prison on several firearms violations in an investigation that began when he pointed a gun at a woman in the parking lot of a Walmart in Hilltown Township, authorities said. A ...",mixed,0.37,0.53,0.1
WMT,Chief Tommy Weldon provides update on bomb threat at Valley Walmart,https://www.valleytimes-news.com/2021/03/chief-tommy-weldon-provides-update-on-bomb-threat-at-valley-walmart/,2021-03-10T14:15:00.0000000Z,"In his report to the Valley City Council on Monday, Police Chief Tommy Weldon said Valley Walmart was closed for several hours on Monday after a bomb threat. Bomb-sniffing dogs from the Auburn and Opelika police departments had been brought up to search the building.",negative,0.01,0.88,0.11
WMT,Emergency Crews Respond to Walmart in Old Saybrook After Overheated Batteries Cause Vapors,https://www.msn.com/en-us/health/medical/emergency-crews-respond-to-walmart-in-old-saybrook-after-overheated-batteries-cause-vapors/ar-BB1eshwf,2021-03-10T20:55:53.0000000Z,"Several people got sick from acid gas vapors after batteries in a floor scrubber overheated at Walmart at 665 Old Post Road in Old Saybrook on Wednesday morning, according to officials Officials from the state Department of Energy and Environmental Protection said 11 people were reported to be sick from the fumes and they were evaluated on scene.",negative,0.0,1.0,0.0
WMT,Convicted arsonist suspected in another fire at Bellingham Walmart and escape from ER,https://www.msn.com/en-us/news/crime/convicted-arsonist-suspected-in-another-fire-at-bellingham-walmart-and-escape-from-er/ar-BB1escuQ,2021-03-10T17:16:47.0000000Z,"A Bellingham convicted arsonist is back in jail after he allegedly lit a fire at a Walmart check stand and pepper sprayed two employees during a shoplifting incident Friday, March 5, then escaped from custody Tuesday during a medical evaluation at the hospital.",negative,0.0,1.0,0.0
PG,PG&E's San Francisco headquarters officially hits the market,https://www.bizjournals.com/sanfrancisco/news/2021/03/10/s-f-pg-e-headquarters-officially-hits-the-market.html,2021-03-10T22:21:00.0000000Z,"It's not expected to set a record, but the prime downtown location near mass transit is expected to make the offering attractive to a variety of potential buyers.",positive,0.97,0.03,0.0
PG,The New ‘Mortal Kombat’ Won’t Make The Same PG-13 Mistake As The First Two Movies,https://uproxx.com/movies/mortal-kombat-rating/,2021-03-10T22:51:00.0000000Z,"Mortal Kombat is one of the most violent game franchises ever, so it’s never made much sense that the Mortal Kombat movies are both rated PG-13. 1995’s Mortal Kombat contains “non-stop ...",negative,0.0,1.0,0.0
PG,UCLA PG Tyger Campbell earns Pac-12 first-team honors,https://www.ocregister.com/2021/03/09/ucla-pg-tyger-campbell-earns-pac-12-first-team-honors/,2021-03-10T03:31:00.0000000Z,"The point guard is joined on the all-conference team by fellow sophomore guards Jaime Jaquez Jr. and Johnny Juzang on the second team, with Jaquez also being named to the All-Defensive team",neutral,0.0,0.17,0.83
PG,Bill's Best: The best cheese fries in Charleston are rated PG,https://www.wvgazettemail.com/arts_and_entertainment/bills-best-the-best-cheese-fries-in-charleston-are-rated-pg/article_a766151c-cbb8-549d-a3a1-3fa9cbbd3dc8.html,2021-03-10T09:30:00.0000000Z,"Around Charleston, you can find some decent cheese fries, but my best are the PG Fries at Sam’s Uptown Café on Capitol Street. A couple of years ago, I convinced my editor to let me do an entire article about cheese fries in Charleston. I searched all ...",positive,0.99,0.0,0.01
PG,NBE may allot PG NEET candidates in home states,https://www.msn.com/en-in/finance/careers/nbe-may-allot-pg-neet-candidates-in-home-states/ar-BB1eqBwA,2021-03-10T03:52:00.0000000Z,The National Board of Examinations (NBE) will try to accommodate NEET (PG)) candidates with their correspondence address in Tamil Nadu and Pu.,neutral,0.02,0.01,0.97
PG,Efforts Being Made To Give Students NEET PG Exam Centres In Home States: NBE,https://www.ndtv.com/education/efforts-being-made-give-students-neet-pg-exam-centres-in-home-states-nbe,2021-03-10T07:13:00.0000000Z,"NBE will try its best to accommodate the candidates having their correspondence address in the state of Tamil Nadu and UT of Puducherry...if the required number of nodes are available,” NBE Executive Director Pawanindra Lal said.",positive,0.6,0.01,0.39
PG,Stephen Schaefer’s Hollywood & Mine,https://www.bostonherald.com/2021/03/10/stephen-schaefers-hollywood-mine-61/,2021-03-10T22:31:00.0000000Z,"Sunday night saw the Critics Choice Awards present a 3-hour telecast, a mix of virtual and live onstage elements that really worked.  It was handsomely produced and somehow managed to gather on",negative,0.2,0.45,0.35
PG,Barron's,https://www.barrons.com/articles/dow-jones-industrial-average-rose-as-inflation-worries-fall-51615413588,2021-03-10T21:59:00.0000000Z,"Inflation data don’t show any cause for immediate concern, so stocks, particularly ones that pay large dividends, rallied.",negative,0.04,0.56,0.4
PG,"\"Reseña: En \"\"Yes Day\"\" los niños se salen con la suya 24 horas\"",https://www.houstonchronicle.com/entertainment/article/Rese-a-En-Yes-Day-los-ni-os-se-salen-con-16015878.php,2021-03-10T21:21:00.0000000Z,"Como una versión inocua para niños de “The Purge” (“La noche de la expiación”), la película “Yes Day” (“¡Hoy sí!”) del director puertorriqueño Miguel Arteta imagina un feriado de 24 horas sin restricciones de los papás.",negative,0.04,0.78,0.18
PG,UCLA’s Mick Cronin thankful for his first Pac-12 Tournament,https://www.ocregister.com/2021/03/10/uclas-mick-cronin-thankful-for-his-first-pac-12-tournament/,2021-03-10T22:12:00.0000000Z,"One year after COVID-19 wiped out postseason tournaments, the second-year coach leads No. 4-seeded UCLA against No. 5 Oregon State in the quarterfinals Thursday in Las Vegas",neutral,0.01,0.02,0.97
PG,Storm brings rain to SLO County. Here’s how much your area got,https://www.sanluisobispo.com/news/weather-news/article249839453.html,2021-03-10T22:50:00.0000000Z,"A small storm system rolled into San Luis Obispo County on Tuesday evening, bringing some precipitation. It was the first taste of rain for the county since the large, destructive rainstorm in late January.",negative,0.0,1.0,0.0
PG,How to watch Biden's prime-time address to mark COVID-19 anniversary,https://finance.yahoo.com/news/watch-bidens-prime-time-address-211025870.html,2021-03-10T22:36:00.0000000Z,"What: President Biden delivers his first prime-time address, marking one year since the World Health Organization declared COVID-19 a pandemic. Date: Thursday, March 11, 2021 . Ti",neutral,0.21,0.05,0.74
PG,PG&E power outages affecting some customers as storm moves through Central CA,https://www.msn.com/en-us/weather/topstories/pg-26e-power-outages-affecting-some-customers-as-storm-moves-through-central-ca/ar-BB1erUY2,2021-03-10T20:26:38.0000000Z,"PG&E says hundreds of its customers have lost power as a winter storm moves through Central California, bringing rain, wind and snow.",negative,0.0,0.99,0.01
PG,"Scoop: Coming Up on a New Episode of THE BACHELOR on ABC - Monday, March 15, 2021",https://www.broadwayworld.com/bwwtv/article/Scoop-Coming-Up-on-a-New-Episode-of-THE-BACHELOR-on-ABC-Monday-March-15-2021-20210310,2021-03-10T20:13:00.0000000Z,"\"Find out on the season finale of \"\"The Bachelor.\"\" (TV-PG","DL) After meeting Matt James as a prospective suitor for \"\"The Bachelorette","\"\" Bachelor Nation swooned when they learned he would take on the role as the lead of his own love story as the star of the ...\"",positive,0.63
PG,Thursday's high school state tournament capsules,https://www.cjonline.com/story/sports/high-school/basketball/2021/03/10/thursdays-kansas-high-school-state-basketball-tournament-capsules/6942244002/,2021-03-10T20:40:00.0000000Z,"G; Andrew Piper, 6-4, sr., C; Kris Daniels, 5-9, sr., G Worth noting: Firebirds have qualified for state five straight years and semifinal berth is third since 2017. ... Firebirds finished runner-up in 2018 and took third in 2017.",neutral,0.0,0.01,0.99
