Id,CampaignId,CampaignName,CampaignStartDate,CampaignEndDate,Cost,ROI,LeadGeneration,RevenueTarget,CampaignTactic,Profit,MarketingCost
3673,11,Wheels of Steel,12/30/2018,3/30/2019,1000,1,100,1000,100,124800,103105
4753,25,Racer Club,7/5/2018,10/5/2018,1000,1,100,1000,100,13200,53992
4250,25,Racer Club,6/7/2018,9/7/2018,1000,1,100,1000,100,82800,36771
2150,11,Wheels of Steel,8/9/2018,11/9/2018,1000,1,100,1000,100,-124800,69870
80,50,Get Sporty,2/21/2018,5/21/2018,1000,1,100,1000,100,76800,597044.63
4753,25,Racer Club,1/4/2018,4/4/2018,1000,1,100,1000,100,128400,53992
4213,11,Wheels of Steel,4/27/2018,7/27/2018,1000,1,100,1000,100,124800,82348
4273,11,Wheels of Steel,12/25/2018,3/25/2019,1000,1,100,1000,100,3600,79934
34,50,Get Sporty,12/26/2018,3/26/2019,1000,1,100,1000,100,212400,509571.88
63,50,Get Sporty,5/17/2018,8/17/2018,1000,1,100,1000,100,-42000,751439.26
1310,11,Wheels of Steel,1/28/2018,4/28/2018,1000,1,100,1000,100,0,118099
8510,50,Get Sporty,7/23/2018,10/23/2018,1000,1,100,1000,100,63600,95217
93,11,Wheels of Steel,4/4/2018,7/4/2018,1000,1,100,1000,100,-39600,854229.53
3170,11,Wheels of Steel,9/22/2018,12/22/2018,1000,1,100,1000,100,-8400,117878
6,25,Racer Club,6/29/2018,9/29/2018,1000,1,100,1000,100,226800,946150.51
187,21,Wheels That Matter,1/17/2018,4/17/2018,1000,1,100,1000,100,12000,75531
4273,11,Wheels of Steel,2/13/2018,5/13/2018,1000,1,100,1000,100,152400,79934
4,11,Wheels of Steel,5/3/2018,8/3/2018,1000,1,100,1000,100,63600,958146.9
4753,25,Racer Club,1/9/2018,4/9/2018,1000,1,100,1000,100,-69600,53992
63,11,Wheels of Steel,6/7/2018,9/7/2018,1000,1,100,1000,100,90000,616203.18
80,11,Wheels of Steel,3/4/2018,6/4/2018,1000,1,100,1000,100,10800,519663.17
367,21,Wheels That Matter,1/6/2018,4/6/2018,1000,1,100,1000,100,248400,51204
73,11,Wheels of Steel,12/10/2018,3/10/2019,1000,1,100,1000,100,124800,818250.28
100,25,Racer Club,11/2/2018,2/2/2019,1000,1,100,1000,100,-82800,743829.1
67,50,Get Sporty,12/3/2018,3/3/2019,1000,1,100,1000,100,-55200,587707.65
1513,50,Get Sporty,10/6/2018,1/6/2019,1000,1,100,1000,100,128400,116654
63,21,Wheels That Matter,3/16/2018,6/16/2018,1000,1,100,1000,100,93600,234354.45
26,11,Wheels of Steel,9/26/2018,12/26/2018,1000,1,100,1000,100,248400,724362.23
3613,11,Wheels of Steel,12/15/2018,3/15/2019,1000,1,100,1000,100,124800,72556
4393,11,Wheels of Steel,3/7/2018,6/7/2018,1000,1,100,1000,100,-76800,25551
81,50,Get Sporty,4/21/2018,7/21/2018,1000,1,100,1000,100,-80400,461522.98
23,45,Beyond Wheels,1/6/2018,4/6/2018,1000,1,100,1000,100,301200,159597.3
6,25,Racer Club,9/18/2018,12/18/2018,1000,1,100,1000,100,-120000,946150.51
4130,25,Racer Club,10/26/2018,1/26/2019,1000,1,100,1000,100,-75600,41973
64,50,Get Sporty,9/6/2018,12/6/2018,1000,1,100,1000,100,-82800,88289.84
64,25,Racer Club,8/19/2018,11/19/2018,1000,1,100,1000,100,169200,149685.76
3050,11,Wheels of Steel,7/23/2018,10/23/2018,1000,1,100,1000,100,-31200,82348
6,25,Racer Club,9/20/2018,12/20/2018,1000,1,100,1000,100,-6000,946150.51
51,11,Wheels of Steel,5/29/2018,8/29/2018,1000,1,100,1000,100,-82800,104359.82
7670,50,Get Sporty,2/13/2018,5/13/2018,1000,1,100,1000,100,-14400,104822
4753,25,Racer Club,5/7/2018,8/7/2018,1000,1,100,1000,100,-120000,53992
26,50,Get Sporty,3/15/2018,6/15/2018,1000,1,100,1000,100,-55200,759169.54
4250,25,Racer Club,7/26/2018,10/26/2018,1000,1,100,1000,100,19200,36771
2210,11,Wheels of Steel,6/26/2018,9/26/2018,1000,1,100,1000,100,10800,43061
367,21,Wheels That Matter,10/15/2018,1/15/2019,1000,1,100,1000,100,3600,51204
770,45,Beyond Wheels,11/15/2018,2/15/2019,1000,1,100,1000,100,18000,95863
5930,50,Get Sporty,9/26/2018,12/26/2018,1000,1,100,1000,100,-211200,117793
26,105,Hit the track,6/19/2018,9/19/2018,1000,1,100,1000,100,1200,788986.27
2593,50,Get Sporty,10/30/2018,1/30/2019,1000,1,100,1000,100,-16800,85918
30,11,Wheels of Steel,9/19/2018,12/19/2018,1000,1,100,1000,100,122400,768476.17
47,34,Fun with Colors,2/23/2018,5/23/2018,1000,1,100,1000,100,42000,202340.49
40,11,Wheels of Steel,8/28/2018,11/28/2018,1000,1,100,1000,100,171600,280795.56
19,11,Wheels of Steel,6/11/2018,9/11/2018,1000,1,100,1000,100,277200,227562.86
4970,34,Fun with Colors,11/28/2018,2/28/2019,1000,1,100,1000,100,63600,29444
19,34,Fun with Colors,11/19/2018,2/19/2019,1000,1,100,1000,100,54000,463380.76
64,25,Racer Club,10/5/2018,1/5/2019,1000,1,100,1000,100,-69600,149685.76
34,11,Wheels of Steel,3/13/2018,6/13/2018,1000,1,100,1000,100,-39600,527713.57
81,21,Wheels That Matter,10/6/2018,1/6/2019,1000,1,100,1000,100,240000,171717.56
52,11,Wheels of Steel,9/6/2018,12/6/2018,1000,1,100,1000,100,-9600,907279.75
4130,25,Racer Club,12/3/2018,3/3/2019,1000,1,100,1000,100,1200,41973
37,11,Wheels of Steel,9/10/2018,12/10/2018,1000,1,100,1000,100,48000,491209.68
74,105,Hit the track,8/28/2018,11/28/2018,1000,1,100,1000,100,124800,270686.13
43,105,Hit the track,3/6/2018,6/6/2018,1000,1,100,1000,100,139200,799487.16
100,25,Racer Club,7/18/2018,10/18/2018,1000,1,100,1000,100,-82800,743829.1
2030,11,Wheels of Steel,7/19/2018,10/19/2018,1000,1,100,1000,100,51600,65722
100,25,Racer Club,6/20/2018,9/20/2018,1000,1,100,1000,100,22800,830578.7
86,50,Get Sporty,8/20/2018,11/20/2018,1000,1,100,1000,100,3600,313569.1
4273,11,Wheels of Steel,11/24/2018,2/24/2019,1000,1,100,1000,100,16800,79934
89,11,Wheels of Steel,12/12/2018,3/12/2019,1000,1,100,1000,100,13200,30843.57
58,25,Racer Club,2/5/2018,5/5/2018,1000,1,100,1000,100,42000,535717.57
53,50,Get Sporty,10/1/2018,1/1/2019,1000,1,100,1000,100,248400,526510.56
2473,50,Get Sporty,1/10/2018,4/10/2018,1000,1,100,1000,100,124800,104822
100,25,Racer Club,10/24/2018,1/24/2019,1000,1,100,1000,100,277200,743829.1
14,50,Get Sporty,6/14/2018,9/14/2018,1000,1,100,1000,100,-39600,611454.72
2930,11,Wheels of Steel,6/1/2018,9/1/2018,1000,1,100,1000,100,-67200,33541
100,25,Racer Club,3/3/2018,6/3/2018,1000,1,100,1000,100,127200,743829.1
8330,50,Get Sporty,6/8/2018,9/8/2018,1000,1,100,1000,100,128400,35088
1453,50,Get Sporty,7/6/2018,10/6/2018,1000,1,100,1000,100,48000,93568
4753,25,Racer Club,6/8/2018,9/8/2018,1000,1,100,1000,100,248400,53992
4813,25,Racer Club,1/12/2018,4/12/2018,1000,1,100,1000,100,31200,79492
13,50,Get Sporty,12/28/2018,3/28/2019,1000,1,100,1000,100,332400,839293.49
3673,11,Wheels of Steel,1/20/2018,4/20/2018,1000,1,100,1000,100,13200,103105
6470,50,Get Sporty,5/29/2018,8/29/2018,1000,1,100,1000,100,42000,29954
6590,50,Get Sporty,11/19/2018,2/19/2019,1000,1,100,1000,100,27600,71451
4333,11,Wheels of Steel,11/11/2018,2/11/2019,1000,1,100,1000,100,82800,117878
34,11,Wheels of Steel,2/5/2018,5/5/2018,1000,1,100,1000,100,3600,125311.85
2090,11,Wheels of Steel,12/16/2018,3/16/2019,1000,1,100,1000,100,-12000,39168
3290,11,Wheels of Steel,7/17/2018,10/17/2018,1000,1,100,1000,100,39600,25551
3050,11,Wheels of Steel,3/13/2018,6/13/2018,1000,1,100,1000,100,9600,82348
4753,25,Racer Club,7/30/2018,10/30/2018,1000,1,100,1000,100,31200,53992
89,50,Get Sporty,8/25/2018,11/25/2018,1000,1,100,1000,100,58800,672122.72
7370,50,Get Sporty,2/8/2018,5/8/2018,1000,1,100,1000,100,-20400,64447
4190,25,Racer Club,11/30/2018,2/28/2019,1000,1,100,1000,100,240000,79492
95,25,Racer Club,9/9/2018,12/9/2018,1000,1,100,1000,100,15600,521479.1
3,105,Hit the track,4/6/2018,7/6/2018,1000,1,100,1000,100,37200,728333.42
8690,105,Hit the track,3/29/2018,6/29/2018,1000,1,100,1000,100,-1200,117657
10010,105,Hit the track,4/17/2018,7/17/2018,1000,1,100,1000,100,182400,29223
307,21,Wheels That Matter,9/15/2018,12/15/2018,1000,1,100,1000,100,240000,98073
2233,50,Get Sporty,1/17/2018,4/17/2018,1000,1,100,1000,100,-81600,26656
66,25,Racer Club,3/28/2018,6/28/2018,1000,1,100,1000,100,-16800,210374.8
58,25,Racer Club,12/12/2018,3/12/2019,1000,1,100,1000,100,-124800,272576.39
3530,25,Racer Club,5/23/2018,8/23/2018,1000,1,100,1000,100,74400,21760
973,34,Fun with Colors,2/22/2018,5/22/2018,1000,1,100,1000,100,3600,111129
10550,21,Wheels That Matter,7/21/2018,10/21/2018,1000,1,100,1000,100,-62400,35547
63,21,Wheels That Matter,7/7/2018,10/7/2018,1000,1,100,1000,100,-64800,234354.45
2210,11,Wheels of Steel,10/5/2018,1/5/2019,1000,1,100,1000,100,42000,43061
62,50,Get Sporty,1/17/2018,4/17/2018,1000,1,100,1000,100,80400,62341.59
4190,25,Racer Club,8/31/2018,11/30/2018,1000,1,100,1000,100,248400,79492
32,21,Wheels That Matter,10/22/2018,1/22/2019,1000,1,100,1000,100,128400,63296.82
48,105,Hit the track,7/11/2018,10/11/2018,1000,1,100,1000,100,34800,27550.87
3433,11,Wheels of Steel,3/28/2018,6/28/2018,1000,1,100,1000,100,32400,112302
2930,11,Wheels of Steel,4/4/2018,7/4/2018,1000,1,100,1000,100,-1200,33541
4070,25,Racer Club,9/28/2018,12/28/2018,1000,1,100,1000,100,15600,53992
2473,50,Get Sporty,4/29/2018,7/29/2018,1000,1,100,1000,100,124800,104822
3733,11,Wheels of Steel,8/24/2018,11/24/2018,1000,1,100,1000,100,-129600,65722
4753,25,Racer Club,7/29/2018,10/29/2018,1000,1,100,1000,100,128400,53992
52,11,Wheels of Steel,10/26/2018,1/26/2019,1000,1,100,1000,100,169200,907279.75
8510,50,Get Sporty,8/11/2018,11/11/2018,1000,1,100,1000,100,240000,95217
6,11,Wheels of Steel,7/19/2018,10/19/2018,1000,1,100,1000,100,69600,420700.49
1,11,Wheels of Steel,4/28/2018,7/28/2018,1000,1,100,1000,100,124800,650952.28
2990,11,Wheels of Steel,4/27/2018,7/27/2018,1000,1,100,1000,100,39600,22661
4190,25,Racer Club,12/6/2018,3/6/2019,1000,1,100,1000,100,186000,79492
73,11,Wheels of Steel,5/25/2018,8/25/2018,1000,1,100,1000,100,184800,818250.28
6470,50,Get Sporty,10/10/2018,1/10/2019,1000,1,100,1000,100,-82800,29954
1070,45,Beyond Wheels,4/16/2018,7/16/2018,1000,1,100,1000,100,37200,32164
57,45,Beyond Wheels,10/24/2018,1/24/2019,1000,1,100,1000,100,133200,299046.11
4813,25,Racer Club,1/16/2018,4/16/2018,1000,1,100,1000,100,58800,79492
42,50,Get Sporty,10/11/2018,1/11/2019,1000,1,100,1000,100,-117600,567345.96
7670,50,Get Sporty,9/3/2018,12/3/2018,1000,1,100,1000,100,213600,104822
3230,11,Wheels of Steel,11/2/2018,2/2/2019,1000,1,100,1000,100,-18000,110092
26,50,Get Sporty,4/28/2018,7/28/2018,1000,1,100,1000,100,39600,759169.54
3733,11,Wheels of Steel,7/9/2018,10/9/2018,1000,1,100,1000,100,3600,65722
30,11,Wheels of Steel,1/13/2018,4/13/2018,1000,1,100,1000,100,20400,768476.17
92,34,Fun with Colors,4/28/2018,7/28/2018,1000,1,100,1000,100,30000,28674.54
890,45,Beyond Wheels,12/13/2018,3/13/2019,1000,1,100,1000,100,-117600,57953
3170,11,Wheels of Steel,8/15/2018,11/15/2018,1000,1,100,1000,100,-54000,117878
6350,50,Get Sporty,3/5/2018,6/5/2018,1000,1,100,1000,100,34800,37791
4033,11,Wheels of Steel,3/6/2018,6/6/2018,1000,1,100,1000,100,49200,43724
1550,11,Wheels of Steel,3/16/2018,6/16/2018,1000,1,100,1000,100,1200,70839
34,34,Fun with Colors,9/20/2018,12/20/2018,1000,1,100,1000,100,15600,472876.85
6170,50,Get Sporty,1/17/2018,4/17/2018,1000,1,100,1000,100,3600,116654
51,11,Wheels of Steel,6/9/2018,9/9/2018,1000,1,100,1000,100,39600,104359.82
3853,11,Wheels of Steel,1/25/2018,4/25/2018,1000,1,100,1000,100,84000,64141
42,34,Fun with Colors,9/3/2018,12/3/2018,1000,1,100,1000,100,124800,169441.86
6290,50,Get Sporty,8/5/2018,11/5/2018,1000,1,100,1000,100,-39600,80019
68,25,Racer Club,8/10/2018,11/10/2018,1000,1,100,1000,100,-4800,191800.01
7190,50,Get Sporty,6/5/2018,9/5/2018,1000,1,100,1000,100,48000,75854
64,25,Racer Club,9/24/2018,12/24/2018,1000,1,100,1000,100,171600,149685.76
3433,11,Wheels of Steel,5/11/2018,8/11/2018,1000,1,100,1000,100,-46800,112302
5030,34,Fun with Colors,5/10/2018,8/10/2018,1000,1,100,1000,100,139200,42687
4753,25,Racer Club,5/25/2018,8/25/2018,1000,1,100,1000,100,190800,53992
2030,11,Wheels of Steel,10/16/2018,1/16/2019,1000,1,100,1000,100,-39600,65722
2390,11,Wheels of Steel,3/10/2018,6/10/2018,1000,1,100,1000,100,-75600,37978
3170,11,Wheels of Steel,5/13/2018,8/13/2018,1000,1,100,1000,100,124800,117878
3733,11,Wheels of Steel,1/14/2018,4/14/2018,1000,1,100,1000,100,-32400,65722
75,21,Wheels That Matter,6/4/2018,9/4/2018,1000,1,100,1000,100,-93600,438221.4
22,34,Fun with Colors,1/30/2018,4/30/2018,1000,1,100,1000,100,-69600,812221.66
890,45,Beyond Wheels,7/25/2018,10/25/2018,1000,1,100,1000,100,82800,57953
36,11,Wheels of Steel,8/15/2018,11/15/2018,1000,1,100,1000,100,-243600,62487.36
1813,50,Get Sporty,10/28/2018,1/28/2019,1000,1,100,1000,100,-67200,24905
3853,11,Wheels of Steel,7/6/2018,10/6/2018,1000,1,100,1000,100,-124800,64141
4070,25,Racer Club,11/26/2018,2/26/2019,1000,1,100,1000,100,-39600,53992
99,25,Racer Club,2/23/2018,5/23/2018,1000,1,100,1000,100,3600,119544.36
8210,50,Get Sporty,3/29/2018,6/29/2018,1000,1,100,1000,100,148800,36023
1010,45,Beyond Wheels,6/8/2018,9/8/2018,1000,1,100,1000,100,13200,28730
44,45,Beyond Wheels,1/31/2018,4/30/2018,1000,1,100,1000,100,48000,432568.37
23,45,Beyond Wheels,4/3/2018,7/3/2018,1000,1,100,1000,100,-74400,159597.3
231,21,Wheels That Matter,11/10/2018,2/10/2019,1000,1,100,1000,100,-42000,112897
7,25,Racer Club,8/19/2018,11/19/2018,1000,1,100,1000,100,21600,881446.47
8450,50,Get Sporty,12/29/2018,3/29/2019,1000,1,100,1000,100,240000,70924
7,25,Racer Club,7/9/2018,10/9/2018,1000,1,100,1000,100,-25200,881446.47
6,25,Racer Club,6/3/2018,9/3/2018,1000,1,100,1000,100,7200,946150.51
67,50,Get Sporty,3/1/2018,6/1/2018,1000,1,100,1000,100,1200,587207.11
48,21,Wheels That Matter,3/19/2018,6/19/2018,1000,1,100,1000,100,-211200,850936.95
92,11,Wheels of Steel,5/15/2018,8/15/2018,1000,1,100,1000,100,39600,531453.23
8450,50,Get Sporty,1/29/2018,4/29/2018,1000,1,100,1000,100,39600,70924
64,25,Racer Club,2/8/2018,5/8/2018,1000,1,100,1000,100,120000,149685.76
4093,11,Wheels of Steel,8/26/2018,11/26/2018,1000,1,100,1000,100,39600,33541
98,50,Get Sporty,8/19/2018,11/19/2018,1000,1,100,1000,100,120000,974782.51
26,11,Wheels of Steel,1/26/2018,4/26/2018,1000,1,100,1000,100,240000,724362.23
4190,25,Racer Club,6/16/2018,9/16/2018,1000,1,100,1000,100,66000,79492
98,50,Get Sporty,7/30/2018,10/30/2018,1000,1,100,1000,100,254400,974782.51
4213,11,Wheels of Steel,9/27/2018,12/27/2018,1000,1,100,1000,100,124800,82348
7,25,Racer Club,10/21/2018,1/21/2019,1000,1,100,1000,100,62400,881446.47
1,45,Beyond Wheels,9/18/2018,12/18/2018,1000,1,100,1000,100,186000,959154.72
6590,50,Get Sporty,5/24/2018,8/24/2018,1000,1,100,1000,100,30000,71451
67,11,Wheels of Steel,10/26/2018,1/26/2019,1000,1,100,1000,100,-82800,419163.93
2630,11,Wheels of Steel,5/12/2018,8/12/2018,1000,1,100,1000,100,-74400,78710
3110,11,Wheels of Steel,3/1/2018,6/1/2018,1000,1,100,1000,100,128400,79934
5810,50,Get Sporty,4/21/2018,7/21/2018,1000,1,100,1000,100,277200,55913
36,11,Wheels of Steel,2/2/2018,5/2/2018,1000,1,100,1000,100,240000,62487.36
9,34,Fun with Colors,6/8/2018,9/8/2018,1000,1,100,1000,100,130800,800848.59
3290,11,Wheels of Steel,2/10/2018,5/10/2018,1000,1,100,1000,100,296400,25551
51,11,Wheels of Steel,4/19/2018,7/19/2018,1000,1,100,1000,100,-34800,104359.82
34,50,Get Sporty,3/22/2018,6/22/2018,1000,1,100,1000,100,124800,462850.1
3553,11,Wheels of Steel,11/13/2018,2/13/2019,1000,1,100,1000,100,-37200,19720
14,50,Get Sporty,4/25/2018,7/25/2018,1000,1,100,1000,100,-110400,611454.72
4550,34,Fun with Colors,7/22/2018,10/22/2018,1000,1,100,1000,100,50400,23766
2630,11,Wheels of Steel,4/23/2018,7/23/2018,1000,1,100,1000,100,48000,78710
6890,50,Get Sporty,11/6/2018,2/6/2019,1000,1,100,1000,100,-32400,20060
5750,50,Get Sporty,6/25/2018,9/25/2018,1000,1,100,1000,100,-13200,55114
80,50,Get Sporty,4/1/2018,7/1/2018,1000,1,100,1000,100,9600,962011.39
90,11,Wheels of Steel,3/19/2018,6/19/2018,1000,1,100,1000,100,-8400,197062.59
4813,25,Racer Club,2/1/2018,5/1/2018,1000,1,100,1000,100,120000,79492
7370,50,Get Sporty,3/27/2018,6/27/2018,1000,1,100,1000,100,-28800,64447
2330,11,Wheels of Steel,4/8/2018,7/8/2018,1000,1,100,1000,100,115200,41208
64,25,Racer Club,5/26/2018,8/26/2018,1000,1,100,1000,100,-51600,149685.76
26,11,Wheels of Steel,10/28/2018,1/28/2019,1000,1,100,1000,100,62400,724362.23
51,11,Wheels of Steel,8/7/2018,11/7/2018,1000,1,100,1000,100,-57600,104359.82
4813,25,Racer Club,10/30/2018,1/30/2019,1000,1,100,1000,100,115200,79492
6,21,Wheels That Matter,5/7/2018,8/7/2018,1000,1,100,1000,100,-37200,644238.9
80,50,Get Sporty,6/6/2018,9/6/2018,1000,1,100,1000,100,184800,240728.4
4190,25,Racer Club,9/20/2018,12/20/2018,1000,1,100,1000,100,-211200,79492
52,11,Wheels of Steel,10/20/2018,1/20/2019,1000,1,100,1000,100,124800,549515.34
13,25,Racer Club,12/3/2018,3/3/2019,1000,1,100,1000,100,-7200,249135.04
21,50,Get Sporty,12/23/2018,3/23/2019,1000,1,100,1000,100,171600,966394.54
89,50,Get Sporty,5/23/2018,8/23/2018,1000,1,100,1000,100,33600,672122.72
